Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,1.02,0.99,1.1493882153309614,0.009969982769127948,0.019068258224527856,81.65903802772695,99.41100281636318,176.0422591175889,77.30155711441226,77.96170559981694,48.0720162797403,117.73149995150267,2.5322954610958432
2,1.03,2.44,1.41,3.075789760476,0.0031639609177660376,0.013105636136427668,104.34903905847972,127.03361276684502,294.3779795203465,98.44098091448504,67.13353273467348,74.40021838704207,145.71666631665795,1.7891848782315092
3,2.45,3.44,0.9899999999999998,1.6427175479369116,0.003931478949345758,0.0250543032036349,101.1766653033418,123.17159254319854,245.2264052960444,97.00951999233077,72.76377635636251,80.72864919930345,171.6300529135505,2.09979209457186
4,3.45,5.37,1.92,8.85327453204683,0.016508971821490952,0.033304360981894494,144.4646459430524,175.8700037567595,484.51586152933817,150.92059207813284,110.13987295267485,129.5531070797585,231.75289226195122,1.430788565166723
5,5.38,6.81,1.4299999999999997,13.958793278890521,0.029701012348228105,0.049631595939073084,168.3294682156113,204.92283087117906,595.6617597018204,178.76510901367743,134.40184183988384,159.1683278589158,272.79325595410927,1.3267756206769583
6,6.82,8.87,2.049999999999999,9.810247653438758,0.023407433823705106,0.06222480621942601,170.59609002344018,207.68219655027505,533.8365525836584,174.5930257977983,132.30649327628652,159.083183757414,281.1440409072191,1.5137070422124619
7,8.88,9.87,0.9899999999999984,13.440970071158945,0.032352443731359815,0.07502704027565998,187.2879984800933,228.00278075837454,612.8933336847929,193.57841443143874,148.34826090164606,179.7979993023237,307.64840494999265,1.4266237194900093
8,9.88,10.87,0.9899999999999984,10.619183270265554,0.027695818469019255,0.08036991782749922,185.66411266544324,226.02587628836557,565.883202288353,188.07212290633493,145.7882186022593,176.4790889458197,308.79418207307464,1.5429277226682767
9,10.88,12.1,1.2199999999999989,0.5074045279213879,0.008982043854869714,0.17726785003573764,119.40048428629618,145.35711130505615,184.20278689820162,105.22613350565099,118.29944185277489,106.71617747693202,267.6249573334776,3.3790811491986674
10,12.11,13.19,1.08,3.6345942132541618,0.03667652169994077,0.14148575927674412,177.56551577517715,216.16671485673746,386.69762208365114,174.07073484035254,175.6928009033194,163.5729519380689,334.09692886025994,2.2500795298481155
11,13.2,14.2,1.0,6.851924072345309,0.054842612919249696,0.04543816617224183,204.5682951667948,249.0396636813155,492.26255208588213,200.67071301737894,197.77818515736135,189.45348667351286,360.9071943386391,1.9948934639935079
12,14.21,15.21,1.0,15.59857063054641,0.05636876896081862,0.11557331323803327,223.76144826718888,272.4052413687518,678.4598204091599,225.25438920863866,189.29069935385567,218.03732022786895,371.02913360902954,1.5270343847770147
13,15.22,16.57,1.3499999999999996,5.328735903033103,0.05032519184668324,0.19580686309511278,205.62530342206009,250.3264563398991,457.5001034939265,193.75301618302885,194.77617917914378,189.06601946916342,369.8743915557853,2.1708290691149568
14,16.58,17.57,0.990000000000002,8.127851854058553,0.06465546685630895,0.1269978905966995,225.328627454827,274.3131116841373,538.5389603931213,213.3878693033925,209.6202890724992,209.27318892258808,390.34067973540533,1.9913672099250097
15,17.58,18.57,0.990000000000002,8.708100768072216,0.06355841857499062,0.09183733478659428,230.102444411406,280.1247149356248,555.6052676962152,215.71657655617707,207.38448821750777,214.4285131878623,395.3251879443934,1.9640718263510082
16,18.58,20.03,1.4500000000000028,1.9007487544271435,0.03157060063524622,0.33393995337246035,182.08406465815835,221.66755697514935,318.4911001726252,155.14110338173683,168.6719054813634,165.50490912619313,362.89320268270876,2.848528551964884
17,20.04,21.76,1.7200000000000024,14.969823878475399,0.09443931011063386,0.14660330054536838,263.22937149333603,320.453147904931,691.6494026698099,249.95844198871643,240.09827516420887,249.4324153810895,433.5027436914163,1.769115265659365
18,21.77,23.76,1.990000000000002,10.963103003723878,0.07337045747269083,0.18335069835127363,256.0751767115999,311.7436933880348,619.5783657077195,230.53180340824355,217.73424412148523,239.15973677198068,427.6873290376913,1.9405837135454027
19,23.77,26.0,2.2300000000000004,14.98580096639352,0.14552532446415178,0.21825304810008903,294.0328280940795,357.95300811453137,704.2064879798402,267.96967147055733,287.7059275867747,271.4372958362725,479.2663189860912,1.9483527494915323
20,26.01,27.0,0.9899999999999984,9.256000193705473,0.10997995685693693,0.3185921047162871,275.0264849464649,334.81485123917446,594.4359488419994,238.04181257839954,259.008455644604,251.8197452736341,467.926313107299,2.1899497675506296
