Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,1.0,0.99,2.1504119925391714,0.06058257792907575,0.0073462425356166546,103.58352553780215,126.10168326341125,221.55776319637502,105.98270410642621,145.69423219664904,59.67499858146297,146.34899098113723,2.537627646198275
2,1.01,2.0,0.99,1.9171715435056627,0.09549319481746305,0.1117741054820959,126.47665282865928,153.97157735662861,243.86680368078115,161.76121038231537,262.2295911643643,88.90280314465444,218.71213530719407,2.7434115763455433
3,2.01,3.15,1.1400000000000001,0.8387242901274315,0.04383444409740597,0.117812803693867,107.78468259225811,131.21613532970545,188.80831742752284,145.46685526636495,215.8680247173987,86.19960964888304,225.75996449212525,3.0372193662767355
4,3.16,4.15,0.9900000000000002,0.6106806606047798,0.031900601349216795,0.1635874533297654,104.95352019901947,127.76950285098015,174.74345106615803,139.94250246835247,199.4177249392478,88.49004148281553,236.33853039204064,3.1600863795444964
5,4.16,6.61,2.45,0.9950026294016773,0.022666311435645747,0.4681973596051747,124.75751625857524,151.8787154452222,222.15434195595574,140.41185884246124,158.40757236115067,102.61340303619875,249.8977887990371,2.7471265206448603
6,6.62,8.79,2.169999999999999,1.826565034280332,0.04379834850270923,0.024617241401647415,158.18556368746331,192.5737297064773,280.6979906134399,164.3907226912349,195.03892880475595,130.87356531572937,299.8265839548286,2.654113566355013
7,8.8,11.92,3.119999999999999,1.61606084308699,0.05859839628355128,0.17734815336361173,171.3623880086964,208.6150810540651,278.81811295064705,168.56292094260522,218.68278141881467,143.01378567182883,335.26848100129126,2.9003010394066115
8,11.93,13.07,1.1400000000000006,0.8137715067888185,0.017585137159598384,0.025850847185961874,145.54167868371763,177.18117404974328,216.79245271187543,126.13741789405975,141.74603025940368,123.644743829528,299.39592459322245,3.2396353169287444
9,13.08,14.46,1.3800000000000008,1.058285512468903,0.015215585134015289,0.17205362808168267,153.92290622438273,187.38440757750962,244.28619747216865,129.36513903604634,129.28646462400724,130.3355625848238,301.6775172903888,2.9889334132746015
10,14.47,15.59,1.1199999999999992,8.92667597802886,0.30366256962339505,0.045238000448304456,288.7116246317664,351.4750212908459,549.579367162331,275.7827373539653,410.8307380993696,232.7671967651899,462.434746685032,2.3882461353068334
11,15.6,17.23,1.6300000000000008,8.526589472503435,0.38663907803459496,0.029391989639103576,300.38804086106154,365.68978887433593,544.4564381172397,281.5416056878121,451.2112194023816,241.75895393404124,487.7614282551777,2.528563458439265
12,17.24,18.63,1.3900000000000006,5.9219837803264115,0.30484805627218553,0.03526164043563626,279.88355627646433,340.7278076409132,477.8076832672031,255.89443605793443,404.6804701342865,230.5315366074762,482.3534625926596,2.7291548400188375
13,18.64,19.63,0.9899999999999984,5.2457332049871335,0.32872816913997377,0.0508074891650809,279.16836258118883,339.85713705535983,459.0728616308977,255.03070020525314,422.75937857093487,232.11432995586097,494.7265502770703,2.8628176310454365
14,19.64,21.46,1.8200000000000003,3.3234749529309915,0.16172545572788574,0.18367555668547836,245.18127241223212,298.48154902358675,391.00206892752124,212.25234637398208,307.1854184394891,209.01502580153468,457.78946606068365,2.978694541395668
15,21.47,22.56,1.0899999999999999,6.678552023000441,0.40937912229746487,0.19796647286871896,307.29567708549706,374.09908514756114,510.26377377831955,271.74196034702265,454.8836434653351,254.47301981093827,528.3663387792649,2.8269823157347207
16,22.57,24.08,1.509999999999998,3.658793852209209,0.10352255275975876,0.3822224832370665,249.15406776975178,303.31799554578487,414.2601093510181,199.2774925704097,243.87877849787176,211.55312243466363,446.39819871402466,2.8323936918640333
17,24.09,25.61,1.5199999999999996,13.519708177204997,0.5589887418854075,0.03507363840575657,368.5991149113405,448.7293572833712,676.4515203205026,314.74078208763564,500.40691197422257,298.94633509174207,570.2844500124675,2.4905200399219116
18,25.62,27.29,1.6699999999999982,3.5682550712444883,0.10213553869760109,0.5964331098039853,256.3170626907151,312.0381632756533,417.494101048392,197.85764979064393,241.51032917994988,218.05699312023486,459.9566698718154,2.9045869486413527
19,27.3,30.0,2.6999999999999993,3.8508746938400953,0.1733911852421734,1.740802717567921,276.9782571281398,337.1909217212138,438.9117728563148,217.67072573428663,300.33005198754796,235.51209931352076,503.01153944013987,2.9973087363079576
