Depth,qc,fs_corrected,u
0.4,0.1561,0.0003,0.0001
0.41,0.2603,0.0006,0.0016
0.42,0.1792,0.0013,0.0007
0.43,0.1059,0.0014,0.0003
0.44,0.0692,0.0013,0.0002
0.45,0.0509,0.0012,0.0001
0.46,0.0417,0.0007,0.0001
0.47,0.0371,0.0002,-0.0001
0.48,0.0366,0.0002,-0.0002
0.49,0.0365,0.0001,-0.0002
0.49999999,0.0403,0.0002,-0.0002
0.51,0.0441,0.0003,-0.0001
0.52,0.0441,0.0005,0.0001
0.53,0.048,0.001,0.0
0.54,0.0518,0.002,0.0
0.55,0.0634,0.002,0.0
0.56,0.075,0.0052,0.0
0.57,0.0866,0.0079,0.0002
0.58,0.081,0.0133,0.0005
0.59,0.0785,0.0147,0.0001
0.6,0.0787,0.0161,0.0001
0.61,0.0789,0.0168,0.0002
0.62,0.1329,0.0169,0.0002
0.63,0.2449,0.017,0.0007
0.6400001,0.3105,0.017,0.0007
0.6500001,0.3298,0.0187,0.0035
0.6600001,0.3298,0.0205,0.0039
0.67,0.3163,0.0245,0.0036
0.68,0.3095,0.0316,0.0045
0.69,0.3379,0.0393,0.0054
0.7,0.3664,0.0398,0.0054
0.71,0.4299,0.0392,0.0054
0.72,0.5629,0.0386,0.0054
0.73,0.8317,0.0372,0.0048
0.74,2.2408,0.0359,0.0054
0.75,4.1403,0.0359,0.0012
0.76,5.0592,0.0338,0.0
0.7699999,5.0862,0.0316,-0.0006
0.7799999,5.0051,0.0289,-0.0007
0.7899999,4.3913,0.0278,-0.0006
0.7999999,4.3835,0.028,-0.0005
0.8099999,4.3758,0.0282,-0.0003
0.8199999,4.2832,0.0316,0.0001
0.8299999,4.1905,0.035,-0.0002
0.8399999,4.4144,0.0339,-0.0001
0.8499999,4.1828,0.0356,0.0
0.8599999,4.0091,0.0373,0.0002
0.8699998,4.0515,0.0435,0.0007
0.8799998,3.8788,0.0411,0.0005
0.8899998,3.8578,0.0463,0.0004
0.8999998,3.8535,0.0515,0.0005
0.9099998,3.8912,0.0515,0.0005
0.9199998,3.9289,0.0713,0.001
0.9299998,4.1094,0.0713,0.0005
0.9399998,4.7851,0.0765,0.0007
0.9499998,5.5649,0.08,0.0008
0.9599998,5.3178,0.0827,0.0012
0.9699998,4.731,0.0845,0.0011
0.9799997,4.6924,0.0852,0.001
0.9899997,4.3256,0.0853,0.001
0.9999997,4.287,0.0847,0.001
1.0099997,3.9898,0.0841,0.0011
1.0199997,3.511,0.0837,0.0014
1.0299997,3.2369,0.0836,0.002
1.0399997,2.9705,0.0835,0.0026
1.0499997,2.9705,0.0827,0.0021
1.0599997,2.6462,0.082,0.0028
1.0699997,2.4686,0.0779,0.0035
1.0799996,2.4686,0.0762,0.0081
1.0899996,2.3412,0.0713,0.0163
1.0999996,2.1791,0.0694,0.022
1.1099996,2.1791,0.0687,0.0233
1.1199996,2.0903,0.068,0.0225
1.1299996,1.8702,0.0679,0.0246
1.1399996,1.7351,0.0676,0.025
1.1499996,1.7351,0.0648,0.0248
1.1599996,1.683,0.0624,0.0256
1.1699996,1.6782,0.0623,0.0254
1.1799996,1.7211,0.0609,0.0258
1.1899995,1.7641,0.0582,0.0262
1.1999995,1.9513,0.0553,0.0322
1.2099995,2.8084,0.0526,0.1658
1.2199995,3.6732,0.0496,0.1784
1.2299995,4.6268,0.0468,0.1344
1.2399995,5.4838,0.0448,0.0675
1.2499995,6.005,0.0432,0.0005
1.2599995,6.3718,0.0413,-0.0009
1.2699995,6.6189,0.0405,-0.0016
1.2799995,6.8853,0.0364,-0.0014
1.2899994,7.0667,0.0315,-0.0033
1.2999994,7.1903,0.0312,-0.0035
1.3099994,7.2598,0.0299,-0.0034
1.3199994,7.3177,0.029,-0.0033
1.3299994,7.3331,0.029,-0.002
1.3399994,7.2984,0.029,0.0003
1.3499994,7.1131,0.029,0.0012
1.3599994,7.1131,0.0292,0.001
1.3699994,6.9664,0.0294,0.0007
1.3799994,6.6112,0.03,0.0008
1.3899994,6.4143,0.03,0.0008
1.3999993,6.2637,0.0314,0.001
1.409999,6.0629,0.0318,0.0006
1.419999,5.8545,0.0318,0.0007
1.429999,5.6576,0.0318,0.0008
1.439999,5.4761,0.0316,0.001
1.449999,5.2561,0.0302,0.0014
1.459999,5.036,0.0301,0.0012
1.469999,4.8005,0.0299,0.0007
1.479999,4.6075,0.0294,0.0001
1.489999,4.4221,0.0287,-0.0014
1.499999,4.3411,0.0272,-0.0011
1.509999,4.2446,0.0264,-0.0018
1.519999,4.2098,0.0253,-0.0029
1.529999,4.0978,0.0245,-0.0028
1.539999,3.9704,0.0233,-0.0027
1.549999,3.8701,0.0224,-0.002
1.559999,3.7079,0.0219,-0.0016
1.569999,3.5149,0.0217,-0.0014
1.579999,3.2601,0.0215,-0.0011
1.589999,3.013,0.0214,-0.0003
1.599999,2.7273,0.0214,-0.0005
1.609999,2.5034,0.0212,0.0005
1.619999,2.2756,0.0204,0.0016
1.629999,2.0594,0.0196,0.0022
1.639999,1.8895,0.0182,0.0019
1.649999,1.7197,0.0164,0.0016
1.659999,1.5729,0.0139,0.0018
1.669999,1.4185,0.0127,0.0014
1.679999,1.2795,0.0117,0.001
1.689999,1.1405,0.0117,0.0011
1.699999,1.0363,0.0118,0.0011
1.709999,0.9552,0.0119,0.0014
1.719999,0.8471,0.0125,0.002
1.729999,0.7313,0.0138,0.0092
1.739999,0.6978,0.0161,0.0092
1.749999,0.6822,0.0211,0.0161
1.759999,0.6977,0.023,0.0157
1.769999,0.7132,0.0261,0.0175
1.779999,0.7468,0.0287,0.0193
1.789999,0.851,0.0334,0.0252
1.799999,1.0402,0.0376,0.0284
1.809999,1.1483,0.0398,0.0262
1.819999,1.1019,0.0399,0.0262
1.829999,1.1792,0.0395,-0.0347
1.839999,1.0749,0.0391,-0.0629
1.849999,1.0131,0.0382,-0.0739
1.859999,0.9321,0.036,-0.085
1.869999,0.8896,0.034,-0.0864
1.879999,0.8973,0.0313,-0.0866
1.889999,0.8703,0.029,-0.0866
1.899999,0.8742,0.0266,-0.0866
1.909999,0.824,0.024,-0.0861
1.919999,0.7776,0.0233,-0.0842
1.929999,0.6695,0.0209,-0.0846
1.939999,0.5769,0.0163,-0.0003
1.949999,0.5151,0.0138,0.0003
1.959999,0.4649,0.0112,0.0002
1.969999,0.4225,0.011,0.0002
1.979999,0.407,0.0109,0.0003
1.989999,0.3645,0.011,0.0003
1.999999,0.3613,0.011,0.0003
2.009999,0.36,0.011,0.0005
2.019999,0.3816,0.011,0.0007
2.029999,0.4032,0.011,0.0014
2.039999,0.6271,0.0109,0.0045
2.049999,0.8471,0.0108,0.0073
2.059999,0.9166,0.0107,0.0062
2.069999,0.9282,0.0107,-0.001
2.079999,0.9398,0.0111,-0.0026
2.089999,1.0131,0.0115,-0.0024
2.099999,1.2062,0.0118,-0.0023
2.109999,1.4957,0.0125,-0.0016
2.119999,1.7891,0.0127,-0.0022
2.129999,1.7891,0.0133,-0.0024
2.139999,2.3721,0.0136,-0.0019
2.149999,2.3721,0.0135,-0.0014
2.159999,2.6038,0.0135,-0.0009
2.169999,2.8586,0.0134,-0.0016
2.179999,3.1481,0.0133,-0.0014
2.189999,3.3798,0.0133,-0.0028
2.199999,3.6191,0.0133,-0.0032
2.209999,3.8006,0.0133,-0.0033
2.219999,3.982,0.0139,-0.0035
2.229999,4.1712,0.0143,-0.0035
2.239999,4.372,0.0149,-0.0037
2.249999,4.4762,0.0161,-0.004
2.259999,4.4916,0.0168,-0.0041
2.269999,4.4569,0.0172,-0.0038
2.279999,4.4067,0.0176,-0.0035
2.289999,4.3565,0.0177,-0.0007
2.299999,4.3411,0.0186,-0.0016
2.309999,4.2523,0.0198,-0.0009
2.319999,4.2098,0.021,-0.0001
2.329999,4.2049,0.0217,0.0003
2.339999,4.2025,0.0223,0.0003
2.349998,4.2274,0.0223,0.0005
2.359998,4.2523,0.0223,0.0007
2.369998,4.3681,0.0229,0.0007
2.379998,4.4299,0.0235,-0.0005
2.389998,4.4415,0.0248,-0.0007
2.399998,4.3295,0.0272,-0.0008
2.409999,4.1519,0.0284,-0.0007
2.419999,3.9627,0.029,-0.0005
2.429999,3.8469,0.029,-0.0001
2.439999,3.8044,0.0272,0.001
2.449999,3.8044,0.0255,0.0035
2.459999,3.7986,0.0218,0.0035
