Depth,qc,fs_corrected,u
2.01,0.4864,0.0011,-0.0002
2.02,0.5493,0.0012,0.0
2.03,0.3449,0.0012,0.0002
2.04,0.2642,0.0012,0.0
2.05,0.2574,0.0012,-0.0001
2.06,0.2576,0.001,-0.0001
2.07,0.2578,0.0009,-0.0002
2.08,0.2583,0.0009,-0.0002
2.09,0.2701,0.0009,-0.0003
2.09999999,0.2741,0.0009,-0.0003
2.11,0.2721,0.0009,-0.0004
2.12,0.2701,0.0009,-0.0004
2.13,0.2662,0.0009,-0.0004
2.14,0.2623,0.0008,-0.0004
2.15,0.2623,0.0007,-0.0004
2.16,0.2544,0.0006,-0.0004
2.17,0.2465,0.0006,-0.0004
2.18,0.2387,0.0005,-0.0004
2.19,0.2033,0.0005,-0.0006
2.2,0.1954,0.0003,-0.0007
2.21,0.1915,0.0003,-0.0007
2.22,0.1836,0.0003,-0.0008
2.23,0.1816,0.0002,-0.0008
2.2400001,0.181,0.0002,-0.0008
2.2500001,0.1804,0.0002,-0.0008
2.2600001,0.1836,0.0001,-0.0008
2.27,0.1758,0.0001,-0.0008
2.28,0.1561,0.0001,-0.0007
2.29,0.1168,0.0001,-0.0007
2.3,0.1089,0.0001,-0.0006
2.31,0.1089,0.0,-0.0006
2.32,0.105,0.0,-0.0006
2.33,0.0971,0.0,-0.0006
2.34,0.0932,0.0,-0.0006
2.35,0.0893,0.0,-0.0006
2.36,0.0853,0.0,-0.0006
2.3699999,0.0834,0.0,-0.0006
2.3799999,0.0814,0.0,-0.0006
2.3899999,0.0814,0.0,-0.0006
2.3999999,0.0775,0.0,-0.0006
2.4099999,0.0735,0.0,-0.0006
2.4199999,0.0735,0.0,-0.0006
2.4299999,0.0696,0.0,-0.0005
2.4399999,0.0696,0.0,-0.0005
2.4499999,0.0657,0.0,-0.0004
2.4599999,0.0598,0.0,-0.0004
2.4699998,0.0568,0.0,-0.0004
2.4799998,0.0539,0.0,-0.0004
2.4899998,0.0539,0.0,-0.0004
2.4999998,0.0519,0.0,-0.0004
2.5099998,0.0499,0.0,-0.0004
2.5199998,0.0499,0.0,-0.0004
2.5299998,0.046,0.0,-0.0004
2.5399998,0.046,0.0,-0.0004
2.5499998,0.0421,0.0,-0.0004
2.5599998,0.0421,0.0,-0.0004
2.7999995,0.0558,0.0,-0.0002
2.8099995,0.0559,0.0,-0.0002
2.8199995,0.0559,0.0,-0.0002
2.8299995,0.0561,0.0,-0.0002
2.8399995,0.0578,0.0,-0.0002
2.8499995,0.0539,0.0,-0.0002
