File Name,File Key,Depth,qc,fs,Measure Vs,Qc,Fs,u,Subset_Region,Subset_Geology,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT_14526_Raw03_result.csv,14526,1.06,5.445,0.04,245.5,5.445,0.04,-0.004,2,3,127.65906,155.4110296,349.6032394,140.3162368,137.6659334,87.66122356,180.9990613,1.856878956,0.653933831,0.457223536,-0.353501963,0.559398238,0.578466969,1.029817294,0.304805102
SCPT_14526_Raw03_result.csv,14526,1.08,4.431,0.0354,245.5,4.431,0.0354,-0.0041,2,3,123.415982,150.2455433,323.7317301,134.982645,133.1658856,84.67849873,178.7189082,1.951426953,0.68773633,0.491026036,-0.276618232,0.598150733,0.611701336,1.06443523,0.317482721
SCPT_14526_Raw03_result.csv,14526,1.1,5.233,0.0256,245.5,5.233,0.0256,-0.0041,2,3,121.1154882,147.4449422,345.6034033,131.7763086,115.2115967,84.86116946,172.3542733,1.774235241,0.706552409,0.509842114,-0.341994937,0.622191094,0.756526538,1.062280327,0.35374486
SCPT_14526_Raw03_result.csv,14526,1.12,5.366,0.0243,245.5,5.366,0.0243,-0.004,2,3,120.9289536,147.2178566,349.5568012,131.8295733,113.2119115,85.22665633,172.0046333,1.747796657,0.708093734,0.51138344,-0.353369122,0.62178697,0.774035562,1.057982695,0.355775533
SCPT_14526_Raw03_result.csv,14526,1.14,5.837,0.0228,245.5,5.837,0.0228,-0.0044,2,3,121.1276792,147.4597833,361.6066278,132.6785517,110.452643,86.23375147,171.4581039,1.68423398,0.706451758,0.509741464,-0.38726001,0.615367649,0.798710089,1.046235298,0.358958003
SCPT_14526_Raw03_result.csv,14526,1.16,6.066,0.0228,245.5,6.066,0.0228,-0.0043,2,3,121.7304873,148.1936368,367.5952495,133.9174285,110.7138383,87.13320378,172.2632492,1.66149584,0.701487466,0.504777172,-0.40368552,0.606073542,0.796348108,1.035858922,0.354273122
SCPT_14526_Raw03_result.csv,14526,1.18,6.381,0.0252,245.5,6.381,0.0252,-0.0042,2,3,123.8515618,150.7758144,375.4095624,137.192821,115.1611576,88.92446175,175.341271,1.65268989,0.684213181,0.487502887,-0.424720649,0.581909558,0.756964429,1.015509682,0.336562752
SCPT_14526_Raw03_result.csv,14526,1.2,6.381,0.0337,245.5,6.381,0.0337,-0.004,2,3,128.6230242,156.5845512,376.0356287,143.6721541,130.1315183,91.52241481,182.8692461,1.718696128,0.646411114,0.44970082,-0.426386949,0.535762951,0.634751329,0.986713034,0.294525552
SCPT_14526_Raw03_result.csv,14526,1.22,6.268,0.0373,245.5,6.268,0.0373,-0.0041,2,3,130.3868328,158.7317964,374.0886604,146.2513167,136.7607988,92.48350131,186.0500089,1.754166104,0.632791278,0.436080984,-0.421195882,0.517970458,0.585063541,0.976266683,0.277281444
SCPT_14526_Raw03_result.csv,14526,1.24,6.268,0.0424,245.5,6.268,0.0424,-0.0046,2,3,132.8370831,161.7147099,374.6890663,149.9032247,145.4775581,93.89597843,189.9554497,1.786402572,0.614173509,0.417463214,-0.422799578,0.49330703,0.523275113,0.96110939,0.256507378
SCPT_14526_Raw03_result.csv,14526,1.26,5.55,0.0449,245.5,5.55,0.0449,-0.0046,2,3,132.609693,161.4378872,358.238661,149.8307682,151.5785203,93.11839256,191.9788102,1.875453347,0.615886772,0.419176478,-0.377902468,0.493790502,0.482193171,0.969425225,0.245911945
SCPT_14526_Raw03_result.csv,14526,1.28,5.55,0.045,245.5,5.55,0.045,-0.0049,2,3,132.9089432,161.8021918,358.79614,150.5080868,152.368292,93.54423394,192.8009958,1.876081804,0.613632691,0.416922397,-0.379457425,0.489280132,0.476996383,0.964862533,0.2416384
SCPT_14526_Raw03_result.csv,14526,1.3,5.122,0.0468,245.5,5.122,0.0468,-0.0048,2,3,132.7318204,161.5865639,348.4966152,150.7178886,156.9435163,93.17164846,194.4326688,1.93552494,0.614966243,0.418255949,-0.350331571,0.487887145,0.447410975,0.968853473,0.23321102
SCPT_14526_Raw03_result.csv,14526,1.32,4.789,0.0417,245.5,4.789,0.0417,-0.0046,2,3,130.1612657,158.457193,340.1745552,147.3000538,150.1552876,91.78335423,192.1836596,1.946390433,0.63452276,0.437812466,-0.326161936,0.510825259,0.491626938,0.983865993,0.244845472
SCPT_14526_Raw03_result.csv,14526,1.34,4.66,0.0381,245.5,4.66,0.0381,-0.0045,2,3,128.6138943,156.5734365,337.1460715,145.2582975,144.9650983,91.12075341,190.6266308,1.939918177,0.646482099,0.449771804,-0.317219336,0.524783428,0.526803935,0.99111136,0.252980245
SCPT_14526_Raw03_result.csv,14526,1.36,4.62,0.0357,245.5,4.62,0.0357,-0.0043,2,3,127.7419818,155.5119778,336.5317579,144.1615237,141.4211199,90.89113903,189.7187777,1.92881041,0.653284485,0.456574191,-0.315395575,0.532362584,0.551554842,0.993634431,0.257754089
SCPT_14526_Raw03_result.csv,14526,1.38,4.633,0.0335,245.5,4.633,0.0335,-0.0045,2,3,127.0593513,154.6809494,337.3793909,143.3115268,137.9807648,90.81698906,188.8566885,1.911388345,0.658642637,0.461932343,-0.317911139,0.538276177,0.576182657,0.994450575,0.262308482
SCPT_14526_Raw03_result.csv,14526,1.4,4.438,0.0259,245.5,4.438,0.0259,-0.0051,2,3,123.0476363,149.7971224,332.3513459,137.6617079,124.5670522,88.70340033,183.251823,1.876361827,0.69072538,0.494015086,-0.302895733,0.578497664,0.678452805,1.017998724,0.292435658
SCPT_14526_Raw03_result.csv,14526,1.42,4.438,0.0259,245.5,4.438,0.0259,-0.0053,2,3,123.266952,150.0641155,332.8172415,138.153435,125.0140771,89.05387754,183.9106426,1.876414177,0.688944602,0.492234308,-0.304296568,0.574932032,0.6748706,1.014055395,0.288846946
SCPT_14526_Raw03_result.csv,14526,1.44,4.138,0.0199,245.5,4.138,0.0199,-0.0049,2,3,119.1733694,145.0806236,324.4859598,132.4744258,113.5960326,86.58949986,178.2545464,1.860308724,0.722717629,0.526007334,-0.278945321,0.616907333,0.770648366,1.042118388,0.320084382
SCPT_14526_Raw03_result.csv,14526,1.46,4.138,0.0188,245.5,4.138,0.0188,-0.0046,2,3,118.6846573,144.4856698,324.9311608,131.9277417,111.5892701,86.51289565,177.5602705,1.848463908,0.72682691,0.530116615,-0.2803164,0.621042586,0.788472048,1.043003462,0.323986844
SCPT_14526_Raw03_result.csv,14526,1.48,3.982,0.0176,245.5,3.982,0.0176,-0.0048,2,3,117.6290387,143.2005689,320.6254123,130.592032,109.5035534,85.89002164,176.6010842,1.857740396,0.735761015,0.53905072,-0.266976555,0.631218743,0.807339947,1.050229288,0.32940352
SCPT_14526_Raw03_result.csv,14526,1.5,3.982,0.0153,245.5,3.982,0.0153,-0.0046,2,3,116.2282793,141.4952966,321.0530001,128.7443117,104.5703106,85.21482621,174.0049004,1.830146111,0.747740765,0.551030471,-0.268309272,0.64546859,0.853437273,1.058121512,0.344213485
SCPT_14526_Raw03_result.csv,14526,1.52,4.111,0.0148,245.5,4.111,0.0148,-0.0047,2,3,116.432782,141.7442563,325.4137243,129.1915875,103.6127176,85.68612429,173.8775121,1.805274887,0.745982819,0.549272525,-0.281800423,0.64200047,0.862636868,1.052606045,0.344945849
SCPT_14526_Raw03_result.csv,14526,1.54,4.111,0.0123,245.5,4.111,0.0123,-0.0051,2,3,114.6665788,139.5940959,325.8327038,126.8991161,97.95415611,84.68746719,170.307343,1.772132305,0.761268345,0.564558051,-0.283087124,0.659904538,0.918797373,1.064329324,0.365692242
SCPT_14526_Raw03_result.csv,14526,1.56,4.104,0.0119,245.5,4.104,0.0119,-0.0047,2,3,114.5018694,139.3935801,326.0392557,126.8082169,97.27954098,84.73809919,170.1293012,1.767529484,0.762705798,0.565995504,-0.283720843,0.660621105,0.925708248,1.063731633,0.366738204
SCPT_14526_Raw03_result.csv,14526,1.58,4.192,0.0118,245.5,4.192,0.0118,-0.0047,2,3,114.8422,139.8078956,329.1077621,127.4614146,97.30012337,85.23919964,170.5181361,1.754026522,0.759737935,0.563027641,-0.293088294,0.655483259,0.92549669,1.057835529,0.364455286
SCPT_14526_Raw03_result.csv,14526,1.6,4.224,0.012,245.5,4.224,0.012,-0.0044,2,3,115.2779977,140.338432,330.4784902,128.2104184,98.07391762,85.75105356,171.4454761,1.752522592,0.755950365,0.559240071,-0.297244627,0.649624139,0.917575491,1.051848575,0.359031655
SCPT_14526_Raw03_result.csv,14526,1.62,4.26,0.0117,245.5,4.26,0.0117,-0.0045,2,3,115.2999896,140.3652048,331.959233,128.4029602,97.61844395,85.9720744,171.4307982,1.743512863,0.75575961,0.559049316,-0.301715222,0.648123502,0.922230497,1.04927442,0.359117271
SCPT_14526_Raw03_result.csv,14526,1.64,4.325,0.0117,245.5,4.325,0.0117,-0.0045,2,3,115.6463295,140.786836,334.2912905,129.0575882,97.88880947,86.45414883,171.9830744,1.734921853,0.752760297,0.556050002,-0.308715793,0.643038223,0.91946471,1.043682745,0.35590088
SCPT_14526_Raw03_result.csv,14526,1.66,4.41,0.0109,245.5,4.41,0.0109,-0.005,2,3,115.3423759,140.4168054,337.1878916,128.8642651,96.19115293,86.47955132,170.9548365,1.712590554,0.75539206,0.558681766,-0.31734337,0.644537305,0.936959559,1.043388962,0.36189754
