file,median_dz,total_N,initial_best_shift_m,initial_best_corr,final_fs_applied_shift_m,post_corr_residual_shift_m,post_corr_final_corr,figure_path_post_ccf,figure_path_comparison,corrected_data_path,correction_type,figure_path_initial_ccf,Note
SDMT_92539_raw.csv,0.01,1850,0.08,0.545,-0.08,0.0,0.547,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92539_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92539_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92539_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92539_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92540_raw.csv,0.01,1654,0.09,0.82,-0.09,0.0,0.822,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92540_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92540_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92540_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92540_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92541_raw.csv,0.01,2354,0.1,0.817,-0.1,0.0,0.819,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92541_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92541_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92541_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92541_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92542_raw.csv,0.01,2850,0.04,0.702,-0.04,0.0,0.702,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92542_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92542_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92542_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92542_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92543_raw.csv,0.01,1950,0.06,0.585,-0.06,0.0,0.586,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92543_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92543_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92543_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92543_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92544_raw.csv,0.01,1217,0.06,0.466,-0.06,0.0,0.466,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92544_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92544_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92544_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92544_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92545_raw.csv,0.01,2130,0.03,0.637,-0.03,0.0,0.638,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92545_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92545_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92545_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92545_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92546_raw.csv,0.01,2550,0.03,0.693,-0.03,0.0,0.693,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92546_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92546_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92546_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92546_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92547_raw.csv,0.01,2993,0.06,0.577,-0.06,0.0,0.577,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92547_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92547_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92547_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92547_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92548_raw.csv,0.01,1217,0.06,0.466,-0.06,0.0,0.466,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92548_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92548_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92548_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92548_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92549_raw.csv,0.01,2250,0.07,0.711,-0.07,0.0,0.713,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92549_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92549_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92549_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92549_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92554_raw.csv,0.01,1924,0.07,0.379,-0.07,0.0,0.381,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92554_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92554_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92554_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92554_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92555_raw.csv,0.01,2850,0.06,0.717,-0.06,0.0,0.718,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92555_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92555_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92555_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92555_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92556_raw.csv,0.01,2750,0.06,0.654,-0.06,0.0,0.655,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92556_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92556_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92556_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92556_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
SDMT_92557_raw.csv,0.01,2807,0.04,0.681,-0.04,0.0,0.682,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92557_raw_post_corr.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\figures_success\SDMT_92557_raw_comparison_plot.png,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Post_processing\CORRECTED_DATA_SUCCESS\SDMT_92557_raw_fs_corrected.csv,Positive_shift_SUCCESS,C:\Users\jki140\OneDrive - University of Canterbury\Backup\CPT_Processing\ex_CPT_predrill_corrected_CORRECTED_DATA_20250926_160846\Initial\figures_positive\SDMT_92557_raw_initial_corr.png,Positive initial shift. Correction applied. Post-corr shift is negligible.
