TYPE,CODE_,CODE_CPT,gwl,a
CPT,12261,12261,,0.58
CPT,12262,12262,,0.58
CPT,12263,12263,,0.58
CPT,12264,12264,,
CPT,12265,12265,,0.58
CPT,12266,12266,,0.58
CPT,12268,12268,,
CPT,12269,12269,,
CPT,12273,12273,,
CPT,12274,12274,,
CPT,12275,12275,,
CPT,12276,12276,,
CPT,12277,12277,,
CPT,12278,12278,,
CPT,12279,12279,,
CPT,12280,12280,,
CPT,12282,12282,,
CPT,12287,12287,,
CPT,12290,12290,,
CPT,12292,12292,,
CPT,12294,12294,,
CPT,12297,12297,,
CPT,12303,12303,,
CPT,12304,12304,,
CPT,12305,12305,,
CPT,12306,12306,,
CPT,12307,12307,,
CPT,12308,12308,,
CPT,12309,12309,,
CPT,12310,12310,,
CPT,12311,12311,,
CPT,12312,12312,,
CPT,12314,12314,,
CPT,12316,12316,,
CPT,12339,12339,,
CPT,12340,12340,,
CPT,12373,12373,,
CPT,12376,12376,,
CPT,12377,12377,,
CPT,12378,12378,,
CPT,12379,12379,,
CPT,12385,12385,,
CPT,12386,12386,,
CPT,12387,12387,,
CPT,12389,12389,,
CPT,12402,12402,,
CPT,12475,12475,,0.58
CPT,12476,12476,,0.58
CPT,12477,12477,,0.58
CPT,12478,12478,,0.58
CPT,12479,12479,,0.58
CPT,12480,12480,,
CPT,12683,12683,,
CPT,12684,12684,,
CPT,12691,12691,,
CPT,12692,12692,,
CPT,12699,12699,,
CPT,12700,12700,,
CPT,12703,12703,,
CPT,12707,12707,,
CPT,12932,12932,,
CPT,12934,12934,,
CPT,13005,13005,,
CPT,13013,13013,,
CPT,13116,13116,,
CPT,13123,13123,,
CPT,13168,13168,,
CPT,13169,13169,,
CPT,13172,13172,,
CPT,13305,13305,,
CPT,13308,13308,,
CPT,13486,13486,,
CPT,13489,13489,,
CPT,13505,13505,,
CPT,13563,13563,,
CPT,13576,13576,,
CPT,13579,13579,,
CPT,13658,13658,,
CPT,13729,13729,,
CPT,13730,13730,,
CPT,13732,13732,,
CPT,13757,13757,,
CPT,13819,13819,,
CPT,13821,13821,,
CPT,13832,13832,,
CPT,13833,13833,,
CPT,13840,13840,,
CPT,13841,13841,,
CPT,13843,13843,,
CPT,13851,13851,,
CPT,13855,13855,,
CPT,13864,13864,,
CPT,13869,13869,,
CPT,13888,13888,,
CPT,13889,13889,,
CPT,13891,13891,,
CPT,13892,13892,,
CPT,13902,13902,,
CPT,14066,14066,,
CPT,14067,14067,,
CPT,14150,14150,,
CPT,14185,14185,,
CPT,14186,14186,,
CPT,14187,14187,,
CPT,14214,14214,,
CPT,14217,14217,,
CPT,14349,14349,,
CPT,14351,14351,,
CPT,14352,14352,,
CPT,14357,14357,,
CPT,14361,14361,,
CPT,14364,14364,,
CPT,14368,14368,,
CPT,14369,14369,,
CPT,14372,14372,,
CPT,14376,14376,,
CPT,14409,14409,,
CPT,14410,14410,,
CPT,14413,14413,,
CPT,14420,14420,,
CPT,14421,14421,,
CPT,14423,14423,,
CPT,14424,14424,,
CPT,14447,14447,,
CPT,14449,14449,,
CPT,14451,14451,,
CPT,14452,14452,,
CPT,14453,14453,,
CPT,14465,14465,,
CPT,14468,14468,,
CPT,14470,14470,,
CPT,14475,14475,,
CPT,14477,14477,,
CPT,14481,14481,,
CPT,14483,14483,,
CPT,14485,14485,,
CPT,14486,14486,,
CPT,14487,14487,,
CPT,14488,14488,,
CPT,14491,14491,,
CPT,14495,14495,,
CPT,14496,14496,,
CPT,14497,14497,,
CPT,14504,14504,,
CPT,14505,14505,,
CPT,14511,14511,,
CPT,14515,14515,,
CPT,14516,14516,,
CPT,14518,14518,,
CPT,14520,14520,,
CPT,14521,14521,,
CPT,14524,14524,,
CPT,14536,14536,,
CPT,14545,14545,,
CPT,14631,14631,,
CPT,14633,14633,,
CPT,14775,14775,,
CPT,14995,14995,,
CPT,14996,14996,,
CPT,14997,14997,,
CPT,15073,15073,,0.58
CPT,15077,15077,,
CPT,15083,15083,,
CPT,15084,15084,,
CPT,15085,15085,,
CPT,15086,15086,,
CPT,15087,15087,,
CPT,15089,15089,,
CPT,15090,15090,,
CPT,15091,15091,,
CPT,15092,15092,,
CPT,15093,15093,,
CPT,15094,15094,,
CPT,15095,15095,,
CPT,15097,15097,,
CPT,15098,15098,,
CPT,15099,15099,,
CPT,15100,15100,,
CPT,15104,15104,,
CPT,15106,15106,,
CPT,15109,15109,,
CPT,15113,15113,,
CPT,15114,15114,,
CPT,15115,15115,,
CPT,15116,15116,,
CPT,15117,15117,,
CPT,15118,15118,,
CPT,15119,15119,,
CPT,15126,15126,,
CPT,15127,15127,,
CPT,15128,15128,,
CPT,15140,15140,,
CPT,15141,15141,,
CPT,15142,15142,,
CPT,15203,15203,,
CPT,15206,15206,,
CPT,15207,15207,,
CPT,15208,15208,,
CPT,15209,15209,,
CPT,15210,15210,,
CPT,15211,15211,,
CPT,15212,15212,,
CPT,15213,15213,,
CPT,15225,15225,,
CPT,15227,15227,,
CPT,15230,15230,,
CPT,15232,15232,,
CPT,15233,15233,,
CPT,15234,15234,,
CPT,15239,15239,,
CPT,15241,15241,,
CPT,15245,15245,,
CPT,15266,15266,,
CPT,15293,15293,,
CPT,15295,15295,,
CPT,15354,15354,,
CPT,15355,15355,,
CPT,15356,15356,,
CPT,15357,15357,,
CPT,15360,15360,,
CPT,15498,15498,,
CPT,15499,15499,,
CPT,15510,15510,,
CPT,15511,15511,,
CPT,15533,15533,,
CPT,15534,15534,,
CPT,15544,15544,,
CPT,15571,15571,,
CPT,15814,15814,,
CPT,15817,15817,,
CPT,15818,15818,,
CPT,15819,15819,,
CPT,15824,15824,,
CPT,15838,15838,,
CPT,15843,15843,,
CPT,15845,15845,,
CPT,15909,15909,,
CPT,15930,15930,,
CPT,16040,16040,,
CPT,16041,16041,,
CPT,16059,16059,,
CPT,16095,16095,,
CPT,16102,16102,,
CPT,16239,16239,,
CPT,16241,16241,,
CPT,16242,16242,,
CPT,16292,16292,,
CPT,16293,16293,,
CPT,16294,16294,,
CPT,16377,16377,,0.58
CPT,16409,16409,,
CPT,16435,16435,,
CPT,16489,16489,,
CPT,16490,16490,,
CPT,16599,16599,,
CPT,16600,16600,,
CPT,16711,16711,,
CPT,16712,16712,,
CPT,16713,16713,,
CPT,16714,16714,,
CPT,16715,16715,,
CPT,16716,16716,,
CPT,16717,16717,,
CPT,16718,16718,,
CPT,16719,16719,,
CPT,16720,16720,,
CPT,16721,16721,,
CPT,16722,16722,,
CPT,16723,16723,,
CPT,16724,16724,,
CPT,16725,16725,,
CPT,16726,16726,,
CPT,16727,16727,,
CPT,16728,16728,,
CPT,16729,16729,,
CPT,16730,16730,,
CPT,16731,16731,,
CPT,16732,16732,,
CPT,16733,16733,,
CPT,16734,16734,,
CPT,16735,16735,,
CPT,16736,16736,,
CPT,16737,16737,,
CPT,16738,16738,,
CPT,16739,16739,,
CPT,16740,16740,,
CPT,16741,16741,,
CPT,16742,16742,,
CPT,16743,16743,,
CPT,16744,16744,,
CPT,16745,16745,,
CPT,16746,16746,,
CPT,16747,16747,,
CPT,16748,16748,,
CPT,16749,16749,,
CPT,16750,16750,,
CPT,16751,16751,,
CPT,16752,16752,,
CPT,16753,16753,,
CPT,16754,16754,,
CPT,16755,16755,,
CPT,16756,16756,,
CPT,16757,16757,,
CPT,16758,16758,,
CPT,16759,16759,,
CPT,16760,16760,,
CPT,16761,16761,,
CPT,16762,16762,,
CPT,16763,16763,,
CPT,16764,16764,,
CPT,16765,16765,,
CPT,16766,16766,,
CPT,16767,16767,,
CPT,16768,16768,,
CPT,16769,16769,,
CPT,16770,16770,,
CPT,16775,16775,,
CPT,16777,16777,,
CPT,16829,16829,,0.58
CPT,16836,16836,,0.58
CPT,16847,16847,,0.58
CPT,16862,16862,,0.58
CPT,16921,16921,,0.58
CPT,16943,16943,,0.58
CPT,16954,16954,,
CPT,16957,16957,,0.58
CPT,16959,16959,,0.58
CPT,16960,16960,,
CPT,16961,16961,,0.58
CPT,16964,16964,,0.58
CPT,16965,16965,,0.58
CPT,16966,16966,,0.58
CPT,16967,16967,,0.58
CPT,16968,16968,,0.58
CPT,16969,16969,,0.58
CPT,16970,16970,,0.58
CPT,16971,16971,,0.58
CPT,16972,16972,,0.58
CPT,16973,16973,,0.58
CPT,16974,16974,,0.58
CPT,16976,16976,,0.58
CPT,16978,16978,,0.58
CPT,16982,16982,,0.58
CPT,16997,16997,,0.58
CPT,16998,16998,,0.58
CPT,17135,17135,,0.58
CPT,17136,17136,,0.58
CPT,17142,17142,,0.58
CPT,17143,17143,,0.58
CPT,17144,17144,,0.58
CPT,17145,17145,,0.58
CPT,17146,17146,,0.58
CPT,17150,17150,,0.58
CPT,17155,17155,,0.58
CPT,17165,17165,,0.58
CPT,17172,17172,,0.58
CPT,17182,17182,,0.58
CPT,17194,17194,,0.58
CPT,17197,17197,,0.58
CPT,17204,17204,,0.58
CPT,17206,17206,,0.58
CPT,17210,17210,,0.58
CPT,17211,17211,,
CPT,17212,17212,,0.58
CPT,17214,17214,,
CPT,17219,17219,,0.58
CPT,17225,17225,,
CPT,17230,17230,,0.58
CPT,17232,17232,,0.58
CPT,17236,17236,,
CPT,17237,17237,,0.58
CPT,17238,17238,,
CPT,17239,17239,,
CPT,17240,17240,,0.58
CPT,17242,17242,,
CPT,17294,17294,,0.58
CPT,17297,17297,,0.58
CPT,17304,17304,,0.58
CPT,17305,17305,,0.58
CPT,17306,17306,,0.58
CPT,17309,17309,,0.58
CPT,17310,17310,,0.58
CPT,17311,17311,,0.58
CPT,17312,17312,,0.58
CPT,17313,17313,,0.58
CPT,17314,17314,,0.58
CPT,17315,17315,,0.58
CPT,17316,17316,,0.58
CPT,17317,17317,,0.58
CPT,17318,17318,,
CPT,17320,17320,,0.58
CPT,17322,17322,,0.58
CPT,17323,17323,,0.58
CPT,17326,17326,,0.58
CPT,17327,17327,,0.58
CPT,17329,17329,,0.58
CPT,17331,17331,,0.58
CPT,17333,17333,,0.58
CPT,17334,17334,,0.58
CPT,17335,17335,,0.58
CPT,17336,17336,,0.58
CPT,17337,17337,,0.58
CPT,17338,17338,,0.58
CPT,17339,17339,,0.58
CPT,17344,17344,,0.58
CPT,17346,17346,,0.58
CPT,17363,17363,,0.58
CPT,17364,17364,,0.58
CPT,17366,17366,,0.58
CPT,17367,17367,,0.58
CPT,17369,17369,,0.58
CPT,17378,17378,,0.58
CPT,17379,17379,,0.58
CPT,17383,17383,,0.58
CPT,17392,17392,,0.58
CPT,17393,17393,,0.58
CPT,17395,17395,,0.58
CPT,17396,17396,,0.58
CPT,17397,17397,,0.58
CPT,17406,17406,,0.58
CPT,17408,17408,,0.58
CPT,17409,17409,,0.58
CPT,17411,17411,,0.58
CPT,17412,17412,,0.58
CPT,17414,17414,,0.58
CPT,17415,17415,,0.58
CPT,17418,17418,,0.58
CPT,17419,17419,,0.58
CPT,17420,17420,,0.58
CPT,17421,17421,,0.58
CPT,17427,17427,,0.58
CPT,17428,17428,,0.58
CPT,17449,17449,,0.58
CPT,17450,17450,,0.58
CPT,17459,17459,,0.58
CPT,17462,17462,,0.58
CPT,17467,17467,,0.58
CPT,17469,17469,,0.58
CPT,17473,17473,,0.58
CPT,17474,17474,,0.58
CPT,17490,17490,,0.58
CPT,17494,17494,,0.58
CPT,17496,17496,,0.58
CPT,17501,17501,,0.58
CPT,17506,17506,,0.58
CPT,17507,17507,,0.58
CPT,17526,17526,,
CPT,17592,17592,,
CPT,17593,17593,,
CPT,17594,17594,,
CPT,17596,17596,,
CPT,17615,17615,,
CPT,17618,17618,,
CPT,17620,17620,,
CPT,17638,17638,,
CPT,17640,17640,,
CPT,17644,17644,,
CPT,17701,17701,,
CPT,17702,17702,,
CPT,17703,17703,,
CPT,17720,17720,,
CPT,17721,17721,,
CPT,17722,17722,,
CPT,17723,17723,,
CPT,17774,17774,,
CPT,17775,17775,,
CPT,17776,17776,,
CPT,17780,17780,,
CPT,17781,17781,,
CPT,17784,17784,,
CPT,17786,17786,,
CPT,17797,17797,,0.58
CPT,17800,17800,,0.58
CPT,17803,17803,,0.58
CPT,17810,17810,,0.58
CPT,17815,17815,,0.58
CPT,17816,17816,,0.58
CPT,17817,17817,,0.58
CPT,17819,17819,,0.58
CPT,17820,17820,,0.58
CPT,17821,17821,,0.58
CPT,17822,17822,,0.58
CPT,17826,17826,,0.58
CPT,17829,17829,,
CPT,17834,17834,,
CPT,17835,17835,,
CPT,17850,17850,,0.58
CPT,17852,17852,,0.58
CPT,17856,17856,,0.58
CPT,17857,17857,,0.58
CPT,17858,17858,,0.58
CPT,17870,17870,,0.58
CPT,17871,17871,,0.58
CPT,17873,17873,,
CPT,17874,17874,,0.58
CPT,17875,17875,,0.58
CPT,17879,17879,,0.58
CPT,17880,17880,,0.58
CPT,17884,17884,,0.58
CPT,17889,17889,,0.58
CPT,18494,18494,,0.58
CPT,18497,18497,,0.58
CPT,18498,18498,,0.58
CPT,18499,18499,,0.58
CPT,18500,18500,,0.58
CPT,18501,18501,,0.58
CPT,18502,18502,,0.58
CPT,18507,18507,,0.58
CPT,18508,18508,,0.58
CPT,18542,18542,,0.58
CPT,18544,18544,,0.58
CPT,18545,18545,,0.58
CPT,18546,18546,,0.58
CPT,18548,18548,,0.58
CPT,18551,18551,,0.58
CPT,18554,18554,,0.58
CPT,18555,18555,,0.58
CPT,18556,18556,,0.58
CPT,18579,18579,,0.58
CPT,18580,18580,,0.58
CPT,18582,18582,,0.58
CPT,18584,18584,,0.58
CPT,18585,18585,,0.58
CPT,18587,18587,,0.58
CPT,18588,18588,,0.58
CPT,18591,18591,,0.58
CPT,18592,18592,,0.58
CPT,18598,18598,,0.58
CPT,18599,18599,,0.58
CPT,18600,18600,,0.58
CPT,18601,18601,,0.58
CPT,18603,18603,,0.58
CPT,18604,18604,,0.58
CPT,18606,18606,,0.58
CPT,18607,18607,,0.58
CPT,18619,18619,,
CPT,18620,18620,,
CPT,18624,18624,,
CPT,18635,18635,,0.58
CPT,18650,18650,,0.58
CPT,18652,18652,,0.58
CPT,18653,18653,,
CPT,18655,18655,,0.58
CPT,18656,18656,,0.58
CPT,18664,18664,,0.58
CPT,18665,18665,,0.58
CPT,18705,18705,,0.58
CPT,18706,18706,,0.58
CPT,18707,18707,,0.58
CPT,18709,18709,,0.58
CPT,18710,18710,,0.58
CPT,18712,18712,,0.58
CPT,18714,18714,,0.58
CPT,18716,18716,,0.58
CPT,18717,18717,,0.58
CPT,18719,18719,,0.58
CPT,18744,18744,,0.58
CPT,18746,18746,,0.58
CPT,18787,18787,,
CPT,18788,18788,,
CPT,18789,18789,,
CPT,18791,18791,,
CPT,18792,18792,,
CPT,18808,18808,,
CPT,18811,18811,,
CPT,18829,18829,,0.58
CPT,18832,18832,,0.58
CPT,18841,18841,,0.58
CPT,18845,18845,,0.58
CPT,18851,18851,,0.58
CPT,18881,18881,,0.58
CPT,18886,18886,,0.58
CPT,18891,18891,,0.58
CPT,18892,18892,,0.58
CPT,18902,18902,,
CPT,18906,18906,,
CPT,18908,18908,,
CPT,18947,18947,,
CPT,18982,18982,,
CPT,19068,19068,,0.58
CPT,19069,19069,,0.58
CPT,19070,19070,,0.58
CPT,19072,19072,,0.58
CPT,19081,19081,,
CPT,19082,19082,,
CPT,19083,19083,,
CPT,19084,19084,,
CPT,19085,19085,,
CPT,19086,19086,,
CPT,19087,19087,,
CPT,19089,19089,,
CPT,19207,19207,,0.58
CPT,19208,19208,,0.58
CPT,19220,19220,,0.58
CPT,19223,19223,,0.58
CPT,19226,19226,,0.58
CPT,19227,19227,,0.58
CPT,19228,19228,,0.58
CPT,19229,19229,,0.58
CPT,19230,19230,,
CPT,19231,19231,,
CPT,19232,19232,,0.58
CPT,19249,19249,,0.58
CPT,19284,19284,,
CPT,19285,19285,,
CPT,19287,19287,,
CPT,19291,19291,,0.58
CPT,19295,19295,,0.58
CPT,19298,19298,,0.58
CPT,19300,19300,,0.58
CPT,19305,19305,,0.58
CPT,19313,19313,,0.58
CPT,19316,19316,,0.58
CPT,19318,19318,,0.58
CPT,19319,19319,,0.58
CPT,19320,19320,,0.58
CPT,19321,19321,,0.58
CPT,19326,19326,,0.58
CPT,19328,19328,,0.58
CPT,19334,19334,,0.58
CPT,19335,19335,,0.58
CPT,19370,19370,,
CPT,19373,19373,,
CPT,19374,19374,,
CPT,19396,19396,,0.58
CPT,19404,19404,,0.58
CPT,19410,19410,,0.58
CPT,19413,19413,,0.58
CPT,19419,19419,,0.58
CPT,19428,19428,,0.58
CPT,19429,19429,,0.58
CPT,19430,19430,,0.58
CPT,19433,19433,,0.58
CPT,19437,19437,,0.58
CPT,19552,19552,,
CPT,19554,19554,,
CPT,19557,19557,,
CPT,19558,19558,,
CPT,19559,19559,,
CPT,19562,19562,,
CPT,19564,19564,,
CPT,19565,19565,,
CPT,19566,19566,,
CPT,19567,19567,,
CPT,19571,19571,,
CPT,19572,19572,,
CPT,19573,19573,,
CPT,19574,19574,,
CPT,19575,19575,,
CPT,19578,19578,,
CPT,19579,19579,,
CPT,19580,19580,,
CPT,19581,19581,,
CPT,19582,19582,,
CPT,19583,19583,,
CPT,19584,19584,,
CPT,19585,19585,,
CPT,19618,19618,,
CPT,19619,19619,,
CPT,19620,19620,,
CPT,19621,19621,,
CPT,19622,19622,,
CPT,19627,19627,,
CPT,19628,19628,,
CPT,19629,19629,,
CPT,19630,19630,,
CPT,19631,19631,,
CPT,19632,19632,,
CPT,19633,19633,,
CPT,19634,19634,,
CPT,19635,19635,,
CPT,19636,19636,,
CPT,19637,19637,,
CPT,19638,19638,,
CPT,19640,19640,,
CPT,19641,19641,,
CPT,19642,19642,,
CPT,19644,19644,,
CPT,19645,19645,,
CPT,19648,19648,,
CPT,19651,19651,,
CPT,19652,19652,,
CPT,19653,19653,,
CPT,19654,19654,,
CPT,19655,19655,,
CPT,19656,19656,,
CPT,19657,19657,,
CPT,19658,19658,,
CPT,19659,19659,,
CPT,19660,19660,,
CPT,19661,19661,,
CPT,19662,19662,,
CPT,19663,19663,,
CPT,19664,19664,,
CPT,19665,19665,,
CPT,19667,19667,,
CPT,19668,19668,,
CPT,19669,19669,,
CPT,19670,19670,,
CPT,19671,19671,,
CPT,19672,19672,,
CPT,19673,19673,,
CPT,19674,19674,,
CPT,19675,19675,,
CPT,19686,19686,,
CPT,19687,19687,,
CPT,19688,19688,,
CPT,19689,19689,,
CPT,19692,19692,,
CPT,19693,19693,,
CPT,19694,19694,,
CPT,19695,19695,,
CPT,19701,19701,,
CPT,19703,19703,,
CPT,19705,19705,,
CPT,19716,19716,,
CPT,19723,19723,,0.58
CPT,19726,19726,,0.58
CPT,19727,19727,,0.58
CPT,19730,19730,,0.58
CPT,19731,19731,,0.58
CPT,19733,19733,,0.58
CPT,19734,19734,,0.58
CPT,19737,19737,,0.58
CPT,19738,19738,,0.58
CPT,19739,19739,,0.58
CPT,19740,19740,,0.58
CPT,19743,19743,,0.58
CPT,19746,19746,,0.58
CPT,19749,19749,,0.58
CPT,19753,19753,,0.58
CPT,19757,19757,,0.58
CPT,19758,19758,,0.58
CPT,19794,19794,,0.58
CPT,19795,19795,,0.58
CPT,19796,19796,,0.58
CPT,19797,19797,,0.58
CPT,19801,19801,,
CPT,19804,19804,,
CPT,19805,19805,,
CPT,19807,19807,,
CPT,19808,19808,,
CPT,19809,19809,,
CPT,19811,19811,,
CPT,19812,19812,,
CPT,19813,19813,,
CPT,19814,19814,,
CPT,19815,19815,,
CPT,19816,19816,,
CPT,19817,19817,,
CPT,19819,19819,,
CPT,19821,19821,,
CPT,19822,19822,,
CPT,19824,19824,,
CPT,19825,19825,,
CPT,19827,19827,,
CPT,19828,19828,,
CPT,19829,19829,,
CPT,19831,19831,,
CPT,19832,19832,,
CPT,19834,19834,,
CPT,19886,19886,,
CPT,19962,19962,,
CPT,19963,19963,,
CPT,20016,20016,,
CPT,20033,20033,,
CPT,20035,20035,,
CPT,20050,20050,,
CPT,20055,20055,,
CPT,20069,20069,,
CPT,20072,20072,,
CPT,20077,20077,,
CPT,20078,20078,,
CPT,20097,20097,,
CPT,20098,20098,,
CPT,20099,20099,,
CPT,20101,20101,,
CPT,20102,20102,,
CPT,20103,20103,,
CPT,20104,20104,,
CPT,20105,20105,,
CPT,20106,20106,,
CPT,20107,20107,,
CPT,20108,20108,,
CPT,20109,20109,,
CPT,20110,20110,,
CPT,20111,20111,,
CPT,20112,20112,,
CPT,20113,20113,,
CPT,20164,20164,,
CPT,20165,20165,,
CPT,20167,20167,,
CPT,20171,20171,,
CPT,20405,20405,,
CPT,20406,20406,,
CPT,20685,20685,,
CPT,20686,20686,,
CPT,20713,20713,,
CPT,20714,20714,,
CPT,20715,20715,,
CPT,20716,20716,,
CPT,20747,20747,,
CPT,20748,20748,,
CPT,20749,20749,,
CPT,20750,20750,,
CPT,20751,20751,,
CPT,20752,20752,,
CPT,20753,20753,,
CPT,21084,21084,,
CPT,21085,21085,,
CPT,21086,21086,,
CPT,21087,21087,,
CPT,21133,21133,,
CPT,21138,21138,,
CPT,21145,21145,,
CPT,21166,21166,,
CPT,21302,21302,,
CPT,21310,21310,,
CPT,21312,21312,,
CPT,21334,21334,,
CPT,21338,21338,,
CPT,21352,21352,,
CPT,21355,21355,,
CPT,21560,21560,,0.58
CPT,21584,21584,,
CPT,21585,21585,,
CPT,21586,21586,,
CPT,21587,21587,,
CPT,21588,21588,,
CPT,21593,21593,,0.58
CPT,21594,21594,,0.58
CPT,21702,21702,,
CPT,21704,21704,,
CPT,21721,21721,,
CPT,21724,21724,,
CPT,21729,21729,,
CPT,21731,21731,,
CPT,21842,21842,,
CPT,21843,21843,,
CPT,21944,21944,,0.58
CPT,21945,21945,,
CPT,21946,21946,,
CPT,21947,21947,,
CPT,21948,21948,,0.58
CPT,21949,21949,,
CPT,21950,21950,,
CPT,21982,21982,,0.58
CPT,21984,21984,,0.58
CPT,21989,21989,,0.58
CPT,21990,21990,,0.58
CPT,21993,21993,,0.58
CPT,21994,21994,,0.58
CPT,22463,22463,,0.58
CPT,22468,22468,,0.58
CPT,22490,22490,,0.58
CPT,22492,22492,,0.58
CPT,22513,22513,,
CPT,22536,22536,,0.58
CPT,22537,22537,,0.58
CPT,22539,22539,,0.58
CPT,22540,22540,,0.58
CPT,22664,22664,,
CPT,22667,22667,,
CPT,22679,22679,,
CPT,22682,22682,,
CPT,22697,22697,,
CPT,22699,22699,,
CPT,22701,22701,,
CPT,22702,22702,,
CPT,22704,22704,,
CPT,22717,22717,,
CPT,22718,22718,,
CPT,22720,22720,,
CPT,22721,22721,,
CPT,22723,22723,,
CPT,22724,22724,,
CPT,22725,22725,,
CPT,22730,22730,,
CPT,22734,22734,,
CPT,22737,22737,,
CPT,22804,22804,,
CPT,22810,22810,,
CPT,22816,22816,,
CPT,22826,22826,,
CPT,22839,22839,,
CPT,22843,22843,,
CPT,22844,22844,,
CPT,22941,22941,,
CPT,22947,22947,,
CPT,22996,22996,,
CPT,22997,22997,,
CPT,23015,23015,,
CPT,23022,23022,,0.8
CPT,23072,23072,,
CPT,23073,23073,,
CPT,23074,23074,,
CPT,23075,23075,,
CPT,23078,23078,,
CPT,23081,23081,,
CPT,23084,23084,,
CPT,23085,23085,,
CPT,23086,23086,,
CPT,23087,23087,,
CPT,23088,23088,,
CPT,23089,23089,,
CPT,23090,23090,,
CPT,23091,23091,,
CPT,23092,23092,,
CPT,23095,23095,,
CPT,23097,23097,,
CPT,23100,23100,,
CPT,23101,23101,,
CPT,23130,23130,,
CPT,23136,23136,,
CPT,23168,23168,,
CPT,23171,23171,,
CPT,23174,23174,,
CPT,23175,23175,,
CPT,23176,23176,,
CPT,23177,23177,,
CPT,23178,23178,,
CPT,23180,23180,,
CPT,23181,23181,,
CPT,23182,23182,,
CPT,23183,23183,,
CPT,23184,23184,,
CPT,23201,23201,,
CPT,23202,23202,,
CPT,23204,23204,,
CPT,23205,23205,,
CPT,23209,23209,,
CPT,23210,23210,,
CPT,23211,23211,,
CPT,23212,23212,,
CPT,23216,23216,,
CPT,23219,23219,,
CPT,23220,23220,,
CPT,23242,23242,,
CPT,23243,23243,,
CPT,23244,23244,,
CPT,23245,23245,,
CPT,23246,23246,,
CPT,23248,23248,,
CPT,23249,23249,,
CPT,23250,23250,,
CPT,23252,23252,,
CPT,23253,23253,,
CPT,23254,23254,,
CPT,23255,23255,,
CPT,23256,23256,,
CPT,23257,23257,,
CPT,23258,23258,,
CPT,23259,23259,,
CPT,23260,23260,,
CPT,23261,23261,,
CPT,23262,23262,,
CPT,23287,23287,,
CPT,23289,23289,,
CPT,23291,23291,,
CPT,23293,23293,,
CPT,23295,23295,,
CPT,23298,23298,,
CPT,23301,23301,,
CPT,23302,23302,,
CPT,23303,23303,,
CPT,23304,23304,,
CPT,23305,23305,,
CPT,23307,23307,,
CPT,23314,23314,,
CPT,23319,23319,,
CPT,23320,23320,,
CPT,23321,23321,,
CPT,23331,23331,,
CPT,23332,23332,,
CPT,23348,23348,,
CPT,23374,23374,,
CPT,23375,23375,,
CPT,23376,23376,,
CPT,23377,23377,,
CPT,23379,23379,,
CPT,23385,23385,,0.58
CPT,23389,23389,,0.58
CPT,23394,23394,,
CPT,23395,23395,,
CPT,23398,23398,,
CPT,23399,23399,,
CPT,23402,23402,,
CPT,23411,23411,,
CPT,23412,23412,,
CPT,23413,23413,,
CPT,23414,23414,,
CPT,23416,23416,,
CPT,23417,23417,,
CPT,23421,23421,,
CPT,23443,23443,,0.58
CPT,23455,23455,,
CPT,23459,23459,,
CPT,23463,23463,,0.58
CPT,23466,23466,,
CPT,23469,23469,,0.58
CPT,23477,23477,,
CPT,23478,23478,,
CPT,23481,23481,,
CPT,23486,23486,,
CPT,23487,23487,,
CPT,23494,23494,,
CPT,23495,23495,,
CPT,23522,23522,,
CPT,23530,23530,,
CPT,23542,23542,,
CPT,23548,23548,,
CPT,23549,23549,,
CPT,23550,23550,,
CPT,23551,23551,,
CPT,23556,23556,,
CPT,23561,23561,,0.58
CPT,23562,23562,,0.58
CPT,23563,23563,,0.58
CPT,23571,23571,,
CPT,23573,23573,,
CPT,23575,23575,,
CPT,23576,23576,,
CPT,23579,23579,,
CPT,23581,23581,,
CPT,23584,23584,,
CPT,23586,23586,,
CPT,23592,23592,,
CPT,23601,23601,,
CPT,23606,23606,,
CPT,23614,23614,,
CPT,23645,23645,,
CPT,23650,23650,,
CPT,23652,23652,,
CPT,23654,23654,,
CPT,23660,23660,,
CPT,23661,23661,,
CPT,23663,23663,,
CPT,23665,23665,,
CPT,23666,23666,,
CPT,23667,23667,,
CPT,23678,23678,,
CPT,23689,23689,,
CPT,23690,23690,,
CPT,23691,23691,,
CPT,23692,23692,,
CPT,23693,23693,,
CPT,23694,23694,,
CPT,23695,23695,,
CPT,23696,23696,,
CPT,23697,23697,,
CPT,23698,23698,,
CPT,23716,23716,,
CPT,23719,23719,,
CPT,23728,23728,,
CPT,23730,23730,,
CPT,23731,23731,,
CPT,23732,23732,,
CPT,23767,23767,,0.58
CPT,23787,23787,,0.58
CPT,23847,23847,,
CPT,23849,23849,,
CPT,23857,23857,,
CPT,23860,23860,,
CPT,23861,23861,,
CPT,23862,23862,,
CPT,23863,23863,,
CPT,23864,23864,,
CPT,23866,23866,,
CPT,23867,23867,,
CPT,23868,23868,,
CPT,23869,23869,,
CPT,23870,23870,,
CPT,23872,23872,,
CPT,23874,23874,,
CPT,23875,23875,,
CPT,23876,23876,,
CPT,23877,23877,,
CPT,23879,23879,,
CPT,23882,23882,,
CPT,23884,23884,,
CPT,23886,23886,,
CPT,23907,23907,,
CPT,23930,23930,,
CPT,23931,23931,,
CPT,23932,23932,,
CPT,23933,23933,,
CPT,23981,23981,,0.58
