Depth,qc,fs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.52,5.385,0.0005,5.385,0.0005,-0.0032,108.13131316917254,131.63812037986224,324.4299244535504,101.67554078094165,84.16480944955909,49.90821126309066,85.50381178773762,1.7134034053559266,172.92
0.54,6.814,0.0007,6.814,0.0007,-0.0033,112.16958257094252,136.5542744341909,356.28199714373903,107.64634852214584,88.22424230650611,53.65081605357155,90.34108405393638,1.602565236397878,172.92
0.56,7.577,0.0008,7.577,0.0008,-0.0036,114.41241437520006,139.28467836980877,372.3626954155544,111.25676458700843,91.17682104088524,55.643978328688114,92.84559515741624,1.556435504423546,172.92
0.58,5.233,0.0351,5.233,0.0351,-0.0023,116.06105348176324,141.29171728214658,324.3925864420498,112.35096271215848,106.94795547316508,72.91408021394753,152.72696388985497,1.8471074899050413,172.92
0.6,4.804,0.0351,4.804,0.0351,-0.0038,115.55624242316136,140.67716468906602,315.01151097562854,112.40691785947148,108.82173430262628,72.70347898750343,153.9450783832435,1.8989651263587777,172.92
0.62,2.858,0.0153,2.858,0.0153,-0.0036,100.07619843422675,121.8318937460152,259.1576896704377,94.55546822816768,81.31222667625923,63.54846456773849,138.80963086922114,2.022057917705192,172.92
0.64,2.858,0.0189,2.858,0.0189,-0.0031,102.49857453128804,124.78087334243762,259.9770108023448,98.1761837609489,88.89245965496461,65.24618840439277,143.82625882409704,2.0668148244719338,172.92
0.66,2.878,0.0392,2.878,0.0392,-0.0012,110.99179707910903,135.1204486180458,261.4791402515631,110.90693787326778,122.89958922177316,69.98465956561927,159.37816844490953,2.239013721472396,172.92
0.68,2.878,0.0402,2.878,0.0402,0.0041,111.71416881105591,135.9998576830246,262.2899666825202,112.39120785273768,125.4952157475804,70.71558473810755,161.11321686319056,2.2455044937854307,172.92
0.7,5.768,0.0363,5.768,0.0363,0.0105,120.38586672638714,146.55670731908,343.0679078824584,120.8978454012858,113.98341921616172,78.12948547562014,160.9863328737753,1.7964509372352897,172.92
