Depth,qc,fs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.01,0.0363,0.003,0.0363,0.003,0.0003,21.09796599931006,25.684480346986163,32.51634122601242,15.55230946964321,19.82255764618592,9.39821640959926,38.27620108983416,4.256597079765206,91.0
0.02,0.2437,0.003,0.2437,0.003,0.0002,36.93390878938813,44.96301939577685,72.03629403163195,23.641108702283415,21.55950774321855,14.990372405419285,46.260341912822966,3.1397820455478174,91.0
0.03,0.5963,0.003,0.5963,0.003,0.0004,47.07103680170699,57.3038708890346,105.5426925607198,29.67453855330324,23.5555670506884,19.0864662416893,51.59832878944857,2.631131419585524,91.0
0.04,0.8763,0.0039,0.8763,0.0039,0.0,53.3299919852145,64.9234685037394,125.7884209942568,34.67159502136688,27.26171994595565,22.335252568481497,57.58308958056711,2.455943161657988,91.0
0.05,1.1252,0.0044,1.1252,0.0044,0.0001,57.78289412871953,70.34439285235422,141.48620108449973,38.5509891615364,29.862616393990944,24.883710298264724,62.00505747547406,2.334537039356525,91.0
0.06,1.3792,0.0055,1.3792,0.0055,0.0,62.057821665236,75.54865246202644,155.71051281839468,42.57746428506935,33.314399769565846,27.459985123784403,66.94411630412242,2.2549672067677853,91.0
0.07,2.437,0.0073,2.437,0.0073,-0.0001,70.33153765144982,85.62100235828674,196.51038607874776,49.56080298625591,37.52706849064621,31.850633278198902,72.52107986359208,1.979518437368608,91.0
0.08,2.437,0.0082,2.437,0.0082,-0.0001,72.11054398227905,87.78674919581799,199.1254231240931,51.97208526965385,40.19359182563191,33.3757155444176,76.15528606917016,1.9978834115580997,91.0
0.09,2.7637,0.0103,2.7637,0.0103,-0.0001,75.73644470879948,92.20088921071242,211.3789242752856,55.95903171887495,44.36093789301017,35.7879992585456,80.89449760320873,1.964778799097572,91.0
0.1,2.7637,0.0116,2.7637,0.0116,-0.0001,77.49399319076502,94.34051344962698,213.5952915551834,58.36455551638065,47.42170730142289,37.21709966801883,84.37355083811907,1.9861714293159067,91.0
0.11,2.7637,0.012,2.7637,0.012,-0.0001,78.64314748115817,95.7394838901056,215.62025276107323,60.12253947844214,49.20636467454602,38.32407860816502,86.81458617172242,1.992500676637868,91.0
