Depth,qc,fs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.14,0.0145,0.0001,0.0145,0.0001,-0.0004,20.47348969512161,24.92424832449588,29.66065726057423,18.06713183530724,14.099129687497626,12.932378570171691,47.63479183173423,4.293716417857128,184.3
0.15,0.0377,0.0006,0.0377,0.0006,-0.0004,28.02986088295928,34.123308900993905,43.072889195691296,25.1673450200814,22.64377941642916,17.552981747895437,61.62194932346516,3.9628988649062418,184.3
0.16,0.0609,0.0008,0.0609,0.0008,-0.0005,32.29599101583748,39.31685862797606,52.0734126726267,28.285492533786165,24.899527240241035,19.611216639877853,65.2544265219786,3.727120750565409,184.3
0.17,0.0919,0.001,0.0919,0.001,-0.0005,36.38549885931,44.29538991568174,61.31584750934224,31.209215349324666,26.870909704785,21.557582499451662,68.42138599007096,3.524307911148476,184.3
0.18,0.1461,0.0017,0.1461,0.0017,-0.0005,41.94704508590501,51.06596793066697,73.62135436940787,35.756187708429266,31.64759801405187,24.469239457055718,74.63120787928735,3.3431758603710326,184.3
0.19,0.2119,0.0024,0.2119,0.0024,-0.0005,46.82983698856462,57.01023633390476,85.31936024641581,39.64419046272948,35.396197903383026,26.966942858579007,79.34603818721952,3.1873125123418067,184.3
0.2,0.3357,0.0022,0.3357,0.0022,-0.0004,52.01743083145537,63.325567968728286,102.24007781030396,42.48833340460511,34.74632586499542,29.017649956496903,79.74938318808867,2.9096305814300774,184.3
0.21,0.444,0.0027,0.444,0.0027,-0.0006,56.13190094752997,68.33448811003649,114.3143511237837,45.710585466941446,37.21222536801123,31.14735172444133,83.09007678274561,2.783682861394432,184.3
0.22,0.5872,0.003,0.5872,0.003,-0.0006,60.12549191974244,73.19625103272993,127.78717118421176,48.67093084220178,38.74822783373088,33.137335373952304,85.40975449536086,2.642461665916993,184.3
0.23,0.7691,0.0039,0.7691,0.0039,-0.0006,64.67402380927709,78.73359420259821,142.29028510243387,52.54363717277728,42.13910206523224,35.64659473195863,89.55123295096288,2.531295846526056,184.3
0.24,0.9935,0.0047,0.9935,0.0047,-0.0006,68.95081795460946,83.94012620561153,157.573562781671,56.17590539465445,44.86871745397229,38.00956014687504,92.91909330389026,2.4163543401782497,184.3
0.25,1.2296,0.0049,1.2296,0.0049,-0.0006,72.14921996042101,87.83383299529515,171.63814955563348,58.8036770902364,45.846451159515865,39.77932551603839,94.54276956950058,2.3026806399256365,184.3
0.26,1.4966,0.0053,1.4966,0.0053,-0.0006,75.30040597595068,91.67005944898344,185.7391566127044,61.61942425829816,47.339734331340026,41.6399824321225,96.6050118188125,2.204494377163308,184.3
0.27,1.7946,0.0057,1.7946,0.0057,-0.0007,78.23005082191663,95.23658360928982,199.82587200882088,64.37794436319626,48.80090870493106,43.45561554018472,98.59113803387612,2.1139740041768107,184.3
