Depth,qc,fs,Qc,Fs,u,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs
0.03,10.7788,0.0015,10.7788,0.0015,0.0,81.13729577638239,98.77583833646553,318.8748406236656,56.94748004226076,44.64016243148592,27.337780105721617,48.17306927200997,1.3645247799639466,196.0
0.04,12.8578,0.003,12.8578,0.003,-0.0002,80.37444162502328,97.8471463261153,350.9526027603743,60.56873539092538,43.05325651009396,32.17448207765241,56.76942947642515,1.2031544044523064,196.0
0.05,12.8307,0.0059,12.8307,0.0059,-0.0004,78.4354372356837,95.48661924344104,358.5023724356258,61.6640662827902,40.5890100962236,36.19930660029184,65.58597522236921,1.137400545742616,196.0
0.06,12.8384,0.0119,12.8384,0.0119,-0.0004,80.82928793583173,98.4008722697082,365.115700655504,65.28040316517973,43.43218677783023,40.36824215812503,75.24126826841604,1.1464390586411344,196.0
0.07,12.8462,0.0134,12.8462,0.0134,-0.0005,83.01361574768704,101.06005395370596,370.81625102201065,68.54342626832111,46.10448732203237,42.55673786029379,79.45077098820708,1.155666683795396,196.0
0.08,13.0168,0.0136,13.0168,0.0136,-0.0006,84.47536695493181,102.83957716252569,377.6490745061354,71.3118094739018,47.98117311260158,44.304636550313695,82.34721418457775,1.1502140361285491,196.0
0.09,16.1043,0.0137,16.1043,0.0137,-0.0006,85.31134710011551,103.85729212187977,414.4422033278776,76.54374900481352,50.65178335784367,47.23290688149452,85.05270957234151,1.0434622603590935,196.0
0.1,17.0157,0.0139,17.0157,0.0139,-0.0006,86.31675644543971,105.08126871618748,427.6878099372756,79.6199238555525,52.55299450672039,49.08292384318126,87.55076961674524,1.0173717532819702,196.0
0.11,17.3997,0.0141,17.3997,0.0141,-0.0006,87.32154149292226,106.30448529573148,435.43876910149993,82.07114641304443,54.1471437215055,50.62303622313652,89.86914262462889,1.007314888335566,196.0
0.12,16.9886,0.0147,16.9886,0.0147,-0.0006,88.57039570690547,107.82482955623276,435.2125216793344,83.75512331052968,55.50867024038041,51.86331126529587,92.3521542279978,1.0216147745952826,196.0
