Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,0.52,0.4999999999999998,4.651799030136829,0.04658535676295897,0.010761940808856453,102.86752071418475,125.23002521726843,282.43989678060456,99.93560662930574,114.22586399177521,56.40364617273102,124.58248944575543,1.936311658341592,1.93629838580638
2,0.53,1.41,0.8899999999999997,2.5609622300424832,0.04528823243657127,0.002825863021459202,115.49310594960478,140.60030289517096,258.9409492470141,128.90611923185799,153.19581450310022,76.71227445987245,177.16932180298633,2.3453701443992,2.345339431920524
3,1.42,1.95,0.5399999999999998,4.485247981578523,0.0461301241175115,0.0004411578463059751,134.76452955952436,164.0611664202903,339.76322832396227,159.3844045831138,169.88019261271546,98.00766950745485,206.80310369806608,2.013286844917924,2.0132864450584735
4,1.96,2.96,1.0099999999999998,5.805353279343605,0.04419023322279798,,146.01215921809262,177.75393296115615,389.06347954884404,176.56544118284387,175.74831641678284,112.51031675777554,226.58412451707676,1.8684935929744557,1.8474022418142932
5,2.97,3.46,0.49999999999999956,2.956935292133456,0.025567290955152942,,132.566656107675,161.38549439195236,308.7510325008832,156.3625076283088,151.31692261328988,105.27647677852751,225.03439200665363,2.170283364197368,2.118508905383102
6,3.47,4.41,0.9499999999999997,4.60823006789894,0.04145489384584153,,154.8739446005524,188.5421934267595,373.2329743255671,179.33815353667458,180.14098084676675,123.56053138724715,253.01601136885446,2.0658770610855246,1.9690682988087806
7,4.42,5.01,0.5999999999999996,11.599206998583089,0.050553590167249834,,182.73107220646114,222.4552183383002,540.9647565642983,207.34214025885095,180.85639033530128,150.88750848351378,273.6786686372444,1.6189932028912464,1.5295809510817402
8,5.02,5.86,0.8500000000000005,9.03697372493079,0.029029377672780174,0.004122104450659475,174.03502407998246,211.86872496693522,498.7461730827313,190.24395467277435,152.2639019795576,144.63524576783618,263.510417964589,1.6771333207392471,1.5712243691814778
9,5.87,6.39,0.5299999999999994,3.4652480208798533,0.03559590196629571,0.007120403891512878,162.5095576165485,197.8377223157986,349.8534876099808,173.59865719763954,173.8749799045564,132.4897146758427,276.9676583402041,2.318994907566629,2.1777149096552986
10,6.4,7.22,0.8299999999999992,7.129965835258842,0.07004483917533079,,194.80180511137152,237.15002361384344,465.60878512258375,210.54315152101333,219.3081536109211,160.09166914359517,312.240797181238,2.040721063706738,1.929653426968452
11,7.23,7.72,0.4999999999999991,9.869436061952449,0.05728270422057898,,200.6085988259422,244.21916378810323,532.1903976212271,213.71663927267053,196.9102083658113,169.3375521112333,312.2221612219941,1.8071497594774422,1.7119255312157402
12,7.73,8.31,0.5899999999999999,7.661830777929897,0.10167157179259122,,210.89776448933918,256.74510459571735,486.3998135371652,226.99133512807722,259.80918718781925,174.6194107976212,341.79923899201265,2.1105227554293875,2.0093038339197613
13,8.32,8.99,0.6799999999999997,5.0799595876744235,0.08036379630453924,,198.23376247923807,241.32805867037663,418.84880712186043,208.00816721518578,241.5138406912631,164.85833240366466,336.9312405681474,2.332067047779885,2.2205431980104664
14,9.0,9.49,0.5,9.540211212662031,0.04269032188122703,,202.05025762945112,245.97422667933188,536.4750301494088,206.82631657609207,177.41451834754153,174.46122873085508,317.03876763868067,1.7958327363127664,1.7077270636784148
15,9.5,9.99,0.5,7.122020619354786,0.06812119350253382,,206.98606167277828,251.98303160164252,482.1793441884715,212.5505391220294,218.73522043466775,176.45063523514855,340.67908183445746,2.0785377356713677,1.9837595218118877
16,10.0,10.49,0.5,14.20617090214622,0.06199999859878334,,221.6939749842917,269.88831737218106,631.0830485171023,231.9485985852238,203.65082889200934,196.08906315993673,342.56865947577785,1.6497378869155086,1.5756199501685146
17,10.5,10.99,0.5,7.002242011580349,0.07545202055158215,,212.03308653805254,258.1272357854551,483.6234270342043,214.80142660267364,226.12990812856336,182.40769053018624,353.83194273198325,2.1220277253644824,2.0316571125263088
18,11.0,11.8,0.8100000000000005,15.427049326591492,0.044443242656729824,,218.16923521629488,265.5973298285332,658.2141098337637,226.27970639060445,179.53164452742314,198.83488318185374,337.24195938520296,1.5415478244277305,1.47269438407026
19,11.81,12.3,0.5,7.672376761566724,0.04409809318836751,,210.6861388856264,256.4874734259803,506.7424564184674,203.36658431689523,182.17128341800952,182.51157373154402,339.9462414295527,1.9931391104348841,1.906764612655469
20,12.31,12.8,0.5,1.1686170727353271,0.009279007870908672,,144.79499029261518,176.27216209535752,247.09972040686839,122.63428846290898,110.6934698297929,123.68821519952449,276.5853041084636,2.9796897462819905,2.857105992028256
21,12.81,13.3,0.5,8.570847851619202,0.07169143799153063,,228.60931035049248,278.30698651364236,532.897342016124,220.58759937669646,218.15878199319792,197.40385427733483,369.79387660144357,2.0550159130516,1.9725440209622616
