Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.01,0.5,0.4999999999999998,11.260341281894421,0.10534363204712198,0.004026615967403633,114.16853823319084,138.9877856751889,390.29964681930534,122.67369561653139,144.42550121280865,65.86332186575179,134.4511970466095,1.5094698593376132,1.5095057606523998
2,0.51,1.0,0.4999999999999998,0.754577803955866,0.019550822726827316,0.0177757228375667,83.69433673896202,101.88875776917119,158.99715873497266,92.74929350477542,109.85052576796583,56.25501242626061,148.43970403446195,2.880038820339975,2.8808172210518017
3,1.01,1.5,0.4999999999999998,0.5083645569309713,0.01700210129092528,0.023805987004442652,81.72808044397154,99.4950544535306,144.25727181437213,96.67848415313877,119.21687685256795,60.70911247062375,165.79539066958526,3.094726255645737,3.096203437081871
4,1.51,2.73,1.2299999999999998,0.8205014292589546,0.025502753872764274,0.046076140024659755,99.55623570189643,121.19889563709134,182.4985530664635,116.78984122411721,147.35193425582145,77.6560910120125,199.8764810691168,2.9072414892060676,2.9091125302935614
5,2.74,4.08,1.3499999999999996,0.8066262774742391,0.017683852307269193,0.14527309218072132,103.43005016471746,125.91484367878628,192.4727879750228,117.46018007454485,133.49394654925806,85.94792324597648,215.3351255570976,2.821504987155589,2.827337428887806
6,4.09,4.75,0.6699999999999999,1.0238046037482122,0.020759658771258356,0.33351250282126366,114.1572413576666,138.974032957159,219.17577217226486,129.7168609651956,146.25062371521184,97.03535209929579,235.53772133871541,2.6963073637799537,2.706205562581175
7,4.76,5.94,1.1900000000000004,0.9624951311604325,0.010103514076520992,0.4197803206160537,110.06993839024648,133.99818586638682,220.20411689834987,119.815115348711,113.02451096574413,95.50607084793371,224.93886253600115,2.565348067789001,2.578136707532904
8,5.95,6.75,0.8099999999999996,1.2363648442336017,0.011977311470632088,0.35102941023790807,119.13166328834946,145.02985095972983,243.57100916391286,128.64919410198104,121.46048219068724,105.36100868403355,240.6886078489307,2.485305331071398,2.482534895913391
9,6.76,7.65,0.9000000000000004,2.865813963180867,0.06884784259254953,0.026699169866354948,162.64615513718988,198.00401494962236,330.67218540983185,186.78585388184345,246.76818658364704,142.41315371526127,313.89111492575233,2.4649282147087983,2.4527018066140647
10,7.66,9.63,1.9800000000000004,1.3817536896202238,0.027361069413444915,0.0028822196983862023,137.11539534615156,166.9230899866192,254.52644759812173,147.6849554290397,170.63307765727163,124.87561010004384,289.85892983120993,2.738444978088028,2.725004820116296
11,9.64,10.42,0.7899999999999991,1.1489609478176093,0.018746686196336026,0.015315967465463038,134.10845499785404,163.26246695390944,241.3700424947802,136.1874601930797,147.19617684812837,122.88106237192726,286.27730902359366,2.8283155423838444,2.8162015580034883
12,10.43,11.02,0.5999999999999996,1.5573294757701714,0.022199249512386537,0.026333466638309613,145.5109760735095,177.14379695905464,272.99947492027087,145.31188510881336,153.74358849313091,132.64821180299347,298.32080232576874,2.6857243267451567,2.6751582715813753
13,11.03,13.89,2.870000000000001,1.5161051969065633,0.03100277307937101,0.3406516791885926,155.6281923929795,189.46040813058383,280.12411495646734,152.79696970339884,174.01775744298786,141.55171793043044,323.37126189695925,2.79809174788769,2.79563640013389
14,13.9,15.42,1.5299999999999994,1.9709593212230268,0.030957779217334155,0.9016108061553215,170.86150797199633,208.00531405286515,320.663260039453,158.8989865084183,167.6329323849969,153.85644972663061,337.69329159791346,2.6490196643644,2.654414671074825
15,15.43,16.35,0.9300000000000015,2.9334576394397414,0.029423659489888863,1.5694808640021203,184.895929479506,225.09069675765957,378.65874175661526,167.63905554083354,159.734784412219,165.92718723336827,343.413684138709,2.3877220707844744,2.3956385698447944
16,16.36,16.96,0.6100000000000012,4.570389893527164,0.12316263722329326,0.6926489650463991,226.69591374054974,275.97763411893095,436.48238899668866,219.7165325312117,293.2882348194417,201.82722668357462,420.0329054619795,2.538491651704186,2.536881930737827
17,16.97,20.0,3.040000000000001,2.953419669687028,0.05183952260346631,0.6645024454179154,201.60187239100375,245.42836638904814,376.66875024204023,180.11903425995519,201.36729421582487,181.51017828035452,383.99656465948317,2.631615758115108,2.633262488176283
