Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,0.52,0.4999999999999998,1.8288015077237625,0.016193081796625826,,82.69936873262789,100.67749237015563,197.66782397705435,72.25036096974182,69.27333031118638,45.16805574889496,107.84426461952529,2.2844562383995344,2.2844586045356507
2,0.53,1.13,0.6099999999999997,0.8483527941337643,0.01573977274791317,0.0005001498646434378,85.23277499231178,103.76163912107533,167.33616780485988,90.81501636157262,99.88379406902799,57.61735284860417,147.77076666981938,2.7667679673896637,2.766777443555462
3,1.14,1.67,0.5399999999999998,2.6426783402579397,0.015087229309713538,0.0008306623862918073,109.84614306749395,133.72573938651468,272.56171167690644,118.65939734329409,104.20301056284475,78.65377713974341,170.05153552082044,2.07470940473688,2.0747191406473076
4,1.68,2.19,0.5199999999999998,2.49947072748941,0.03807688570015077,0.008522074472353083,123.95855191063981,150.90606319556156,275.47066683459724,147.0882710997036,167.84728140798487,92.17963934241031,208.0596157366184,2.322504976038532,2.3225234301695705
5,2.2,2.88,0.6899999999999995,4.504227744183036,0.03353942758257133,0.0007848767987805889,137.5933211302325,167.50491268028296,354.46144520978953,164.66439173513322,160.5620213122379,107.08553624459873,220.19225835159787,1.9440360758937074,1.9346702746995459
6,2.89,3.59,0.7099999999999995,6.6712212776335855,0.029099558302116607,0.001578267870371031,149.66589833138522,182.20196318603408,421.93028409523237,172.05781378444283,148.39667888176072,119.86574230385668,230.6276613372401,1.739557279325991,1.6726915670991114
7,3.6,4.09,0.49999999999999956,4.23980449338167,0.0072020341763541565,0.0008183727424742082,130.96957459285383,159.4412212434743,360.9074807208152,141.03821464352535,99.8637268892974,104.9156907599166,200.25002439074666,1.786653714759182,1.6996721232222958
8,4.1,4.7,0.6100000000000003,8.476011746223158,0.018643702215381832,,154.6947262757418,188.32401459655514,476.35702207178696,169.53750431437916,126.51359489602197,130.23107270811775,235.66928499216067,1.5605193974242213,1.492521919937324
9,4.71,5.85,1.1499999999999995,6.73070816705914,0.013378408009934324,,153.36675886130712,186.7073586137651,443.9979694240534,162.567812924371,120.00420376269831,128.88515384763306,235.90026184602013,1.6670066942081967,1.5992870516048039
10,5.86,6.35,0.4999999999999991,9.769783893451946,0.03527844568167656,,176.8735608730853,215.32433497593019,519.5884289571845,190.74683056084805,158.3193244824228,153.52934944568221,278.4895438186682,1.6252391851737547,1.568376215218015
11,6.36,6.86,0.5099999999999998,6.757732423052783,0.01595533282627699,,161.34688285739787,196.4222921742234,454.8437452896928,166.87619051475357,124.61586233000646,139.3594454829668,255.60053534487687,1.7055978132495877,1.6431994631076698
12,6.87,7.36,0.5,9.809939902529205,0.03417991201227801,,181.4967944874727,220.9526193760536,528.3838950699719,192.0793991037243,157.33025998414033,159.88235843688585,288.31414575227024,1.634411048188556,1.581321778884624
13,7.37,7.86,0.5,4.32006976840248,0.019439739146146662,,161.2472484655931,196.30099813202645,388.6957891999771,164.9032811810755,141.51077873687007,138.15682578289832,270.9161491964472,2.0300599143749185,1.962055297019539
14,7.87,8.36,0.4999999999999991,13.299330835138733,0.11701517125257939,,223.7407394400299,272.38003062264545,601.3833139220485,244.61347437802112,267.64000164208767,191.90068601858232,350.57439774900763,1.7698198821781805,1.7230995805712481
15,8.37,9.16,0.8000000000000007,9.738627005855259,0.09582555601617444,,214.84822260419443,261.55435795293266,537.944291502866,228.5778470739718,247.83506633596684,184.36036313013898,347.4923857740898,1.9174174647803157,1.867169881155414
16,9.17,10.07,0.9100000000000001,13.560166911347808,0.13444110887741217,,236.81186675426412,288.292707353017,616.1909259124291,253.68369196928165,285.0913748700399,204.0843873992491,372.691932821172,1.8249001280464816,1.782367333370285
17,10.08,10.57,0.5,9.835278435820152,0.12030868089882826,,229.2073592070761,279.03504599122317,548.8831059946874,240.83809832163575,278.97616591181884,196.92161655524086,373.11991821459554,2.00411372898465,1.958508785131764
18,10.58,11.32,0.75,1.8767961621212577,0.018519961466061125,0.0231830491002947,154.16760271087156,187.68229895236527,293.51768017759514,146.2458667855705,140.68038780880713,135.00117048373326,293.30977917803915,2.6344114980083297,2.564939651915636
19,11.33,12.19,0.8699999999999992,8.668693129821238,0.1144686698565013,0.02195682080920588,230.14798704196912,280.1801581380495,530.0775569773868,236.0858862349045,274.5574702195966,199.6640296957915,382.752348451026,2.0878524596185613,2.043339018918949
20,12.2,14.09,1.9000000000000004,1.426147744479866,0.013108668664315393,0.5787158134864911,152.7612978025389,185.9702755856996,278.18292512613357,135.35428648814343,124.25652625489744,132.64322062564096,293.0446668743439,2.759731518603096,2.6890829154220897
21,14.1,14.75,0.6600000000000001,2.090523877956431,0.00906080737510062,0.7588811248732361,162.36103964708167,197.65691783122995,322.984765974859,139.8744109285976,113.47077061254211,139.50927530010628,286.8190940165179,2.4853922566347024,2.422344434495721
22,14.76,15.34,0.5899999999999999,10.176173578291376,0.05150224227203044,0.09096284955958667,224.1663805968677,272.89820246575255,577.081500305058,215.9388147917014,191.8325845523436,204.8042564751814,367.67404947778834,1.8313952653065375,1.792796744799674
23,15.35,15.84,0.5,16.950133670207073,0.10813924924739583,,257.19529561901544,313.107316405758,703.825524547752,258.6576440113802,253.82318309298924,236.7468107835476,410.1040596179746,1.6986429479548673,1.6667113883993372
24,15.85,16.47,0.629999999999999,5.408253637834657,0.05903874745465613,,217.30024031838542,264.5394229962949,456.28486840229453,199.34558635836842,205.17045558511327,192.8952232006268,379.2808461251117,2.3061346487601324,2.260065385040078
25,16.48,17.16,0.6899999999999995,10.459493292913928,0.050218122812193254,,230.29689842653804,280.3614415627423,589.6350324959387,216.9252671692381,188.59902315141574,211.62644474369722,377.0007966592282,1.8360663603424203,1.7994159461901922
26,17.17,17.98,0.8199999999999985,4.20099793293666,0.05814054206487978,,214.12729823880665,260.6767108994166,417.7174544516204,190.4833502953724,203.6076340412911,190.1526110840089,385.9254299585613,2.503232174357229,2.4557769891878514
27,17.99,18.75,0.7700000000000014,2.14580559307944,0.03751241326215149,,188.44114499328114,229.40661129616822,324.3356319027829,160.3940380091956,175.09002630790337,168.514342144199,366.8325356976026,2.895914239851098,2.8466580480006187
