Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.03,0.56,0.5399999999999998,2.2806284451463608,0.004734901286094001,0.0010834813095716518,77.34364107643451,94.15747609305056,217.04084074508995,49.42135606384011,36.03132440171121,43.18229883932519,94.20759849519128,1.9051235307712364,1.9051235307712364
2,0.57,1.06,0.4999999999999999,12.502945206382066,0.04721688132460102,0.0002788270081839102,132.00149326400444,160.6974700605269,467.21119900038076,116.08291182675093,101.77941230795956,92.70239221238194,173.4042956162513,1.395716104241816,1.395716104241816
3,1.07,2.15,1.0899999999999996,10.28380179015099,0.061802980668219695,0.0003299633454898563,149.14158853568838,181.56367299996867,463.67193157591515,146.61141029146276,144.50950011282129,111.25764439943006,212.8302103391472,1.5838068831885692,1.5838068831885692
4,2.16,2.86,0.7099999999999995,8.157450428483715,0.046101064618209765,0.0005174518244499365,149.4507735886335,181.94007219485806,444.1969549627245,154.38443360908238,145.82525470735416,119.3641994367736,229.79293212121487,1.6484426990951406,1.6485010028759062
5,2.87,4.18,1.3199999999999994,4.222925788301981,0.021917687289700224,0.003953711293132626,135.13879817132164,164.51679777378277,357.1783026740618,138.65005317526354,121.78553490608607,112.0958242780489,226.08672137737915,1.8751077896709052,1.877368612737467
6,4.19,4.68,0.4999999999999991,7.0216767323706355,0.025778532293845483,0.012133481427857492,148.50202175464426,180.78506996217567,443.97735673810286,158.2727695482648,131.38882571849553,130.50050271596342,245.97606344392113,1.6158163707458333,1.6517756245217599
7,4.69,5.55,0.8699999999999992,10.02353522755974,0.042237526116961584,0.0193389899461653,167.08035031775347,203.4021656042215,515.8997628081645,179.88666129231282,157.78477631672894,148.9118680272088,272.6597010400363,1.545691853507495,1.5772788097408466
8,5.56,6.05,0.5,13.752092881830704,0.052531722176133715,0.027818569015729894,180.3953106175054,219.6116824908764,589.4825477759521,195.14042485536254,169.86864477497744,164.3757007330368,290.2996352269748,1.4410515963043957,1.467374001495896
9,6.06,6.55,0.5,20.213205308442497,0.10500340575947593,0.03562584412842557,207.35570278363718,252.43302947573252,688.5145358584189,231.48949772104922,229.13334154492037,188.3085275723265,325.28903971583856,1.405041610264691,1.4263906956761256
10,6.56,7.05,0.5,11.999428532375541,0.07315775997666826,0.03852390850404982,193.8987363595101,236.05063556809912,568.5012514998972,210.15226995347552,206.461990361342,173.1608140976021,315.19563622132864,1.6190556870143664,1.6441796189320734
11,7.06,8.38,1.330000000000001,8.750007848060157,0.029858598771183062,0.03772332811944308,174.4440297944443,212.36664496714965,510.2216398745186,180.0415515745137,147.21726225599585,159.03978359122692,288.88210628051354,1.6251029668025532,1.6509366917264185
12,8.39,9.83,1.4499999999999993,11.193215936489631,0.03988464698038772,0.046802923231329424,190.23641028812517,231.59215165510855,569.8113674119738,196.24921547394393,163.05552669407862,176.74723649620196,313.37815594216636,1.5705495850205036,1.592395168354061
13,9.84,10.64,0.8100000000000005,7.819131943812659,0.020025938832196225,0.054935867418487445,177.3550194624824,215.9104584760658,502.7736495763106,174.88847892566926,132.55960700897992,163.7935379692821,294.41059683428665,1.671409247463026,1.6946747106202948
14,10.65,11.21,0.5700000000000003,14.517111372747149,0.06119850129236863,0.06407334351623505,212.8531218650982,259.12553966185874,640.8368763068676,221.1108420382028,195.96602552334372,200.05563259176765,347.69017814667114,1.5481638414829,1.5664562231601515
15,11.22,11.84,0.629999999999999,10.300903651420802,0.06727141111946038,0.07007298110533078,213.36348993045283,259.7468573066376,565.2046317749031,216.48473657540217,209.28502856519702,194.78492089977644,355.8788262370226,1.7875031655151816,1.8079090376019065
16,11.85,12.34,0.5,15.254205486140478,0.07137567616337166,0.07698197750735429,223.50469042970218,272.0926666100723,659.6998191974425,230.77582397037278,210.58585826936584,209.90676321754134,364.0573747698075,1.576672235549974,1.5938151544843664
17,12.35,12.84,0.5,10.778058711489706,0.0737328002436697,0.07987144655492465,221.19677782937072,269.28303387923376,580.1481294862084,222.49243998916842,217.3901772260578,202.4727902964654,368.41675634378015,1.8015908120280706,1.820731414792077
18,12.85,13.45,0.6099999999999994,27.626000409337195,0.08076399176456871,0.08818929216459025,232.4630351748918,282.9984776042157,834.4551379528933,255.54517318587875,213.4997663876927,236.43797324369177,379.5265692174929,1.258582881111384,1.271291070356255
19,13.46,13.98,0.5299999999999994,18.3083422750367,0.07025515535931409,0.09042360878926042,230.19681832717347,280.2396049200376,716.2129509371365,238.49901815123272,206.60423774401494,222.88996225658644,375.5910924902528,1.4791753426307526,1.4940964227354612
20,13.99,15.46,1.4800000000000004,1.7291721157723356,0.017986509813913386,0.05444111422043794,160.57862536394103,195.4870221821893,293.445954677875,143.38875060059257,141.43977825142179,144.50848319891867,314.7258934682693,2.7362598973243113,2.765061346582545
21,15.47,16.14,0.6799999999999997,3.2659905054122076,0.00193067992407497,0.050875956375867004,163.22596963032558,198.7098760717006,376.27455729302,139.333295721784,94.26448240566592,134.21636857968943,240.87533786247496,2.097908706845478,2.1231317393082882
22,16.15,17.0,0.8600000000000012,1.6933179375456118,0.010381397594416066,0.09569873200768914,157.99339431046678,192.3397843779593,295.9053541891387,132.87730644603545,115.1957651699943,142.26561359848523,301.90833056730855,2.6551938923650282,2.6819373591986584
