Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.08,1.14,1.0799999999999994,2.0768093435112096,0.049811437963764936,,104.41467200815597,127.11351374905949,224.3420837023435,110.08232294062695,141.54825674151527,63.30959938215152,153.4608298355298,2.5067185408602954,2.5045857157293
2,1.16,2.5,1.3599999999999997,0.7710038875896464,0.03227494487661331,0.005327424010455604,97.33771062492663,118.49808249991084,172.66203328117666,116.23648559126579,161.39973773603785,75.13636636290116,197.98691042895254,3.0314202048414796,3.022213062986421
3,2.52,3.14,0.6399999999999997,3.1540784356616998,0.024197787453945848,,128.0315047875031,155.8644406108734,311.46507067660855,140.80569367960902,135.3834298548047,102.05809376592656,216.37615583063445,2.074704449235377,2.0714204151432227
4,3.16,4.06,0.919999999999999,2.473293393349117,0.03838124013600184,,133.55314937500543,162.58644271739826,290.4777565244246,152.47543064607765,174.69654320965157,109.54441102429257,243.86873738879896,2.3383619155364435,2.3342575546992603
5,4.08,4.96,0.8999999999999995,5.095349649256248,0.02735232301654071,,147.14837170693102,179.1371481649594,392.65331282655086,161.90312189217912,145.18381075751378,125.84904952574395,248.41061662064217,1.8379671480467736,1.8329336797529454
6,4.98,5.56,0.5999999999999988,1.4529767021656572,0.03073846162737743,0.007883649352808924,126.42237749149422,153.90550303312347,246.5411489301458,147.87376737040051,177.68834884788816,110.72835241148194,259.84711324307506,2.627945581420194,2.624350388410218
7,5.58,6.44,0.8799999999999999,4.347608447773124,0.02507088088386996,,151.7422791193352,184.72973110179942,380.2273450777809,161.665634466808,145.5825934713845,132.21358828525064,263.7131797968426,1.9582546855435263,1.9532211881373287
8,6.46,7.14,0.6999999999999993,13.185421125144483,0.06013751811650702,,192.01973235348964,233.76315243033508,588.8755210942617,207.8345825808844,187.96097613211086,172.64921450505622,307.4068973527409,1.539203857801505,1.5365481949648505
9,7.16,7.7,0.5599999999999996,9.854179328245909,0.04946677767837707,,186.82342836964565,227.43721714565586,531.4944022624903,197.8866179071432,178.98340882240868,166.96811244523758,305.8493081557352,1.6741705651831562,1.6713544105633622
10,7.72,9.18,1.4799999999999995,15.822558919332378,0.09972219046099362,0.040494924885484694,218.71421032970784,266.2607777926879,645.32610359815,237.30007520569026,238.7994528176705,196.3020821895565,347.24127576033146,1.5921267509939034,1.5901765935685617
11,9.2,10.08,0.9000000000000004,12.860470671941364,0.09179647985899028,0.025608415944398603,219.58316876136706,267.31864023122955,603.9316507432547,232.14034096624206,235.7600963456229,196.3337366189179,354.7049247116775,1.718474770636386,1.716306168208486
12,10.1,10.64,0.5600000000000005,6.39111071889907,0.10224091359847685,0.03684691277681246,209.15894118053342,254.62827621977968,466.54694884969405,220.4338595852677,267.6160097022762,182.80644690584376,364.54481258845675,2.1793105670978252,2.1780362280569756
13,10.66,11.14,0.5,17.498534742648904,0.10796681885548891,0.026602951118813056,235.58084766155824,286.79407541407124,687.920784036361,250.29722302471066,249.27993036153882,215.2618940518226,374.5803508014799,1.5967810192778136,1.5952607638124545
14,11.16,11.64,0.5,12.231043987939382,0.09807651455664504,0.050728949777134436,229.47096407573636,279.35595626611416,602.8629728167715,237.0131536526271,245.66189601625678,205.3630726313928,373.1629965560012,1.7999458983856391,1.7985444217220306
15,11.66,14.44,2.799999999999999,7.3534676266745205,0.07098619599858556,0.11467841681066097,216.76536703554277,263.8882729128348,504.0113178309067,212.90171328379864,220.14284018124764,192.81795634505932,368.69087026935483,2.0651271421451054,2.0653807153245713
16,14.46,15.86,1.4199999999999982,10.522899035263999,0.08775639748422964,0.07058693509592945,239.0323079160049,290.99585311513624,586.0291242399901,232.93980486591303,237.082893526155,215.5200512896756,394.8448809426153,1.9306827876387431,1.9302534875094393
17,15.88,18.96,3.0999999999999996,14.54414365038772,0.1211052855586104,0.10696100581257048,265.1359282496708,322.77417352133824,672.1022977137894,258.0858499303409,268.2449063680737,240.99007484903245,427.3805059329598,1.8457158179696327,1.8453850731415213
18,18.98,20.0,1.0399999999999991,16.78159584357826,0.11923839626681212,0.11027696432999566,274.8018526051136,334.5413857801384,717.8496418081443,264.8986169971528,264.61714779548055,253.56524128394835,439.4070083974531,1.7767353787372624,1.7764796243968273
