Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,0.06,2.14,2.0999999999999996,1.3645421916265776,0.016605113421612562,0.0024963737373783364,94.07870437708068,114.53059663296783,201.7664255344201,96.58112380412021,98.21841693586067,63.103086038887014,151.80186527896507,2.489969697341946,2.48911221634997
2,2.16,3.68,1.5399999999999996,0.5859065983944628,0.017037539541626186,0.006805861724649699,93.76961749496085,114.15431695038737,164.17505281815457,106.04228442969689,129.4345247500066,78.2320691685173,205.22267507333515,3.046177985359219,3.0431535378154924
3,3.7,4.46,0.7799999999999994,4.3938726790498706,0.024058827980156006,0.018500000000000003,139.51017264336258,169.83847104409364,367.60347897797595,151.83152149151732,135.72869565688126,118.47123630580207,237.80000168929354,1.8727012965816563,1.8713212768746577
4,4.48,5.32,0.8599999999999994,1.6900060303192528,0.01734438207795587,0.0061015588940837575,121.2093110153686,147.5591612361007,259.3297153658476,132.7086749435443,131.6354741164262,105.73120674813046,237.036436225465,2.3736662044991244,2.369595398884579
5,5.34,6.36,1.04,0.4445049294312306,0.011518397637703017,0.04128588698858818,97.4703578873896,118.65956612377877,161.77274279073134,107.99706470999021,126.77661783744686,88.57631589746568,232.74505432433315,3.178097266085115,3.1962170447352958
6,6.38,7.14,0.7799999999999994,3.4813930164842075,0.021443124872692183,0.04896968171457268,146.83918538018966,178.7607474193614,354.2425540355113,153.86076283913624,138.37006199406494,130.6126847465776,265.79800616308825,2.0411243783357675,2.0376191007575972
7,7.16,7.96,0.8199999999999994,1.2257888077965795,0.018996799214638357,0.056686153846384285,126.07853641863402,153.4869139009458,242.37307906755694,137.72887281666877,148.7189771662429,114.77571614403494,267.08815302066773,2.6484874534951452,2.65137138668917
8,7.98,8.52,0.5599999999999987,0.4657189008548927,0.014052083968232102,0.06866783299211585,107.57118163967999,130.9562211265671,173.07645302584547,116.6254033889983,142.86014669287871,99.7794673555871,260.70654980212686,3.2532124982045603,3.283526544199657
9,8.54,9.08,0.5600000000000005,0.8959139035616476,0.015268029698438787,0.12870131764454718,122.52804672740902,149.16457862467178,221.6089786938237,128.93614184639165,138.47538849958985,112.42972600359856,269.2518775911891,2.830853866783478,2.848004211700083
10,9.1,10.36,1.2799999999999994,0.5211208533877891,0.017390297105646428,0.2031457954935152,117.44351860393124,142.97471830043807,188.45212279740062,123.0264895082281,152.7872213471581,108.04648934775449,279.65220338202744,3.239828097629832,3.299476028962908
11,10.38,10.86,0.4999999999999982,1.563162408237267,0.020877633198181603,0.12222267798971696,143.9863209498079,175.2876950693314,278.28790829155906,144.33851977599397,149.25824040881687,131.6859494599809,295.2251277298612,2.598358028490755,2.611997017411492
12,10.88,11.66,0.7999999999999989,6.376448898527187,0.03221246134101969,0.010723555846460746,184.3610975777687,224.43959705119696,469.11366738358277,181.3430162909976,158.64951714277905,169.92319813880198,320.3837166238066,1.8821993820825447,1.8791394864590774
13,11.68,12.18,0.5199999999999996,3.6224551998612053,0.029791168549303495,0.004418144406874903,172.80383229738484,210.3698827968164,380.03201836751674,168.44902480326795,161.47725067017439,158.1102490218031,320.4122441034045,2.2230270289967518,2.219357162028895
14,12.2,12.68,0.5,1.7015281794478527,0.02954368664224716,0.1097517979504278,156.13081424007248,190.07229559660985,289.5709383554598,153.3356371692455,170.1002171665543,143.37029543340097,321.6699901826942,2.704331424128439,2.7116557395682546
15,12.7,13.18,0.5,5.702242309734967,0.034095326125520554,0.06633149352817727,189.11839982646183,230.2310954409101,456.0052523465546,182.38089013214264,164.5733832525082,174.5871601777625,333.9776237462665,1.9921776458176386,1.9897216037155931
16,13.2,14.36,1.1799999999999997,2.870227352638812,0.03129834665435494,0.07329495295168152,174.32569145957495,212.22258090730833,354.64714136641925,165.59304382842788,166.9208481314608,159.79398625319453,333.85861713827234,2.4192384442614707,2.4204690917036205
17,14.38,15.96,1.5999999999999996,0.9810725116800081,0.02586357991931535,0.2873762620704633,151.46801080769757,184.39583924415362,248.46783006987224,139.84711065076834,164.4758148715448,138.39931217749563,331.0444072614048,3.097155092100957,3.1459472156663684
18,15.98,16.46,0.5,2.4256919904173015,0.031160112837071128,0.16350896693018144,178.56528633390835,217.3838268412798,345.088291082803,162.4276180503567,167.30268130445978,163.15193888371317,347.30731722061,2.552073978770284,2.57173449767753
19,16.48,17.28,0.8200000000000003,16.77462319938862,0.08589168509058608,0.010135872180489518,246.03472271687227,299.5205320031487,706.5590346748452,245.27922872379094,227.01525645833564,237.0737329778403,406.02264921986836,1.607876556414039,1.605967153851835
20,17.3,18.12,0.8399999999999999,22.88804925794998,0.0880019646579926,,250.91002859851946,305.45568698950206,799.2609714558062,258.49510151788076,226.438356694536,251.760620972684,413.23192733237426,1.4269144557796258,1.4250320340948919
21,18.14,19.0,0.879999999999999,1.0534488856759041,0.021212834864898455,0.4742978515325456,163.374441395185,198.8906243071818,266.83643633464555,137.2741029584409,149.91013407503485,145.51248976990183,339.7692423494588,3.088806187630185,3.1682198928949807
