Layer,Start Depth,End Depth,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
1,1.5,2.64,1.15,0.8909796769598869,0.025101605833944753,0.013387177365297601,100.33192211320419,122.14320952911817,187.05005571690245,122.40688639067747,151.78162260534094,77.98730676977723,198.44657030374597,2.8528589844613044,2.8527721037095226
2,2.65,3.15,0.5099999999999998,2.725073452451368,0.01240177980015134,,119.52304575568725,145.50631657214103,296.28197661468784,137.26742783548715,114.34148466536249,95.20553929208779,199.42486337711765,2.034966087721397,2.012654500711641
3,3.16,3.86,0.7099999999999995,4.010064849835393,0.014390706200762,,132.98392251045777,161.89347088229647,350.0368879220405,148.8436456039257,119.18561490705622,107.44380704510102,213.96788055338897,1.8850260059507669,1.8097620931620781
4,3.87,4.42,0.5599999999999996,1.664713367495427,0.006493567290145537,0.0047248241498572124,113.42575063955042,138.08352251771348,254.36720559423418,123.57772490025876,97.6233620996167,92.83392793204365,199.97262960709506,2.2648853106675317,2.197493826709939
5,4.43,5.19,0.7700000000000005,2.892122626906234,0.005293893108162297,0.020390225035033172,127.50515866288906,155.2236714156911,318.6428909730748,133.24503981802536,96.58519413757224,102.99438652163914,203.0152701837817,1.9874717755806646,1.8866014430791578
6,5.2,6.46,1.2699999999999996,2.224183037070563,0.00873187976473507,,130.0165615850756,158.28103149487484,293.3237734905375,135.46840711414134,110.29899101180746,109.02814437480406,226.9702587233807,2.2201683424160135,2.119449294235301
7,6.47,7.32,0.8600000000000003,0.575542471269212,0.0019541071229055894,,97.3942612328676,118.56692671827354,177.07152488962308,94.590720697599,73.47176383813739,83.07146414922997,193.05697162915445,2.8549664112672324,2.742855198942999
8,7.33,7.82,0.5,1.1806412752923547,0.003416664880047122,,115.51459536574708,140.62646392351837,236.1563137856902,112.31794654612379,84.67323484413795,99.06911070389616,213.75958630315574,2.47797968802477,2.3661174459468333
9,7.83,9.93,2.1099999999999994,0.5715655046682315,0.0040624594474799585,0.05997874127836169,105.45969388552241,128.38571429541864,180.55240853635632,101.74652106300752,91.22939096047864,93.15159407951994,223.16920976885297,3.033001230004139,2.90564440880957
10,9.94,11.48,1.5500000000000007,8.167491108124374,0.02125514588812774,0.07058098015794514,183.51518747579144,223.40979344878966,513.0702272782745,181.37014950111742,139.44795338425797,167.69266086163566,300.1374866024436,1.69396267216756,1.634994047676061
11,11.49,11.98,0.5,17.421792890542168,0.09292647308064615,,233.9711510007854,284.8344446966084,691.6042835150404,245.8647984131085,235.21071541432534,216.86923005454096,374.2595449602962,1.572498924892231,1.5290521140310906
12,11.99,13.99,2.01,13.327561588548438,0.0850671251510253,,232.39616177052773,282.91706650325074,630.5929297006269,235.87757482046132,228.8655045023247,213.01727934649801,378.7784347622445,1.7290686785239024,1.683445148054451
13,14.0,15.72,1.7300000000000004,16.45220654214283,0.15176666136795475,0.011062522331252935,265.1447384904149,322.7848990318093,692.736353560934,269.90674121958085,298.1276376759953,239.19093698391853,423.22507475355735,1.7902771791300656,1.750840071984039
14,15.73,19.0,3.2799999999999994,20.210264539478526,0.20276353011900994,0.07157390469802956,292.20811249358945,355.73161520958695,761.1214938026909,294.8767500127663,339.27599176764926,263.48140956413545,457.72392361985504,1.783406722509249,1.749839620879912
