File Name,,Depth,qc,fs,Qc,Fs,u,Subset_Region,Subset_Geology,andrus_2007_holocene Vs,andrus_2007_pleistocene Vs,andrus_2007_tertiary_age_cooper_marl Vs,robertson_2009 Vs,hegazy_2006 Vs,mcgann_2015 Vs,mcgann_2018 Vs,Ic,Measure Vs,A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT_140260_Raw01_result.csv,140260,13.69,4.0369,0.2167,4.0369,0.2167,0.1099,7,2,228.7673008,278.4993227,402.5441694,237.1202842,392.6042271,196.7366092,429.7503523,2.823488143,365,0.46719202,0.270481726,-0.097907475,0.431329813,-0.072904695,0.618031528,-0.16330711
SCPT_140260_Raw01_result.csv,140260,13.7,4.0397,0.2169,4.0397,0.2169,0.121,7,2,228.8783303,278.634489,402.7592432,237.1870812,392.7010586,196.8112664,429.8835079,2.823231515,365,0.4667068,0.269996506,-0.098441619,0.431048152,-0.073151304,0.617652122,-0.163616907
SCPT_140260_Raw01_result.csv,140260,13.71,4.0424,0.2171,4.0424,0.2171,0.1389,7,2,229.0011234,278.7839763,403.0192925,237.2636858,392.7899682,196.885194,430.016519,2.822776941,365,0.466170445,0.26946015,-0.09908708,0.430725233,-0.073377683,0.617276566,-0.163926271
SCPT_140260_Raw01_result.csv,140260,13.72,4.0485,0.2189,4.0485,0.2189,0.1531,7,2,229.3217557,279.1743112,403.3810823,237.6784713,394.3811603,197.102903,430.5625686,2.824187293,365,0.46477129,0.268060995,-0.099984375,0.428978554,-0.0774205,0.616171411,-0.165195299
SCPT_140260_Raw01_result.csv,140260,13.73,4.1182,0.2223,4.1182,0.2223,0.155,7,2,230.4137033,280.5036388,406.0440381,238.9075575,397.0746949,197.8809917,431.5601809,2.817786757,365,0.460020951,0.263310656,-0.106564268,0.423820665,-0.084227058,0.612231555,-0.167509616
SCPT_140260_Raw01_result.csv,140260,13.74,4.3078,0.2281,4.3078,0.2281,0.1362,7,2,232.8506389,283.470343,412.9365025,241.5129705,401.2553851,199.6343775,433.2316501,2.796548497,365,0.44950014,0.252789846,-0.123396481,0.412974174,-0.094700742,0.603409772,-0.17137522
SCPT_140260_Raw01_result.csv,140260,13.75,4.4781,0.234,4.4781,0.234,0.1021,7,2,235.0262692,286.1189364,418.8613328,243.9041771,405.6398972,201.2187259,434.8770545,2.779896998,365,0.440200062,0.243489768,-0.137642563,0.403121922,-0.10556846,0.595504849,-0.175166004
SCPT_140260_Raw01_result.csv,140260,13.76,4.6096,0.2412,4.6096,0.2412,0.0979,7,2,236.9912396,288.5110742,423.5006119,246.2416019,411.3672115,202.6089242,436.7675621,2.770525374,365,0.431874177,0.235163883,-0.148657605,0.393584178,-0.119588921,0.588619714,-0.179503805
SCPT_140260_Raw01_result.csv,140260,13.77,4.7257,0.25,4.7257,0.25,0.0894,7,2,238.9399767,290.8834499,427.5029565,248.7099513,418.5511715,203.9828261,438.9684355,2.765812,365,0.423684977,0.226974682,-0.158063851,0.38360999,-0.136901802,0.581861549,-0.184530156
SCPT_140260_Raw01_result.csv,140260,13.78,4.8728,0.2719,4.8728,0.2719,0.0664,7,2,242.3631555,295.0507979,432.4037156,253.6425143,436.9026762,206.3598418,443.9689175,2.773169315,365,0.40946011,0.212749816,-0.169462325,0.363971502,-0.179813108,0.570275904,-0.195857201
SCPT_140260_Raw01_result.csv,140260,13.79,4.985,0.2804,4.985,0.2804,0.0459,7,2,244.1336295,297.2061577,436.0720862,255.8732054,443.5050198,207.6089382,445.9060637,2.768695178,365,0.402181616,0.205471322,-0.177910211,0.355215323,-0.194811767,0.564241149,-0.200210957
SCPT_140260_Raw01_result.csv,140260,13.8,5.0624,0.2833,5.0624,0.2833,0.0283,7,2,245.0732192,298.3500059,438.5626732,256.8823438,445.4750255,208.2898008,446.6357237,2.762438161,365,0.398340334,0.20163004,-0.183605374,0.35127918,-0.199243832,0.560966971,-0.201845973
SCPT_140260_Raw01_result.csv,140260,13.81,5.0779,0.2848,5.0779,0.2848,0.0129,7,2,245.3607948,298.700098,439.0095088,257.2104966,446.6025455,208.5148554,447.0344749,2.762753406,365,0.397167594,0.2004573,-0.184623719,0.350002551,-0.201771686,0.559887066,-0.202738363
SCPT_140260_Raw01_result.csv,140260,13.82,5.0857,0.2861,5.0857,0.2861,-0.0064,7,2,245.5584083,298.9406709,439.1773751,257.4437304,447.6058613,208.6817872,447.3862242,2.763947541,365,0.396362519,0.199652225,-0.185006021,0.34909618,-0.204015718,0.559086811,-0.203524904
SCPT_140260_Raw01_result.csv,140260,13.83,5.0935,0.2924,5.0935,0.2924,-0.0106,7,2,246.2341482,299.7633109,439.4397791,258.5268385,452.8016602,209.1475875,448.7420272,2.770364141,365,0.393614448,0.196904154,-0.185603333,0.344897841,-0.21555684,0.556857191,-0.206550819
SCPT_140260_Raw01_result.csv,140260,13.84,5.1252,0.3065,5.1252,0.3065,-0.0201,7,2,247.7766581,301.641149,440.4551497,261.0147605,464.2840633,210.1966274,451.6011181,2.782061809,365,0.387369585,0.190659291,-0.18791127,0.335320394,-0.240599217,0.55185394,-0.212901955
SCPT_140260_Raw01_result.csv,140260,13.85,5.194,0.3162,5.194,0.3162,-0.0231,7,2,249.2291594,303.4094114,442.7192189,263.0221586,471.7574697,211.1883587,453.5616275,2.783672297,365,0.381524562,0.184814267,-0.193038398,0.327659072,-0.256567665,0.547146923,-0.2172338
SCPT_140260_Raw01_result.csv,140260,13.86,5.2946,0.3225,5.2946,0.3225,-0.0246,7,2,250.6454528,305.1335948,446.0008209,264.7007944,476.2067665,212.1621667,454.8739661,2.777619009,365,0.375857952,0.179147657,-0.200423439,0.321297243,-0.26595479,0.542546434,-0.220123029
SCPT_140260_Raw01_result.csv,140260,13.87,5.4571,0.3228,5.4571,0.3228,-0.0292,7,2,252.0399407,306.8312321,451.1901633,265.8613769,475.4550854,213.1469277,455.1137708,2.758106814,365,0.370309784,0.17359949,-0.211991545,0.31692232,-0.264375066,0.537915624,-0.22065008
SCPT_140260_Raw01_result.csv,140260,13.88,5.55,0.3253,5.55,0.3253,-0.0324,7,2,253.0351573,308.0428002,454.1253147,266.8655969,476.8776354,213.8453748,455.710449,2.749713214,365,0.366368913,0.169658619,-0.21847583,0.313152204,-0.267362575,0.534644148,-0.221960274
SCPT_140260_Raw01_result.csv,140260,13.89,5.5616,0.3326,5.5616,0.3326,-0.0358,7,2,253.7800302,308.949602,454.5002788,268.0445105,482.5723707,214.3469744,457.1174429,2.755962693,365,0.363429484,0.16671919,-0.219301173,0.308744303,-0.279233547,0.532301276,-0.225042991
SCPT_140260_Raw01_result.csv,140260,13.9,5.5887,0.3401,5.5887,0.3401,-0.0363,7,2,254.6583355,310.0188432,455.3755181,269.3456032,488.2861749,214.9374256,458.5444718,2.760347951,365,0.359974568,0.163264273,-0.221225039,0.303902028,-0.291004304,0.529550412,-0.228159927
SCPT_140260_Raw01_result.csv,140260,13.91,5.6196,0.3513,5.6196,0.3513,-0.0367,7,2,255.8519979,311.4719975,456.3669857,271.1992721,496.8180668,215.7305396,460.58257,2.767657709,365,0.355298209,0.158587915,-0.223399926,0.297043482,-0.308326543,0.525867227,-0.232594791
SCPT_140260_Raw01_result.csv,140260,13.92,5.6467,0.3599,5.6467,0.3599,-0.0366,7,2,256.7908596,312.6149596,457.2405966,272.6172646,503.254427,216.3570557,462.1334482,2.7727296,365,0.351635376,0.154925081,-0.225312368,0.291828503,-0.321198508,0.522967275,-0.235956345
SCPT_140260_Raw01_result.csv,140260,13.93,5.7241,0.3653,5.7241,0.3653,-0.0381,7,2,257.8700155,313.9287145,459.6515496,273.9010776,506.8980895,217.0930873,463.1598223,2.768902047,365,0.347441711,0.150731417,-0.230571348,0.287130343,-0.328412623,0.519571118,-0.238174829
SCPT_140260_Raw01_result.csv,140260,13.94,5.728,0.3676,5.728,0.3676,-0.04,7,2,258.1203039,314.2334135,459.7928896,274.235478,508.5489606,217.2708554,463.6243899,2.770835781,365,0.346471583,0.149761289,-0.230878795,0.285910207,-0.331664142,0.518752597,-0.239177366
SCPT_140260_Raw01_result.csv,140260,13.95,5.7357,0.3703,5.7357,0.3703,-0.0419,7,2,258.430495,314.6110374,460.0507985,274.6506879,510.4793686,217.4882789,464.1544858,2.772676468,365,0.345270574,0.14856028,-0.231439561,0.284397289,-0.335452869,0.517752395,-0.240320087
SCPT_140260_Raw01_result.csv,140260,13.96,5.6854,0.3709,5.6854,0.3709,-0.0498,7,2,258.1070131,314.2172333,458.4894938,274.3633032,511.1265701,217.2850639,464.3060965,2.779516946,365,0.346523075,0.149812781,-0.228040023,0.285444201,-0.336719897,0.518687204,-0.240646672
SCPT_140260_Raw01_result.csv,140260,13.97,5.6467,0.3712,5.6467,0.3712,-0.0663,7,2,257.837062,313.8885972,457.2280476,274.0992417,511.491377,217.129246,464.4155608,2.784968357,365,0.347569511,0.150859217,-0.225284923,0.286407117,-0.337433373,0.519404574,-0.240882403
SCPT_140260_Raw01_result.csv,140260,13.98,5.5384,0.371,5.5384,0.371,-0.0677,7,2,256.9782074,312.8430351,453.874327,273.2947587,511.8516323,216.5579806,464.4005463,2.798008842,365,0.350906068,0.154195774,-0.217922993,0.289346439,-0.338137449,0.522039033,-0.240850073
SCPT_140260_Raw01_result.csv,140260,13.99,5.4987,0.3707,5.4987,0.3707,-0.0692,7,2,256.6684027,312.4658815,452.6489054,272.951899,511.7531819,216.3622385,464.4109997,2.802841443,365,0.352112364,0.15540207,-0.215219428,0.290601768,-0.337945089,0.522943321,-0.240872582
SCPT_140260_Raw01_result.csv,140260,14,5.4818,0.3674,5.4818,0.3674,-0.0711,7,2,256.3207365,312.0426357,452.1362686,272.3479347,509.2310468,216.1488381,463.9447555,2.80222938,366,0.356203796,0.159493502,-0.21135028,0.295552913,-0.330268503,0.526666098,-0.23713215
SCPT_140260_Raw01_result.csv,140260,14.01,5.4827,0.364,5.4827,0.364,-0.0716,7,2,256.1140328,311.7909964,452.1936574,271.8554939,506.5226533,216.0300892,463.4686285,2.799301365,366,0.357010548,0.160300253,-0.2114772,0.297362681,-0.324935715,0.527215633,-0.236105365
SCPT_140260_Raw01_result.csv,140260,14.02,5.4836,0.3551,5.4836,0.3551,-0.0715,7,2,255.4803217,311.0195221,452.2546275,270.5719716,499.5565982,215.6345502,462.0635144,2.791233582,366,0.359487946,0.162777651,-0.211612023,0.302095202,-0.311087568,0.529048256,-0.233069025
SCPT_140260_Raw01_result.csv,140260,14.03,5.4861,0.3472,5.4861,0.3472,-0.072,7,2,254.9221754,310.3400396,452.3625054,269.4231426,493.3066218,215.2890531,460.7987166,2.783747925,366,0.361675029,0.164964735,-0.211850528,0.306350169,-0.298497598,0.530651775,-0.230327991
SCPT_140260_Raw01_result.csv,140260,14.04,5.4919,0.3431,5.4919,0.3431,-0.0734,7,2,254.6834436,310.0494095,452.56912,268.8416976,489.9789057,215.1522321,460.1742089,2.779403174,366,0.362611957,0.165901663,-0.212307169,0.308510612,-0.291729007,0.5312875,-0.228971799
SCPT_140260_Raw01_result.csv,140260,14.05,5.5035,0.3373,5.5035,0.3373,-0.0752,7,2,254.3484092,309.6415417,452.956118,268.0412509,485.2697092,214.9558205,459.2452977,2.772659135,366,0.363928316,0.167218022,-0.213161918,0.311492444,-0.282071504,0.532200812,-0.226951152
SCPT_140260_Raw01_result.csv,140260,14.06,5.5151,0.3322,5.5151,0.3322,-0.0764,7,2,254.0638519,309.2951241,453.3462849,267.3367293,481.0909951,214.7917516,458.426261,2.766509277,366,0.365047712,0.168337418,-0.214022926,0.314124311,-0.273423098,0.532964372,-0.225166119
SCPT_140260_Raw01_result.csv,140260,14.07,5.5384,0.325,5.5384,0.325,-0.0773,7,2,253.6886293,308.8383313,454.1054877,266.3825397,475.156711,214.574072,457.2187615,2.756748016,366,0.366525687,0.169815393,-0.215696189,0.317699938,-0.261011334,0.533978331,-0.222528633
SCPT_140260_Raw01_result.csv,140260,14.08,5.5268,0.3207,5.5268,0.3207,-0.0777,7,2,253.2717951,308.3308811,453.7704874,265.6225013,471.6957407,214.314618,456.5027495,2.754038814,366,0.368170132,0.171459838,-0.214958202,0.320557201,-0.253700827,0.53518822,-0.22096139
SCPT_140260_Raw01_result.csv,140260,14.09,5.5384,0.3197,5.5384,0.3197,-0.0781,7,2,253.3212665,308.391107,454.1645767,265.5309497,470.7517747,214.3660768,456.4065026,2.7518724,366,0.367974822,0.171264528,-0.215826303,0.320901928,-0.251697604,0.534948141,-0.220750532
SCPT_140260_Raw01_result.csv,140260,14.1,5.5422,0.3192,5.5422,0.3192,-0.0781,7,2,253.3520121,308.4285365,454.3158154,265.4638685,470.2498451,214.4016837,456.3978752,2.751153558,366,0.367853459,0.171143165,-0.216159251,0.32115459,-0.250630805,0.534782051,-0.220731629
SCPT_140260_Raw01_result.csv,140260,14.11,5.6777,0.3194,5.6777,0.3194,-0.0781,7,2,254.4765643,309.7975565,458.5706353,266.3997007,469.6310972,215.2023265,456.5985253,2.735435462,366,0.363424587,0.166714293,-0.225481004,0.317635518,-0.249314154,0.531054694,-0.221171171
SCPT_140260_Raw01_result.csv,140260,14.12,5.7009,0.3195,5.7009,0.3195,-0.0781,7,2,254.7084761,310.0798839,459.3196083,266.5558911,469.5140735,215.376742,456.7127408,2.733061303,366,0.362513673,0.165803379,-0.227112949,0.317049389,-0.24906494,0.53024455,-0.221421284
SCPT_140260_Raw01_result.csv,140260,14.13,5.6042,0.3211,5.6042,0.3211,-0.077,7,2,254.1393516,309.3870367,456.3583223,266.1382585,471.2073645,214.9782145,457.0334247,2.746387007,366,0.364750588,0.168040294,-0.220644962,0.318617391,-0.252664928,0.532096638,-0.222123194
SCPT_140260_Raw01_result.csv,140260,14.14,5.5057,0.3287,5.5057,0.3287,-0.0762,7,2,254.0460184,309.2734137,453.3059322,266.6129506,477.6940541,214.8889781,458.4473116,2.766203277,366,0.365117908,0.168407614,-0.213933911,0.31683535,-0.26633714,0.53251182,-0.225212037
SCPT_140260_Raw01_result.csv,140260,14.15,5.5147,0.3361,5.5147,0.3361,-0.0758,7,2,254.7779855,310.1645041,453.6237409,267.7761486,483.4079153,215.3793948,459.8638843,2.772692976,366,0.362240812,0.165530518,-0.214634757,0.312481969,-0.278227509,0.530232234,-0.228297209
SCPT_140260_Raw01_result.csv,140260,14.16,5.5237,0.338,5.5237,0.338,-0.0752,7,2,255.0516582,310.4976709,453.9424739,268.1070959,484.7665345,215.5731291,460.2888261,2.773702547,366,0.361167227,0.164456933,-0.215337147,0.311246821,-0.28103407,0.529333135,-0.229220842
SCPT_140260_Raw01_result.csv,140260,14.17,5.5655,0.3433,5.5655,0.3433,-0.0751,7,2,255.8656833,311.488658,455.2874509,269.1677203,488.6039966,216.128565,461.3288905,2.774043425,366,0.357980701,0.161270407,-0.218295646,0.307298653,-0.288919005,0.526759894,-0.231477884
SCPT_140260_Raw01_result.csv,140260,14.18,5.7164,0.3502,5.7164,0.3502,-0.0751,7,2,257.6716885,313.6872729,460.0081286,271.2032278,493.0829075,217.3640467,462.6980269,2.762969828,366,0.350947084,0.15423679,-0.228610827,0.299764876,-0.298043996,0.521059751,-0.234441298
SCPT_140260_Raw01_result.csv,140260,14.19,5.8518,0.3512,5.8518,0.3512,-0.0749,7,2,258.8527432,315.1250787,464.1840824,272.247807,493.0752083,218.1924091,463.0323449,2.748506033,366,0.346373993,0.149663698,-0.23764787,0.295920627,-0.298028381,0.517256049,-0.235163578
SCPT_140260_Raw01_result.csv,140260,14.2,5.9602,0.3516,5.9602,0.3516,-0.0743,7,2,259.7574683,316.2264831,467.4940931,273.0101765,492.755385,218.8333953,463.2463321,2.736857114,366,0.342884952,0.146174658,-0.24475338,0.293124262,-0.297379541,0.514322645,-0.235625614
SCPT_140260_Raw01_result.csv,140260,14.21,5.9253,0.3517,5.9253,0.3517,-0.0739,7,2,259.5460426,315.9690953,466.4788111,272.7789024,492.9179278,218.6963691,463.3258398,2.741117589,366,0.343699218,0.146988924,-0.242579265,0.293971748,-0.297709352,0.514949008,-0.235797231
SCPT_140260_Raw01_result.csv,140260,14.22,5.9265,0.3518,5.9265,0.3518,-0.0737,7,2,259.6079447,316.0444544,466.5486197,272.7856366,492.9019856,218.7506835,463.4261317,2.741323555,366,0.343460745,0.146750451,-0.242728904,0.29394706,-0.297677009,0.514700684,-0.236013668
SCPT_140260_Raw01_result.csv,140260,14.23,5.9278,0.3519,5.9278,0.3519,-0.0734,7,2,259.6707364,316.1208965,466.6219949,272.7931476,492.8854558,218.8055101,463.5264403,2.741516007,366,0.343218903,0.146508609,-0.242886164,0.293919527,-0.297643472,0.51445008,-0.236230095
SCPT_140260_Raw01_result.csv,140260,14.24,5.9369,0.352,5.9369,0.352,-0.0728,7,2,259.7932123,316.2699976,466.9320533,272.8526688,492.8301992,218.9017547,463.6312181,2.740823179,366,0.342747356,0.146037062,-0.243550417,0.293701359,-0.297531358,0.514010313,-0.236456114
SCPT_140260_Raw01_result.csv,140260,14.25,5.9795,0.3589,5.9795,0.3589,-0.0718,7,2,260.720167,317.3984641,468.2503129,274.1203755,497.8171102,219.523437,464.9098908,2.742721106,366,0.339185658,0.142475364,-0.246369676,0.289065997,-0.307599428,0.511174332,-0.23921027
SCPT_140260_Raw01_result.csv,140260,14.26,5.9137,0.359,5.9137,0.359,-0.0718,7,2,260.2710688,316.8517359,466.3030807,273.6815592,498.1300464,219.2217438,464.9711771,2.750460421,366,0.340909673,0.144199379,-0.242202477,0.290668096,-0.308227847,0.512549587,-0.239342086
SCPT_140260_Raw01_result.csv,140260,14.27,5.8363,0.359,5.8363,0.359,-0.0719,7,2,259.7174645,316.1777829,463.9883904,273.1451815,498.4283164,218.848887,465.0083134,2.759526427,366,0.343038968,0.146328674,-0.237226198,0.292629879,-0.308826447,0.514251855,-0.23942195
SCPT_140260_Raw01_result.csv,140260,14.28,5.7473,0.3589,5.7473,0.3589,-0.0719,7,2,259.0557234,315.372185,461.2982816,272.5085749,498.7141726,218.4026274,465.0210089,2.769973701,366,0.345590147,0.148879852,-0.231411532,0.294963252,-0.309399798,0.51629306,-0.239449252
SCPT_140260_Raw01_result.csv,140260,14.29,5.7091,0.3589,5.7091,0.3589,-0.0719,7,2,258.7966526,315.0567944,460.1537177,272.2290479,498.8201963,218.2354615,465.0804237,2.77469489,366,0.346590705,0.149880411,-0.228927269,0.295989534,-0.309612369,0.517058755,-0.239577012
SCPT_140260_Raw01_result.csv,140260,14.3,5.6905,0.358,5.6905,0.358,-0.0718,7,2,258.6216066,314.843695,459.6115012,271.9550752,498.1385063,218.129897,464.9997073,2.776299967,366,0.347267318,0.150557024,-0.227748237,0.296996446,-0.30824483,0.51754259,-0.239403443
SCPT_140260_Raw01_result.csv,140260,14.31,5.7515,0.3537,5.7515,0.3537,-0.0713,7,2,258.8086617,315.0714143,461.5267152,271.7401051,494.4465192,218.2884882,464.3885689,2.765386776,366,0.346544302,0.149834008,-0.231906607,0.29778722,-0.300805661,0.516815805,-0.238088301
SCPT_140260_Raw01_result.csv,140260,14.32,5.8124,0.3531,5.8124,0.3531,-0.0709,7,2,259.2818114,315.6474225,463.4261832,272.0514688,493.592377,218.6314745,464.4043434,2.758011522,366,0.344717788,0.148007494,-0.236013779,0.296642061,-0.299076695,0.515245786,-0.238122269
SCPT_140260_Raw01_result.csv,140260,14.33,5.9369,0.353,5.9369,0.353,-0.0707,7,2,260.2759804,316.8577153,467.2354079,272.855817,492.8155856,219.3371349,464.5421176,2.743976651,366,0.340890802,0.144180508,-0.244199883,0.293689821,-0.297501705,0.512023359,-0.238418894
SCPT_140260_Raw01_result.csv,140260,14.34,6.0608,0.3537,6.0608,0.3537,-0.0709,7,2,261.3093094,318.115681,470.9762552,273.7572373,492.6701817,220.0693244,464.8148239,2.731073486,366,0.336928534,0.14021824,-0.252174346,0.290391615,-0.297206614,0.508690726,-0.239005765
SCPT_140260_Raw01_result.csv,140260,14.35,6.1846,0.3543,6.1846,0.3543,-0.0709,7,2,262.3146049,319.339519,474.6691178,274.6299156,492.462625,220.7848808,465.0688397,2.718371892,366,0.333088768,0.136378474,-0.259984634,0.287208904,-0.296785236,0.505444496,-0.239552104
SCPT_140260_Raw01_result.csv,140260,14.36,6.32,0.3584,6.32,0.3584,-0.071,7,2,263.6735387,320.9938732,478.653318,276.0719199,494.8768223,221.7290318,465.92174,2.707986398,366,0.327921591,0.131211297,-0.26834324,0.281971922,-0.301675554,0.501177274,-0.241384347
SCPT_140260_Raw01_result.csv,140260,14.37,6.44,0.3596,6.44,0.3596,-0.071,7,2,264.665631,322.2016378,482.1454737,276.9817653,495.1634749,222.4351429,466.2712436,2.696796874,366,0.324166074,0.127455779,-0.275612548,0.278681658,-0.302254627,0.497997767,-0.242134199
SCPT_140260_Raw01_result.csv,140260,14.38,6.4942,0.3632,6.4942,0.3632,-0.0709,7,2,265.386213,323.078868,483.7286352,277.8232228,497.5586828,222.9310661,466.9865826,2.694769439,366,0.321447161,0.124736867,-0.278890745,0.275648311,-0.307080172,0.49577073,-0.243667193
SCPT_140260_Raw01_result.csv,140260,14.39,6.5058,0.3652,6.5058,0.3652,-0.0711,7,2,265.6759031,323.4315342,484.0914346,278.1672135,498.9282593,223.1331413,467.4084521,2.695658114,366,0.320356177,0.123645883,-0.27964047,0.274410913,-0.309828983,0.494864694,-0.244570172
SCPT_140260_Raw01_result.csv,140260,14.4,6.3936,0.3673,6.3936,0.3673,-0.0711,7,2,265.1033889,322.7345604,480.9114359,277.7529752,500.9179707,222.7238265,467.7789805,2.709415771,366,0.322513437,0.125803143,-0.273049795,0.275901193,-0.313809023,0.496700776,-0.245362587
SCPT_140260_Raw01_result.csv,140260,14.41,6.0337,0.3683,6.0337,0.3683,-0.0711,7,2,262.58917,319.6737722,470.3944723,275.5559116,503.2480639,220.9658743,467.8259256,2.749277212,366,0.332042614,0.13533232,-0.250938312,0.283842779,-0.318449884,0.504625059,-0.245462939
SCPT_140260_Raw01_result.csv,140260,14.42,5.8944,0.3687,5.8944,0.3687,-0.0711,7,2,261.5967279,318.4655818,466.23856,274.6620925,504.1337141,220.2862241,467.8931932,2.765527089,366,0.335829222,0.139118928,-0.242064101,0.287091746,-0.320208205,0.507705614,-0.245606717
SCPT_140260_Raw01_result.csv,140260,14.43,5.7551,0.3691,5.7551,0.3691,-0.0707,7,2,260.5765012,317.2235667,462.0226168,273.7475481,505.035545,219.5909475,467.9584075,2.782164334,366,0.339736845,0.14302655,-0.23298051,0.290427009,-0.321995479,0.510866847,-0.245746086
SCPT_140260_Raw01_result.csv,140260,14.44,5.7516,0.369,5.7516,0.369,-0.0701,7,2,260.5858158,317.2349062,461.9501968,273.6926932,504.8853932,219.6090637,468.0218394,2.782722205,366,0.339701099,0.142990805,-0.232823753,0.290627414,-0.321698126,0.510784351,-0.245881627
SCPT_140260_Raw01_result.csv,140260,14.45,5.7608,0.3698,5.7608,0.3698,-0.0697,7,2,260.7653954,317.4535248,462.2669929,273.8510518,505.3476477,219.7413866,468.2411646,2.782615569,366,0.339012198,0.142301904,-0.233509298,0.290048981,-0.32261327,0.510181994,-0.246350139
SCPT_140260_Raw01_result.csv,140260,14.46,5.7701,0.3706,5.7701,0.3706,-0.0696,7,2,260.9451711,317.6723822,462.584844,274.0094705,505.8089819,219.8741425,468.4603022,2.782504103,366,0.338323021,0.141612726,-0.234196653,0.289470664,-0.323525759,0.50957803,-0.246818031
SCPT_140260_Raw01_result.csv,140260,14.47,5.8247,0.3756,5.8247,0.3756,-0.0694,7,2,261.8056388,318.7199081,464.2888403,275.0617016,509.1824505,220.4599431,469.3919573,2.780903169,366,0.335030942,0.138320647,-0.237873526,0.285637891,-0.330173068,0.506917319,-0.248804816
SCPT_140260_Raw01_result.csv,140260,14.48,6.0066,0.3888,6.0066,0.3888,-0.0692,7,2,264.2696006,321.7195138,469.8206117,278.086486,517.9681854,222.1167432,471.6941253,2.772090553,366,0.325663537,0.128953243,-0.249717611,0.274701167,-0.347280489,0.49943022,-0.253697402
SCPT_140260_Raw01_result.csv,140260,14.49,6.1459,0.3921,6.1459,0.3921,-0.069,7,2,265.6262587,323.3710976,473.9958227,279.4460324,519.6260218,223.0504391,472.3752982,2.759828424,366,0.320543055,0.123832761,-0.258565175,0.269824146,-0.350476031,0.495235403,-0.255140459
SCPT_140260_Raw01_result.csv,140260,14.5,6.1691,0.3925,6.1691,0.3925,-0.0688,7,2,265.8762151,323.6753923,474.7135286,279.6361421,519.7137131,223.2331873,472.5335591,2.757895819,366,0.31960249,0.122892196,-0.260078191,0.269144068,-0.350644775,0.494416425,-0.255475436
SCPT_140260_Raw01_result.csv,140260,14.51,6.3065,0.3953,6.3065,0.3953,-0.054,7,2,267.1757073,325.2573828,478.847774,280.9137292,521.0110177,224.1175256,473.1300483,2.745508499,366,0.314726812,0.118016517,-0.268749414,0.264585725,-0.353137855,0.490462751,-0.256736961
SCPT_140260_Raw01_result.csv,140260,14.52,6.4439,0.4005,6.4439,0.4005,-0.0544,7,2,268.6134616,327.0076923,482.843699,282.4776322,524.0706345,225.1012868,474.0927763,2.735768776,366,0.309359933,0.112649639,-0.277059663,0.259033964,-0.358993141,0.486082869,-0.2587697
SCPT_140260_Raw01_result.csv,140260,14.53,6.4671,0.4063,6.4671,0.4063,-0.0575,7,2,269.2551722,327.7889053,483.5241948,283.3761192,528.0636094,225.5299009,475.0751275,2.738514762,366,0.306973808,0.110263514,-0.278468021,0.255858275,-0.366583415,0.484180585,-0.260839621
SCPT_140260_Raw01_result.csv,140260,14.54,6.4545,0.4086,6.4545,0.4086,-0.0606,7,2,269.3750682,327.9348657,483.179538,283.5778404,529.6810259,225.6153828,475.4997803,2.742023112,366,0.306528619,0.109818325,-0.277754966,0.255146679,-0.369641654,0.48380163,-0.261733087
SCPT_140260_Raw01_result.csv,140260,14.55,6.4647,0.4103,6.4647,0.4103,-0.0605,7,2,269.6195567,328.2325038,483.5050506,283.8492534,530.7582514,225.7876207,475.8448221,2.742612318,366,0.305621417,0.108911123,-0.278428427,0.254190034,-0.371673314,0.483038507,-0.262458464
SCPT_140260_Raw01_result.csv,140260,14.56,6.4748,0.4145,6.4748,0.4145,-0.0608,7,2,270.0453242,328.7508294,483.8252635,284.4453494,533.6220038,226.0725418,476.5635781,2.745255307,366,0.304043521,0.107333227,-0.279090482,0.252092192,-0.377054397,0.481777404,-0.263967808
SCPT_140260_Raw01_result.csv,140260,14.57,6.5019,0.4212,6.5019,0.4212,-0.0606,7,2,270.7732785,329.6370347,484.6332297,285.4698773,538.1729146,226.5530502,477.6557468,2.748122017,366,0.301351473,0.104641179,-0.280759044,0.248496818,-0.385546578,0.479654199,-0.266256945
SCPT_140260_Raw01_result.csv,140260,14.58,6.4903,0.4298,6.4903,0.4298,-0.0614,7,2,271.3463507,330.3346878,484.3307281,286.4758646,544.2078732,226.9183693,478.9892887,2.756405904,366,0.299237282,0.102526987,-0.280134662,0.244979043,-0.39669796,0.478042987,-0.269044902
SCPT_140260_Raw01_result.csv,140260,14.59,6.4652,0.4323,6.4652,0.4323,-0.061,7,2,271.3839558,330.380468,483.6480756,286.6117715,545.9778748,226.9442437,479.4199822,2.761192109,366,0.299098704,0.10238841,-0.278724192,0.244504746,-0.399945119,0.477928969,-0.269943669
SCPT_140260_Raw01_result.csv,140260,14.6,6.44,0.4337,6.44,0.4337,-0.0615,7,2,271.3405034,330.3275693,482.9558114,286.6049758,546.9727962,226.9207466,479.690821,2.765149506,366,0.299258831,0.102548537,-0.277291828,0.244528457,-0.401765735,0.478032511,-0.27050844
