Depth,qc,fs_corrected,u
0.01,0.19,0.0138,0.0
0.02,0.4,0.0153,0.0019
0.03,0.94,0.0192,0.0013
0.04,1.09,0.0214,0.0032
0.05,1.23,0.0251,0.0059
0.06,1.26,0.0291,0.0038
0.07,1.39,0.0376,0.0035
0.08,1.58,0.0388,0.0044
0.09,1.78,0.04,0.0053
0.1,2.3,0.0488,0.0046
0.11,2.45,0.0546,0.005
0.12,2.38,0.0629,0.0037
0.13,2.77,0.0668,0.0037
0.14,2.92,0.0714,0.0069
0.15,3.0,0.0759,0.0031
0.16,3.02,0.0819,0.0053
0.17,3.01,0.0839,0.0031
0.18,2.94,0.0859,0.0036
0.19,2.82,0.0876,0.0027
0.2,2.67,0.0896,-0.0003
0.21,2.79,0.0902,0.0015
0.22,2.85,0.0942,0.0003
0.23,2.8,0.0966,0.0
0.24,2.71,0.0969,-0.0002
0.25,2.63,0.0954,-0.0011
0.26,2.58,0.0952,-0.0014
0.27,2.55,0.0948,-0.0005
0.28,2.5,0.0946,-0.0025
0.29,2.31,0.0925,-0.0036
0.3,2.2,0.0915,-0.0035
0.31,2.08,0.0912,-0.0037
0.32,1.92,0.0904,-0.0023
0.33,1.82,0.0908,-0.005
0.34,1.73,0.09,-0.0057
0.35,1.58,0.0881,-0.0034
0.36,1.54,0.0847,-0.0058
0.37,1.49,0.0834,-0.0079
0.38,1.45,0.0823,-0.0057
0.39,1.41,0.0808,-0.0023
0.4,1.39,0.0805,-0.003
0.41,1.37,0.0795,-0.0025
0.42,1.36,0.0775,-0.003
0.43,1.36,0.0766,-0.0026
0.44,1.35,0.0761,-0.0028
0.45,1.33,0.0745,-0.0043
0.46,1.31,0.0715,-0.0074
0.47,1.28,0.0702,-0.0067
0.48,1.26,0.0682,-0.0062
0.49,1.19,0.065,-0.0113
0.5,1.15,0.0633,-0.0143
0.51,1.11,0.0618,-0.0158
0.52,1.02,0.0583,-0.0126
0.53,0.99,0.0573,-0.0127
0.54,0.97,0.0557,-0.0119
0.55,0.98,0.0534,-0.0115
0.56,0.98,0.0526,-0.0124
0.57,0.98,0.0522,-0.0155
0.58,0.99,0.0522,-0.0159
0.59,0.98,0.0522,-0.0167
0.6,0.97,0.0532,-0.0179
0.61,0.99,0.0539,-0.0185
0.62,0.98,0.0544,-0.0149
0.63,1.0,0.0557,-0.014
0.64,1.0,0.0569,-0.0139
0.65,1.0,0.0565,-0.0139
0.66,1.01,0.0562,-0.0136
0.67,1.02,0.0563,-0.0145
0.68,1.01,0.0565,-0.0156
0.69,1.02,0.0557,-0.0171
0.7,1.03,0.0548,-0.0176
0.71,1.03,0.0542,-0.0176
0.72,1.03,0.0523,-0.0176
0.73,0.96,0.0501,-0.0249
0.74,0.93,0.0492,-0.0262
0.75,0.9,0.0492,-0.0285
0.76,0.85,0.0465,-0.0303
0.77,0.81,0.0457,-0.0312
0.78,0.79,0.0449,-0.0326
0.79,0.77,0.0429,-0.0352
0.8,0.75,0.0429,-0.0375
0.81,0.68,0.0414,-0.0417
0.82,0.65,0.0377,-0.0423
0.83,0.66,0.0359,-0.043
0.84,0.63,0.0341,-0.0425
0.85,0.57,0.0324,-0.0419
0.86,0.53,0.03,-0.0433
0.87,0.51,0.0275,-0.0441
0.88,0.51,0.0246,-0.0441
0.89,0.47,0.0234,-0.0452
0.9,0.44,0.0219,-0.0458
0.91,0.42,0.0198,-0.0468
0.92,0.37,0.0179,-0.0476
0.93,0.37,0.0161,-0.0476
0.94,0.35,0.0148,-0.0474
0.95,0.31,0.0131,-0.0473
0.96,0.3,0.0128,-0.0463
0.97,0.29,0.0126,-0.0457
0.98,0.28,0.0124,-0.0452
0.99,0.27,0.0121,-0.0449
1.0,0.27,0.0116,-0.0444
1.01,0.25,0.0112,-0.0439
1.02,0.23,0.0108,-0.044
1.03,0.22,0.0105,-0.0436
1.04,0.21,0.0102,-0.0433
1.05,0.2,0.0099,-0.0431
1.06,0.19,0.0094,-0.0429
1.07,0.19,0.009,-0.0428
1.08,0.18,0.0085,-0.0424
1.09,0.17,0.0083,-0.0424
1.1,0.17,0.008,-0.0423
1.11,0.16,0.0077,-0.0422
1.12,0.15,0.0076,-0.042
1.13,0.15,0.0075,-0.0417
1.14,0.15,0.0074,-0.0416
1.15,0.15,0.0074,-0.0414
1.16,0.15,0.0072,-0.0411
1.17,0.14,0.0069,-0.0409
1.18,0.14,0.0069,-0.0406
1.19,0.13,0.0065,-0.0402
1.2,0.13,0.0065,-0.04
1.21,0.13,0.0066,-0.0398
1.22,0.14,0.0066,-0.0398
1.23,0.14,0.0067,-0.0396
1.24,0.13,0.0066,-0.0395
1.25,0.13,0.0064,-0.0395
1.26,0.13,0.0065,-0.0394
1.27,0.12,0.0067,-0.0393
1.28,0.12,0.0069,-0.0391
1.29,0.12,0.0068,-0.0391
1.3,0.13,0.007,-0.0388
1.31,0.13,0.0072,-0.0388
1.32,0.13,0.0075,-0.0388
1.33,0.13,0.0075,-0.0387
1.34,0.13,0.0075,-0.0386
1.35,0.13,0.0075,-0.0384
1.36,0.13,0.0076,-0.0382
1.37,0.14,0.0075,-0.0381
1.38,0.15,0.0073,-0.0381
1.39,0.13,0.0072,-0.0383
1.4,0.13,0.0067,-0.0384
1.41,0.12,0.0062,-0.0384
1.42,0.12,0.0059,-0.0384
1.43,0.11,0.0057,-0.0384
1.44,0.11,0.0052,-0.0383
1.45,0.1,0.005,-0.0381
1.46,0.09,0.0049,-0.0382
1.47,0.09,0.0046,-0.038
1.48,0.09,0.0044,-0.038
1.49,0.08,0.0042,-0.0378
1.5,0.08,0.0041,-0.0378
1.51,0.07,0.0041,-0.0376
1.52,0.07,0.004,-0.0374
1.53,0.07,0.0039,-0.0372
1.54,0.07,0.0039,-0.037
1.55,0.07,0.0038,-0.0368
1.56,0.07,0.0038,-0.0367
1.57,0.07,0.0037,-0.0363
1.58,0.07,0.0037,-0.0363
1.59,0.07,0.0037,-0.036
1.6,0.08,0.0043,-0.0358
1.61,0.08,0.0044,-0.0357
1.62,0.08,0.0046,-0.0353
1.63,0.08,0.0047,-0.0352
1.64,0.08,0.005,-0.0351
1.65,0.08,0.0052,-0.0347
1.66,0.08,0.0055,-0.0345
1.67,0.09,0.0056,-0.0343
1.68,0.1,0.0061,-0.0339
1.69,0.1,0.0062,-0.0339
1.7,0.1,0.0067,-0.0337
1.71,0.1,0.0068,-0.0337
1.72,0.1,0.0067,-0.0337
1.73,0.09,0.0069,-0.0201
1.74,0.1,0.0074,-0.0199
1.75,0.11,0.0077,-0.0194
1.76,0.14,0.0071,-0.0194
1.77,0.16,0.0069,-0.0193
1.78,0.17,0.007,-0.0193
1.79,0.06,0.0066,-0.0183
1.8,0.15,0.0062,-0.0185
1.81,0.14,0.0063,-0.0102
1.82,0.15,0.0056,-0.0033
1.83,0.14,0.006,-0.0037
1.84,0.13,0.006,-0.0047
1.85,0.1,0.0052,-0.0056
1.86,0.09,0.0056,-0.007
1.87,0.13,0.0054,-0.0052
1.88,0.1,0.0052,-0.0079
1.89,0.1,0.005,-0.0063
1.9,0.13,0.0049,-0.0059
1.91,0.16,0.0049,-0.0069
1.92,0.14,0.005,-0.0076
1.93,0.09,0.0047,-0.008
1.94,0.09,0.0047,-0.0078
1.95,0.09,0.0049,-0.0069
1.96,0.14,0.0049,-0.006
1.97,0.12,0.0046,-0.0076
1.98,0.08,0.0043,-0.007
1.99,0.08,0.0043,-0.0063
2.0,0.07,0.0042,-0.0058
2.01,0.07,0.0043,-0.0056
2.02,0.07,0.0041,-0.0053
2.03,0.07,0.0041,-0.0052
2.04,0.06,0.0039,-0.0049
2.05,0.06,0.0039,-0.004
2.06,0.06,0.004,-0.0036
2.07,0.06,0.0039,-0.0036
2.08,0.05,0.004,-0.0029
2.09,0.05,0.0039,-0.0023
2.1,0.06,0.0039,-0.0019
2.11,0.07,0.004,-0.001
2.12,0.07,0.004,-0.001
2.13,0.07,0.0041,-0.0006
2.14,0.06,0.0041,0.0002
2.15,0.07,0.0039,0.0005
2.16,0.07,0.0038,0.0009
2.17,0.07,0.0038,0.0011
2.18,0.06,0.0038,0.0015
2.19,0.06,0.0037,0.0019
2.2,0.06,0.0037,0.0022
2.21,0.06,0.0037,0.0025
2.22,0.06,0.0037,0.0029
2.23,0.06,0.0037,0.0031
