File Name,Layer,Start Depth,End Depth,Depth,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
SCPT_94658.csv,1,0.06,1.44,0.75,136,1.3899999999999997,0.11401108716598218,0.0006046386703298948,0.00019579730911015232,43.125281351710356,52.500342515125645,73.4157291224637,39.838306016820376,32.03483308119768,28.0351697106412,82.32954899677861,3.382086676375054,3.382086676375054
SCPT_94658.csv,2,1.45,1.94,1.6949999999999998,136,0.4999999999999998,1.3404946008197545,0.016215657193899974,0.0006425336127841762,101.77022844107974,123.89419114566233,214.33179773325728,111.78806760588012,113.48846005342703,75.65493949070273,179.21406985406895,2.4944712660248953,2.4944712660248953
SCPT_94658.csv,3,1.95,2.47,2.21,136,0.53,1.7242079521899658,0.006170589844282861,0.0005468264353993872,101.79514974670322,123.92453012642123,242.28143904820251,109.85984914214225,85.30016371480488,77.97123654207927,169.4025244370961,2.1577092543020773,2.1577092543020773
SCPT_94658.csv,4,2.48,2.97,2.725,136,0.5,0.8983367276917255,0.0198262983298171,0.007116699686604119,101.81697761753475,123.95110318656408,193.1173651723309,124.10175251975245,143.83882161058216,82.91751530611113,206.94259026427585,2.777189886474163,2.7769617839873257
SCPT_94658.csv,5,2.98,3.69,3.335,281,0.7199999999999998,9.343454317360676,0.05091403614195341,0.002336934950863878,163.8834532841371,199.51029095460157,481.2700207277738,190.71433137502422,177.87912728996554,132.86904250677946,250.4722062694992,1.6540960918164829,1.5930117440465246
SCPT_94658.csv,6,3.7,4.19,3.9450000000000003,281,0.5,6.440514765615587,0.042188592255781525,0.004224659549884626,159.0259891979556,193.59685641490236,424.5750449108192,181.57561745859778,172.78580542537128,129.96121642143297,254.41775327517877,1.837415851110035,1.7717972632128
SCPT_94658.csv,7,4.2,5.21,4.705,151,1.0199999999999996,0.9097165275440168,0.009907311098702024,0.0612310794231754,106.71796654882927,129.917524494227,207.0520418146634,121.72352652101804,116.90265570576614,91.26388748903662,217.10588308787143,2.66726444196353,2.637351417185119
SCPT_94658.csv,8,5.22,6.4,5.8100000000000005,171,1.1900000000000004,2.6694982397079694,0.012298606660368314,0.008328064702106647,135.36451430877906,164.79158263677456,314.9608394371949,141.91689347044053,117.75667199498419,115.05645974610373,237.43268946670045,2.140765571532921,2.053950746698131
SCPT_94658.csv,9,6.41,6.91,6.66,172,0.5099999999999998,4.171938378685864,0.014271977279519255,0.014241855902801208,149.649084873332,182.18149462840404,378.9329664051402,153.11282654705576,120.36563023280829,129.0817954261837,251.50424914763528,1.9313863315351556,1.8545060354400387
SCPT_94658.csv,10,6.92,7.41,7.165,165,0.5,7.400545838395123,0.031343339799943866,0.010452470314735143,175.1618417192083,213.2405029625147,474.95862762292325,184.0776129832647,158.89240933430264,152.7205453502847,284.9958892129257,1.7736137956510913,1.7109071798142403
SCPT_94658.csv,11,7.42,8.38,7.9,165,0.9700000000000006,8.924142308481299,0.05001989833220239,0.013711114064292386,191.1283012857051,232.67793199998908,515.0831407258835,201.48084990526934,186.44218048326732,167.56860799674465,310.8229471741561,1.7760869892960136,1.7196595884616244
SCPT_94658.csv,12,8.39,8.88,8.635000000000002,226,0.5,14.267530929496246,0.06695757381592778,0.022746207614605416,208.1165708869403,253.35930368844893,621.7127132917527,222.91294559526594,201.55515182293513,188.29964274506472,331.3713244515067,1.571979409304308,1.5275039419274137
SCPT_94658.csv,13,8.89,9.4,9.145,189,0.5199999999999996,4.34945734173515,0.0610292887411568,,184.81342564174741,224.99025730299692,396.71054835619043,193.2163014677314,217.64154914190527,160.0092029274251,329.28263856394716,2.2936649539898317,2.2281590834603744
SCPT_94658.csv,14,9.41,10.38,9.895,189,0.9800000000000004,2.3646856637840648,0.021826284707893284,0.16249680567628033,156.26250679164883,190.23261696374647,319.33930178333947,153.52173193008426,145.60006837849045,137.5475111052229,292.5420607845129,2.4357841160835996,2.3629222903766016
SCPT_94658.csv,15,10.39,11.39,10.89,156,1.0099999999999998,2.9506086227097814,0.018422989027987315,0.16923720637141862,162.78685207282882,198.17529817561794,350.0140721156926,155.08498501501643,135.403704814486,143.80051363835256,293.67201629958,2.2906931415279628,2.2245329396667475
SCPT_94658.csv,16,11.4,12.89,12.145,208,1.5,4.998969193500954,0.024917945488251297,0.0856721681170145,183.45337767671924,223.33454673687527,431.47988628945353,174.1083187644413,147.84947438953523,163.96562666823073,315.18150142982086,2.054596035849245,2.0003766041083555
SCPT_94658.csv,17,12.9,13.66,13.280000000000001,182,0.7699999999999996,3.1904104871166554,0.012515637653207866,0.2155633848132394,167.65564077377087,204.10251920285157,368.10818267509165,151.32798703583123,119.9181020611033,148.83068369715397,293.8399407783718,2.2240047522496056,2.165808710710411
SCPT_94658.csv,18,13.67,14.16,13.915,182,0.5,3.0153619584138847,0.030567746639122335,0.12140024857247453,178.71090598823073,217.56110294219403,360.2247516832572,166.63801087810364,164.32371497159914,161.0650855691425,333.8000947460067,2.4418699032537456,2.3850436026479156
SCPT_94658.csv,19,14.17,15.2,14.684999999999999,163,1.0399999999999991,8.826519384601793,0.038343705394712664,0.0752974503097046,211.60540809308281,257.6065837654925,545.7886784151984,201.92346516857418,171.0255027370601,194.45711431203875,351.2650726806306,1.8324354882776344,1.7904501245131887
SCPT_94658.csv,20,15.21,16.03,15.620000000000001,167,0.8300000000000001,1.7949376427009465,0.028980970283831183,0.2752480489549536,171.00690797352746,208.18232275038133,302.4322850913859,152.96622026358577,163.1081885535927,153.66870286403397,340.0186771765338,2.8291499665820568,2.7692850565709546
SCPT_94658.csv,21,16.04,17.05,16.545,151,1.0200000000000014,1.1334411101547648,0.013957424739075396,0.3293786080988343,153.57497678211365,186.9608412999642,255.83617308411954,128.78644297761818,126.78346103307605,137.5435887969081,312.674371452263,3.035669565010836,2.9747275378411224
SCPT_94658.csv,22,17.06,17.55,17.305,177,0.5000000000000018,5.025649640582149,0.03847182491257304,0.14694730581687088,206.65686404013405,251.58226926625025,448.3401358091664,185.84912387914272,173.21455441948657,187.74304612697694,364.81336058907465,2.222867231263449,2.1761599467413215
SCPT_94658.csv,23,17.56,18.29,17.924999999999997,177,0.7400000000000002,7.459386427455125,0.0350771663943184,0.14795539700767626,216.7570733506777,263.8781762529988,522.4984288537909,196.2449352238842,166.27202462659173,199.1485637188687,364.7441290545811,1.9674418897067574,1.9260161196461576
SCPT_94658.csv,24,18.3,19.0,18.65,146,0.7099999999999991,10.247841752615548,0.06091257472569998,0.15732314430673325,240.07066720128572,292.25994267982617,591.9846452353079,223.11476564025102,206.57069070745382,220.65866880416144,396.75777915422333,1.90835407073518,1.870992951334218
