File Name,Layer,Start Depth,End Depth,Depth,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean),Ic_calculated (Geometric Mean)
SCPT_36413.csv,1,0.03,0.52,0.275,45.0,0.4999999999999998,0.7964595701143838,0.04158651639249057,0.001387167430704805,74.24257446403787,90.38226456491572,143.7747912968117,75.66787365413498,112.1848243791904,43.3356884279033,121.16484375136596,2.9118267903217676,2.9118757631730507
SCPT_36413.csv,2,0.53,1.02,0.775,45.0,0.4999999999999998,2.46330120371411,0.051626532683404176,0.0020197252614292467,112.81837119674783,137.34410406560622,249.92150675172917,123.8737242593341,154.59224684890532,72.84988999884884,171.06313632556484,2.3912232661740584,2.3912177672507307
SCPT_36413.csv,3,1.03,1.72,1.375,45.0,0.6999999999999997,1.6289797720909274,0.03644566241900738,0.004465663271208453,109.95610642932073,133.8596078269993,225.99203460529594,129.35003630837525,158.91190957208528,78.35537147871572,188.76539639430004,2.570189768995223,2.5701954155195477
SCPT_36413.csv,4,1.73,3.0,2.365,129.0,1.2799999999999998,3.0861981418307534,0.02736576773605095,,126.56210514032782,154.07560625779044,304.2106407812611,146.31409136013193,144.72057321130129,97.4992108675507,209.52036738083368,2.113583039706654,2.113621780905373
SCPT_36413.csv,5,3.01,3.7,3.355,134.0,0.7000000000000002,4.524838838501865,0.035306593689069736,0.0030500301219925866,143.03407151712597,174.1284348904138,365.02739330810834,166.41782193906045,163.48501346743436,116.31067084899844,237.92099749763042,1.9490752140029608,1.9431544647078398
SCPT_36413.csv,6,3.71,4.29,4.0,135.0,0.5899999999999999,6.763659203786767,0.046424076516303724,0.006159667848869427,160.03380828196936,194.82376660413667,433.17865554994614,182.50052770598873,177.56474280630673,132.42401937467412,258.58371174515014,1.8079952256010827,1.777891157057633
SCPT_36413.csv,7,4.3,6.31,5.305,168.0,2.0199999999999996,9.9564699551327,0.05928382741313651,0.021325558960205996,181.0019964515608,220.3502565497263,516.1443179778784,201.1239514228347,192.0845871588875,154.3205698590911,287.1453173635974,1.6853350656675268,1.6626523227421228
SCPT_36413.csv,8,6.32,6.81,6.5649999999999995,181.0,0.4999999999999991,6.186635590585164,0.07039403649041441,0.03783050974824389,181.68004988963085,221.1757129091161,439.9541571135526,202.2778208941105,224.2070513086367,155.3441228171269,309.26445788474285,2.017698808808172,1.9936196339031713
SCPT_36413.csv,9,6.82,8.23,7.525,172.0,1.42,13.365026229055884,0.11862139133935316,0.04249578452126492,219.281192475115,266.9510169262268,598.2405176659391,241.97588415748731,266.59325607952917,188.1924550304764,344.44970263431225,1.7446686223624623,1.7272338139901826
SCPT_36413.csv,10,8.24,9.44,8.84,236.0,1.209999999999999,11.065242589681404,0.1029706671774729,0.02936267577533104,218.91988488096615,266.51116420291515,565.5878489756096,233.99947738324283,253.55445948599376,189.33145561876293,351.80690414224074,1.8488377760290213,1.8316801976556676
