File Name,File Key,Layer,Start Depth,End Depth,Depth,Measured Vs,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean),Depth_vs,Subset_Region,Subset_Geology,A07H,A07P,A07T,R09,H06,MC15,MC18
SCPT_156307_Raw01_result_layers_stats.csv,156307,9,10.19,11.18,10.685,186,10.5,0.99,13.49591177,0.115909923,0.006303289,252.1556131,306.9720507,621.6308272,255.5091358,261.7779043,207.4169228,375.403887,1.78621237,10.5,5,4,-0.304299736,-0.50101003,-1.206599717,-0.317511492,-0.341749777,-0.108984214,-0.702255805
SCPT_156307_Raw01_result_layers_stats.csv,156307,10,11.19,12.18,11.685,223,11.5,0.99,8.434657291,0.055589334,0.013961446,226.4742699,275.7078068,524.1392073,214.0998323,195.4786069,186.9690623,347.8067977,1.91398791,11.5,5,4,-0.015459568,-0.212169862,-0.85458554,0.040729359,0.131720826,0.176228611,-0.444475375
SCPT_156307_Raw01_result_layers_stats.csv,156307,11,12.19,13.18,12.685,198,12.5,0.99,13.95537907,0.072353116,0.021303407,245.719682,299.1370042,640.4753066,241.5562501,214.5191371,210.2224272,368.8623356,1.670709005,12.5,5,4,-0.215924351,-0.412634646,-1.173943537,-0.198835335,-0.080131921,-0.059899117,-0.622156469
SCPT_156307_Raw01_result_layers_stats.csv,156307,12,13.19,14.25,13.72,238,13.5,1.06,26.59436936,0.080576173,0.014156485,256.5857359,312.3652437,825.6770958,275.5843396,225.1390355,237.8792305,383.3829516,1.312756627,13.5,5,4,-0.075192188,-0.271902482,-1.243933098,-0.146623041,0.055552527,0.000507564,-0.47676369
SCPT_156307_Raw01_result_layers_stats.csv,156307,13,14.26,15.25,14.755,254,15,0.99,22.68168859,0.09006728,0.021846678,265.3379483,323.020111,782.638131,271.7877152,233.3844177,239.4451981,395.7364525,1.450885866,15,5,4,-0.043670023,-0.240380317,-1.125336165,-0.067687036,0.084647312,0.059009694,-0.443414199
SCPT_156307_Raw01_result_layers_stats.csv,156307,14,15.26,16.79,16.025,240,16,1.53,25.48679196,0.077661701,0.030557348,265.1263792,322.7625486,824.9946869,274.5445125,223.8110886,246.0944089,396.7025394,1.36248732,16,5,4,-0.099567692,-0.296277986,-1.234738023,-0.134474483,0.069836582,-0.025076315,-0.502547805
SCPT_156307_Raw01_result_layers_stats.csv,156307,15,16.8,17.79,17.295,256,17.5,0.99,24.15376897,0.155501739,0.048947054,301.0325402,366.4743967,814.450157,296.5878718,292.6880597,264.2449963,442.4844586,1.599738023,17.5,5,4,-0.162040921,-0.358751215,-1.157335787,-0.147166094,-0.133929955,-0.031699245,-0.547227898
SCPT_156307_Raw01_result_layers_stats.csv,156307,16,17.8,19,18.4,258,18.5,1.2,25.62878607,0.095815941,0.050931088,281.8745892,343.1516739,838.2223117,281.9611923,239.5588896,260.4543345,422.2312358,1.432780753,18.5,5,4,-0.088502668,-0.285212962,-1.178323769,-0.088809861,0.074160313,-0.009467961,-0.492593531
SCPT_156308_Raw01_result_layers_stats.csv,156308,1,0.01,1,0.505,251,1,0.99,7.842718967,0.056942187,0.001057245,121.6301611,148.0715005,363.0888556,122.6619081,128.6313489,71.52842542,146.5714405,1.728533992,1,5,4,0.724467965,0.527757671,-0.369194646,0.716021083,0.668502386,1.25535801,0.537939981
SCPT_156308_Raw01_result_layers_stats.csv,156308,2,1.01,2,1.505,188,1.5,0.99,12.40779358,0.102155822,0.001922857,161.9725962,197.1840301,494.8727262,202.6843041,227.8114124,116.9864114,223.7084146,1.612550848,1.5,5,4,0.149014801,-0.047695493,-0.967858648,-0.075207653,-0.192076185,0.474384177,-0.173901521
