Start Depth,End Depth,Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,1.0,0.5,95.0,4.141435995710853,0.07549352024931293,119.81500182358764,145.86174135045445,286.1358073009838,121.55790979417635,159.80331311747048,67.87316986055059,153.56000932030875,2.224351074243987
1.0,1.5,1.25,123.0,5.387098327632232,0.04510564977716392,132.28411761618764,161.0415344892718,353.5535976447453,152.27893422866435,156.51674599691862,92.2720431014741,191.14037984987738,1.899377501689451
1.5,2.0,1.75,159.0,3.6275010068875493,0.022950429223531677,121.59639844242905,148.0303981038266,314.41256099599696,141.3595403194898,129.05951955316152,90.60468618947877,190.28293549334313,1.9622539102247774
2.0,2.5,2.25,156.0,4.023457086040616,0.018007159618813256,124.86585469237727,152.01060571245935,335.40681617857535,146.71781488031093,124.07114720172841,96.7096619987217,196.73043606900583,1.866175607097223
2.5,3.0,2.75,152.0,2.270288764753394,0.0059804597836491825,111.14861832967983,135.31136144482778,275.0993949023301,126.32156871344259,96.5334818032828,85.96268814753437,178.6361085261827,2.0467205919787252
3.0,3.5,3.25,183.0,3.2663551887965583,0.02302276072192976,133.70481701848348,162.77108158771912,321.1660482842082,155.38147044467993,143.84433163668146,106.14513791015285,222.67566706270486,2.094495547598466
3.5,4.0,3.75,223.0,2.9351667884325554,0.031159971911955422,138.78158193368725,168.95149104970622,312.63073957051944,163.3511931979447,167.01104402957588,111.54634660912669,239.98797568740108,2.241870020777435
4.0,4.5,4.25,196.0,7.178221776950884,0.038623539565392086,165.3570047737856,201.30417972460847,445.7402955849084,186.35216573692276,167.0308438954576,133.74363953276023,256.43337616838767,1.8117054357403524
4.5,5.0,4.75,231.0,8.772616027656511,0.08144081041670069,189.38948410159512,230.561111080203,486.5868292449401,217.32659886666949,230.86293740899282,151.06577939909582,291.0618518749005,1.8983908856164322
5.0,5.5,5.25,190.0,6.956967991940361,0.08555309007738954,187.84479516058016,228.68062019548876,449.8345454004799,215.60764500673005,242.68140730659727,150.85002451630965,299.9427007779678,2.0517492554244274
5.5,6.0,5.75,246.0,13.987312524744738,0.08087257089870939,205.96522245046646,250.74027080926382,592.6218035398525,232.81610997906103,221.65289138997088,170.29252342202977,306.27958224527794,1.6568943534232279
6.0,6.5,6.25,215.0,10.299959204852472,0.08911048450273004,206.68325055343502,251.6143919780949,531.6244939835414,229.66916510243868,238.3656674362688,168.12643171642102,316.07186650691796,1.8774854712164446
6.5,7.0,6.75,186.0,8.960198707846166,0.10951269609320857,214.03693082405434,260.56669839450126,507.9060596759607,234.622756977043,265.19268659128056,171.26020270957162,330.70789549933926,2.050714377283138
7.0,7.5,7.25,208.0,7.1102416609882715,0.07021089020793456,201.30107856897706,245.06218260571123,468.1591900036099,212.6308824537463,218.84647341453132,162.85738483262344,317.29570290518376,2.099327036544259
7.5,8.0,7.75,190.0,5.903128773823296,0.05066977821316419,193.02135650529317,234.98252096296588,438.8649133901953,197.9412676330239,192.22519063790745,157.20806656760968,308.87764362254654,2.153819333151851
8.0,8.5,8.25,206.0,7.233596789494481,0.05572729530838673,202.2512858182365,246.21895664828776,477.2476924563623,206.84205502167146,197.82250844957142,166.02404411463772,318.19050453311246,2.0583666458233516
8.5,9.0,8.75,202.0,1.2500088691715558,0.014853985652460829,140.521130660418,171.06920254311777,244.85491423827986,131.7945822443873,129.40735762472087,117.44352104575007,268.4520787467569,2.9384830077928643
9.0,9.5,9.25,164.0,6.523948279707419,0.04012315805709807,195.8655775761564,238.445050962277,464.03574252089766,196.1771723136634,177.05772937392376,164.32231363317842,313.60975135083345,2.0459238300374127
9.5,10.0,9.75,172.0,9.683421880913414,0.0748226683682018,222.65033360978856,271.05258004669867,542.5468582209382,226.22273620757167,221.52700523688233,185.8740854825645,345.64512858246263,1.9697624333357293
10.0,10.5,10.25,169.0,1.0264013434234485,0.0164583743407756,142.61269395792624,173.6154535139969,232.39626520858286,131.4304811815109,138.3311875371613,120.31449800400574,282.7629011296707,3.1567645359690113
10.5,11.0,10.75,178.0,2.0799146560880772,0.027602075111295712,167.64193446015318,204.08583325583888,304.70435476647026,155.65658811791582,158.6271943689401,140.88963221525447,307.69541921062836,2.7692363088565966
11.0,11.5,11.25,166.0,1.4506394897852848,0.018284295230935735,154.26624704130904,187.8023877024631,266.94400160281646,138.9105755119155,136.09878484485893,130.91568113045062,294.2450456634365,2.9338778160914845
11.5,12.0,11.75,198.0,2.888091458837213,0.030953437306630548,180.45963871655465,219.6899949592836,348.6337315015156,165.94873916963073,162.49612591924452,152.8567640061811,320.20267124359566,2.5716446368132
12.0,12.5,12.25,190.0,3.2616154010396214,0.039697257388311334,188.85888908651148,229.91516932270972,366.86196296658176,174.7487972079619,177.4833634401241,160.65469381981464,334.5368518213547,2.5488857044473265
12.5,13.0,12.75,180.0,2.43468588045773,0.03302709295581587,180.69145110062658,219.97220133989308,329.6962677528053,162.43886802214428,165.5131130433103,153.39407332343683,329.24297235593514,2.7383021910588896
13.0,13.5,13.25,177.0,1.7459919786196962,0.025497512693687167,169.40906979732245,206.2371284489142,292.96027292693253,149.15383115442853,151.80204037749795,144.65535110368197,320.6772926790275,2.9144219370836986
13.5,14.0,13.75,201.0,4.062246638318349,0.037992006281078405,200.4278943221755,243.99917569656134,403.4537726454097,179.70042529686907,171.33692056799367,170.6051777105956,343.0592861003776,2.435880616805652
14.0,14.5,14.25,284.0,4.12029122780023,0.04738258405984285,205.91048494084959,250.6736338410344,406.6325096058323,185.44259452943194,186.72021386870856,175.8554225327345,356.2965527741469,2.4847044811800783
14.5,15.0,14.75,211.0,7.374783200975613,0.08774017137012885,238.80304309014022,290.7167481097355,509.39538574087743,221.43312198244752,234.71747146065405,203.20605989201567,391.0738419667601,2.2622719384629595
15.0,15.5,15.25,284.0,9.630592280821533,0.11863131897561949,254.98327102041748,310.4144168944214,566.4851789652041,243.09394754895152,269.642298645125,218.53772462622413,410.9708518693499,2.153346316104715
15.5,16.0,15.75,542.0,20.22657177751879,0.12405993205266418,274.8260100502817,334.57079484382075,753.929962802452,276.06363573025635,266.5213705965169,246.28765205654904,419.05223298776474,1.6893300113281953
16.0,16.5,16.25,392.0,15.246194363054999,0.09146424028662636,262.26803895790795,319.28283003571465,678.8677128006395,252.32596705914727,235.3262390877522,232.569227068379,405.1217646114693,1.8061764929604243
