File Name,Layer,Start Depth,End Depth,Depth,Measured Vs,Thickness,Qc (Geometric Mean),Fs (Geometric Mean),u (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic_calculated (Geometric Mean)
SCPT_217000_Raw01_result_layers_stats.csv,1,0.05,0.54,0.29500000000000004,136.3,0.49,3.0517863689432265,0.0607595526851622,0.0029358650779385,103.53160581961576,126.03847664996692,243.00654177072707,80.5688832597887,103.437034535374,55.94222045941122,132.16908094851345,2.306526914775949
SCPT_217000_Raw01_result_layers_stats.csv,2,0.55,1.24,0.895,136.3,0.69,1.1243564877498855,0.0546858345047482,0.0091867372336096,100.7604956085358,122.66495117560872,187.82713124588227,97.70550759036448,146.2240515488413,67.88430734237086,177.3098061180775,2.911021510354213
SCPT_217000_Raw01_result_layers_stats.csv,3,1.25,1.74,1.495,133.1,0.49,1.514939265544482,0.0439834406037941,0.0164526279286364,111.43440117160264,135.6592709915162,221.62951723280528,111.00524317748196,146.54096335612525,80.75524499028245,197.78359128077105,2.660701235370479
SCPT_217000_Raw01_result_layers_stats.csv,4,1.75,3.92,2.835,113.8,2.17,0.7543844287236586,0.0149626749175792,0.1548225087532785,98.1941522099896,119.54070703824836,184.07098993821648,97.9457484610139,107.90666256821224,79.32500436721935,200.01600493910556,2.8172183033204514
SCPT_217000_Raw01_result_layers_stats.csv,5,3.93,4.86,4.3950000000000005,178.6,0.9300000000000002,2.356873128336745,0.037400091725586,0.3276059375495967,136.93049254920695,166.69799092946957,295.72463782552995,144.39404845901848,164.61930549547714,114.68175967106168,255.4153309575888,2.343982376246792
SCPT_217000_Raw01_result_layers_stats.csv,6,4.87,5.36,5.115,175.9,0.4900000000000002,3.9535727574530384,0.0392935970816329,0.0754690310968562,149.97435140318584,182.57747127344368,361.97656321631433,160.6625860311856,167.94494908845357,129.4565581499298,268.2461503325603,2.0647825480542075
SCPT_217000_Raw01_result_layers_stats.csv,7,5.37,6.1,5.734999999999999,175.9,0.7299999999999995,2.668617456386423,0.0583581143061687,0.0230319309943756,150.80714403041003,183.59130577615144,314.7275855580148,169.58017496033656,218.35119999750336,130.49020201418128,289.82783150485784,2.4197430554163337
SCPT_217000_Raw01_result_layers_stats.csv,8,6.11,7.37,6.74,163.7,1.2599999999999998,1.4186243284984428,0.0255544679348167,0.1062913483314412,129.3305977908062,157.44594513663367,253.20176792986888,142.83297502210283,163.71057234376153,116.33083676027,269.8623172549512,2.6212190077197035
SCPT_217000_Raw01_result_layers_stats.csv,9,7.38,7.87,7.625,180.6,0.4900000000000002,2.698185279181465,0.0782592867496811,0.024056618361815,162.81747667027005,198.212580294242,325.2804824995054,190.0210919121664,268.00448516183127,144.9761907651284,323.6654546051932,2.5510722584380474
SCPT_217000_Raw01_result_layers_stats.csv,10,7.88,8.86,8.37,214.5,0.9799999999999996,8.373980586672252,0.0225884503399272,0.0326054103625369,170.10966368703777,207.09002535813283,505.57030003842505,171.95416629963665,132.82746199539946,157.95734689974677,284.30213411129625,1.620601089898298
