Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,0.5,75.0,6.23547619062139,0.05122923342342985,109.93503723304994,133.83395837066956,317.03264457381977,103.1616273886708,106.074963717562,59.93834211344006,127.64210897631742,1.825277860892309
0.5,1.0,75.0,6.544701747648694,0.06766048982338187,132.43354663614534,161.2234480787857,361.2424497374987,145.3628083171535,161.8738413137171,84.62418071612947,176.31710930641188,1.8795185309662559
1.0,1.5,82.0,2.4323678998712954,0.08202899121073184,126.10576490199796,153.5200616198235,260.88580330829257,150.00644167941516,219.32586329707206,86.3793282806627,205.17074169778618,2.544157379151903
1.5,2.0,91.0,1.9656468687266786,0.06176209127569007,123.10234361062354,149.8637226564113,247.80050619742332,146.44331239252003,206.40618115493803,89.98454366285941,215.2805183271712,2.605429378463857
2.0,2.5,97.0,2.3443081761805487,0.012864845487538044,112.51092795509804,136.96982533664104,271.91977861821675,120.29974345763978,103.68393421936291,86.95574617538588,187.45827363977523,2.111958760227799
2.5,3.0,103.0,2.3874540606853882,0.014373799893649017,117.174062677618,142.64668499883925,279.63761291094056,125.64132467581993,110.64679405040795,93.0777549065392,200.18848191087446,2.128924772865216
3.0,3.5,105.0,1.9910797330537267,0.015223280172260873,117.23910750787466,142.7258700095866,265.0824495217292,126.90253250371161,117.75437303718915,95.46550205001502,210.16380419765392,2.2543162147661895
3.5,4.0,92.0,2.7928374592283425,0.018941238868686386,127.39072220088748,155.08435746194985,306.0987441734339,139.47220591725363,128.11989847103456,106.228662044621,224.79067631237467,2.0904434448588107
4.0,4.5,103.0,2.575349481485337,0.023242326224657918,131.02267684207385,159.50586745991595,300.89852126337064,145.32479115472935,142.68991434356204,110.59034914450399,238.16405847812507,2.1916345135615565
4.5,5.0,110.0,2.6735352320292733,0.020787925514097114,132.36854316927906,161.14431342347024,308.16074829898423,145.5907988247483,137.81075579005545,113.63365241657839,241.52197890838332,2.1515038719098305
5.0,5.5,114.0,8.197330526663155,0.04826116524523502,170.15442586611616,207.14451844570652,478.61243173674967,186.76240504775166,176.48206989954684,147.24942576038612,278.7005435875049,1.7159261519728521
5.5,6.0,138.0,7.227988957335945,0.04503099666736589,169.63428160821448,206.51129934913072,460.2410731545041,184.54279019408108,175.08946575410562,147.46779077101155,282.38589081525083,1.7839158557648618
6.0,6.5,148.0,10.639974735508028,0.05840938830393846,185.11695647915144,225.35977310505405,538.0657683730306,200.9037270141128,188.7241809254542,163.05885287329127,299.19491015250395,1.6412605620564005
