Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0,1,464.3,18.014796248723215,0.12521376011886598,146.82749157955615,178.74651148815522,504.3083962866987,161.82420000416195,184.77534701484268,88.73850775508058,167.9744416683681,1.460260934250866
1,2,464.3,14.114864939578382,0.10461349989189689,164.73160850144387,200.54282774088787,519.491371870841,206.14086283593795,227.14211530605712,119.18371825984859,224.22146275559305,1.5553631668684242
2,3,478.1,19.547902113189725,0.18720351811493727,202.13103873462543,246.0725688943265,619.6708961068448,258.64384455293697,321.86898243596147,151.67218953493736,276.84020356937015,1.5740809262772335
3,4,106.5,12.532696829103132,0.05633586534710047,173.03625038250487,210.65282655261473,540.8461313988995,201.96251232016,183.09826631709996,141.55178740301426,257.2778407472866,1.536405351450358
4,5,106.5,10.009017316812777,0.032954753284615224,166.16737569572464,202.2907182382737,508.98140708557224,184.77274271731173,150.13444862539762,140.62753501201118,255.39077373943786,1.5649900825825847
5,6,212.8,9.867226845702158,0.03330159363416645,172.42351677070064,209.90688998172237,516.4614212364612,187.65862546525665,152.58586962444517,148.55611516816336,269.0897129027073,1.595332206928549
6,7,217.6,6.214060332916487,0.019823129390698184,159.8558705655856,194.6071467754956,441.05067554677595,169.28948322259973,134.6928725260381,139.47832979880587,261.53928930504173,1.7490701910220694
7,8,189.2,0.41610400513282214,0.0016776493125626427,96.41511107617737,117.37491783186827,166.60626886865694,89.04742333187589,68.9794791831395,80.11797183407764,192.83622807321467,3.0194535551982256
8,9,93.2,1.3296027901211438,0.004980485428803703,125.58724000830672,152.88881392315608,255.67879351722078,118.39830793259533,92.6604434609988,107.3358929669341,231.27860063298075,2.475269129834696
9,10,150.7,1.6709546285541428,0.006728839317607516,136.73775272169476,166.4633511394544,281.7982395326041,127.58042030952728,103.2968178627009,117.30905279438886,247.79772967737154,2.4270932813511545
10,11,136.4,0.48539822022022866,0.001448010136363305,107.12249223930158,130.40999055219328,183.39505522432512,89.99610148829571,67.35440905943781,88.86841288527859,206.2548449666285,3.0152956003967715
11,12,112.5,0.5201258580400057,0.0017147269543393794,111.34387826950255,135.5490691976552,189.63529459564998,92.19704607428682,70.20492888967364,93.3596098099234,215.86310088615755,3.0221856238072022
12,13,119.9,1.3255797847584523,0.007172931271648984,139.8536102799165,170.25656903642002,264.63319123332957,123.692313487129,103.9079665922647,123.11969724778146,267.39363477237924,2.654188610938596
13,14,187.7,3.259689663646848,0.01415358902201046,168.77589277572258,205.466304248706,370.20012115468495,154.21625018052157,127.22964714292,151.49474254769635,299.83236423461494,2.2251132635303184
14,15,196.5,10.071897134483315,0.032182772076678655,207.9432179846573,253.14826537262616,573.426670591846,200.68187922620731,160.98283054850393,194.62261772504147,342.562832784835,1.7002984738804707
15,16,278.0,7.0359536020988624,0.017489041431972465,194.1945762308048,236.4107884548931,503.56706910713973,178.70024520728182,133.93541547064896,178.99224339467136,320.9880938898807,1.824876683276161
16,17,280.3,8.00938545873886,0.013042658851758492,195.12480294085253,237.5432383627773,532.2782035101662,179.1088069283991,125.72109900225999,181.09937394215638,314.2080407320527,1.7201295170309254
17,18,305.1,8.19910115989928,0.04368872485805672,220.9816522588005,269.0211418802792,540.2420018625177,205.3726028253561,183.8508643156474,204.20410064612568,373.2603958076063,1.935978439425934
18,19,261.0,3.050746876133475,0.09783727878514645,213.85732460742264,260.3480473481665,374.1754175083425,197.25309642721604,263.95167618609224,192.31385413505004,417.31240037031256,2.828651273790848
19,20,239.1,7.032874140776698,0.02884131531065167,213.47452904870548,259.882035363642,515.1122525237744,191.9163720388527,160.29245785651239,198.87107704498686,363.0521632960342,1.9623714623363757
20,21,250.5,9.87104435897032,0.029654293985821315,224.16486032369824,272.8963516984151,589.1839436906112,203.20611411425259,158.91157211703683,212.23427645838714,369.9350262529804,1.775736436576444
21,22,261.6,10.840918262071238,0.03046202543897443,228.72420186909332,278.4468544493314,613.32288832654,207.5043506060209,160.0373035503708,218.47323423053612,375.9926459349541,1.7326244509082056
22,23,278.8,4.600899712620012,0.04758778132776309,224.53423937559495,273.34603054420285,446.569519586062,189.0711748100005,190.521417191689,202.94075411961848,400.5049710594255,2.4303580567100274
23,24,229.9,5.228929028689256,0.028465395228733942,221.15351316393347,269.230363851745,471.20845728247167,182.48014263623045,161.82997378909536,200.4932007777302,379.1278978966298,2.246739814995361
