Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0,1,428.6,16.964697159721776,0.13794879046033262,150.38557519424072,183.07809154081502,492.8705686230588,165.6930176854909,199.56262401039794,88.68447490144736,170.02733561903818,1.5386120531432965
1,2,428.6,14.840588629545568,0.15134507070557887,176.47992496760907,214.84512604752413,529.5383380128329,225.94080391765198,284.6716354827405,123.78386231029751,235.33568346640325,1.6413637140048225
2,3,570.0,9.38971210115896,0.0395795217017516,152.1350690025314,185.20791009003844,468.30205022460706,180.49896257164406,158.75304050612257,119.96027540168895,224.97952485193656,1.5835310973279937
3,4,275.7,10.855307436840482,0.0377254493094277,161.3145026828924,196.38287283134733,511.9793171595383,184.4216437644002,153.04989588603084,134.11424701931776,243.95011829229114,1.513949556817178
4,5,72.9,5.04039999802631,0.01984370871207551,146.6741860702728,178.55987869424527,391.7242579932457,159.5541246214477,130.82442695899516,122.14746377654625,237.88232222162716,1.8366591313487446
5,6,209.6,6.536943360685723,0.027225564494114278,161.55277670733912,196.6729455567607,441.3728238696014,173.41626698020102,145.4798609138075,137.6825444163288,261.3366792690978,1.7750161226170633
6,7,219.3,3.7568804643027685,0.01658506775959526,146.80863837897664,178.72355976571075,366.3602929682694,154.81543880002846,129.9135879376598,127.82242463578783,254.59539137685755,1.9661856813461052
7,8,155.5,0.41206334418460233,0.0006202196592475421,93.89155522059737,114.30276287724901,167.08690646822936,86.21492946525495,62.40447943163847,73.54275765395114,169.17263004610996,2.923751819694701
8,9,109.1,1.552205444265721,0.002686015533859391,125.90748019292137,153.27867153920883,270.08504909807095,118.30641622447177,86.18949149420948,104.40701084480794,213.93543740663176,2.3323624937014396
9,10,148.5,2.8331410713625247,0.010020167566252012,148.85454511685484,181.21422883791027,338.94550609665566,142.54038282378156,111.51471709381845,130.82924309828567,261.9845598190265,2.1607094055639453
10,11,161.5,0.6706788342937974,0.0035647340783221022,115.77551415538771,140.9441041891678,204.20212905320687,103.24172055663239,84.80389728548762,100.33249179400819,232.43764155563193,2.906721586901229
11,12,126.5,1.114062506553006,0.005441348324439886,130.70997704608152,159.12518944740364,248.8551884200601,116.47696277981746,95.01786229517569,114.66208829586836,252.24515982525364,2.647665061721443
12,13,150.9,7.791687819013769,0.031907397475796774,195.79778261918983,238.36251797118788,512.2755120008292,189.88883183792362,158.06657417347907,179.84410078599012,328.9339099662851,1.8151964912328862
13,14,200.8,6.561527589068555,0.03423437160599589,197.8335130151146,240.84079845318306,483.5802047211156,188.46465925548685,164.61995762727352,180.29652009382062,338.06039380082103,1.9563235111600417
14,15,190.4,4.205705701251899,0.0179698272168103,180.16126049120592,219.3267519023377,411.35567215299903,164.41339602073663,135.14950158462153,163.52060345864172,315.52464317654864,2.11736328738493
15,16,185.8,6.363002502005043,0.014090487554839493,188.7903962821135,229.83178677822497,484.60547037111246,172.035300988009,125.85197713106203,173.28394507269687,311.8649983685548,1.847962019469419
16,17,253.1,5.828104735888979,0.010404902182271122,186.492873125792,227.03480206618121,471.7029855379928,166.35158355183168,117.9505315947754,169.78134429706012,304.3959751167247,1.8771791447903066
17,18,237.8,6.482991531592725,0.031262352598232915,209.13317127678727,254.59690416304588,494.4267281726692,190.14992628638512,164.63036330107263,192.0056130812039,356.7483538612701,2.015087933257296
18,19,222.5,3.6839111911419438,0.07283720368357907,214.40836729337067,261.01888192236373,403.71179080883525,194.5699157061389,229.91861326810323,192.827095168242,402.16820138903364,2.602516952689622
19,20,237.8,5.2836178357313575,0.05075732558718466,218.9745820719882,266.5777520876382,462.45531088263357,195.4352694156556,195.139781349608,200.01462937189942,389.90860071597945,2.2803074476945726
20,21,208.2,6.033406044387967,0.07725077870314968,235.99393360450094,287.296962648958,487.9074021360228,210.57781419787952,227.60521723123898,214.06265810312388,417.4450495671131,2.326702321010176
21,22,230.3,8.963529025833196,0.11586959653947435,259.31350978654933,315.6860119140602,571.0645770599089,238.22604456868734,267.14416629599447,237.49977015862066,446.6790665420567,2.1559067214043
22,23,266.4,2.6103407771441005,0.03503374354492986,203.5444205376217,247.7932076110176,359.6344940701326,165.06751747482954,172.56740466885083,182.34109971742726,383.26157092761645,2.789609115115971
23,24,213.5,1.5924664833619522,0.0071317008655720285,173.93716422940625,211.7495912357986,307.185600185309,126.49336845181926,101.12017029811372,150.60973230765896,313.9197760401309,2.804543827843688
