Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,1.0,250,8.519991835637263,0.05486050049859089,121.31326473734094,147.68571359328467,374.4024304289414,122.34162127620375,123.11172346737506,71.96743084630617,145.5924264856801,1.6650508231799732
1.0,1.5,250,12.320596693379978,0.0546589094816571,142.63943273855747,173.64800507302652,484.9521389839303,172.38856050042773,158.142629271056,105.61623782041441,197.17733651639958,1.441762878346685
1.5,2.0,188,11.415458400744159,0.06482723286268345,153.74378710385022,187.16634951773074,487.1904871061111,189.99681757662378,185.7463461183627,116.48672934263499,219.639205993033,1.5445911824533847
2.0,2.5,176,7.496296851565147,0.07186928759140096,156.93665486285084,191.0533189634707,425.415964649449,196.70801394925297,216.64994389174913,118.65242968592173,236.5996739019482,1.8312877827393281
2.5,3.0,174,7.109836057878717,0.06923847523266999,161.91329455885506,197.11183685425826,425.30911736388776,198.7231712334863,216.27997562889203,124.1600739084106,247.68955327757627,1.886550122787202
3.0,3.5,178,7.703055736980036,0.08624966451632243,174.11280504348207,211.9634148355437,445.871328637012,211.6802760772143,240.64252341903898,134.01803742276172,266.0712813885728,1.9287876972752118
3.5,4.0,185,5.611544049849172,0.04488698994686021,160.04700589701588,194.8398332659323,400.69022290632114,185.41030180634104,182.9183826540662,126.22388303668272,252.86007054833038,1.9783455367009553
4.0,4.5,164,10.751591439522487,0.08428807242042484,190.77807880237387,232.25157419419457,520.1100937505961,222.3801967043008,229.76413971000193,151.24069012733094,284.66347745278216,1.7791228181813503
4.5,5.0,200,12.998254367548297,0.10642679918893622,205.22354230057343,249.8373558441766,565.4213847232435,238.80215664388544,253.33709526588817,163.45578162743558,302.24285348636755,1.7485742931732113
5.0,5.5,188,11.560963806875765,0.11839917515636492,210.91950282467477,256.7715686561259,546.0619708620894,242.35280112470565,270.83150292420487,166.73256192823035,314.0618846307734,1.870005534840497
5.5,6.0,188,8.707654823220114,0.11284305526240475,207.70913246337665,252.863291694546,494.4676911495622,233.89938684835548,270.9725443636344,163.51723172215435,318.71495892891926,2.053392805848283
6.0,6.5,194,7.12331961315993,0.11199273630002435,206.4318991281697,251.30839893864078,461.75163304237185,228.76643602745116,273.8328684170387,162.48475515167462,324.71671512974086,2.1997946743547216
6.5,7.0,203,5.639470003806535,0.05099885205334608,186.95955581969244,227.60293751962604,425.5667750818518,196.63875296553013,194.70282782325305,150.36715731582592,298.4070279780812,2.1606789497097396
7.0,7.5,211,6.259384481440695,0.06252508021978571,196.98697178953591,239.810226526392,446.0104050927842,205.72868303412025,209.776650013059,158.36441274797923,312.2547485025478,2.1658513602647576
7.5,8.0,215,6.54819724992049,0.05800906750920741,199.4817206465449,242.84731209144604,456.7752342505516,205.03920577473892,201.82763981098464,161.3750928143953,314.598655507162,2.133980709858149
8.0,8.5,193,10.249628582812706,0.087974434957862,223.28751296463906,271.8282766526037,545.4175928652979,233.29037166983838,236.15122920575962,181.3108890179671,338.52031888412193,1.97196092016781
8.5,9.0,218,10.703506079145926,0.13291349372110411,239.85597514375522,291.99857843587625,557.7644950370562,250.50486581514858,283.3872415124704,191.91927502475474,362.6540206971174,2.0766091704421794
9.0,9.5,220,9.421007439758151,0.11686978486722199,236.17148249541393,287.5131091248513,534.1545786483152,240.84187783186505,266.846124838254,189.32786520207404,361.35197139910315,2.1414473883338134
9.5,10.0,238,9.289834995214246,0.09180092444373597,232.11198799054264,282.57111581457406,534.0844345042512,231.90008212559783,238.8006306284979,187.92968789154904,354.84843014841175,2.0988091446484853
10.0,10.5,218,9.30138915766902,0.09080041417497377,234.07169330494926,284.95684402341664,537.0203973436484,231.74779076648323,237.14358276904937,190.4234128025203,358.86165151684435,2.102624182946159
10.5,11.0,186,15.654643943473049,0.11908582639509067,256.49359431590784,312.25307134110506,658.2534322213404,262.81977946030565,263.7229426075952,212.71950981879846,377.7002201686544,1.8433193187013135
11.0,11.5,246,11.673379841830078,0.10674018274804488,250.29642557720757,304.70869200703544,591.1242069077362,246.93888882363026,254.2018312423683,204.64547283568368,375.8576006704655,2.025117687031464
11.5,12.0,223,8.363833483466452,0.05289025691461593,225.17890439827102,274.1308401370252,522.7381329535938,212.3724382809167,191.4936429348865,186.2491947954258,346.0102088196867,2.0710123012236674
12.0,12.5,203,9.578169935799156,0.05024616402595619,228.10609299084433,277.6943740758107,552.8034755148044,216.11667114283406,187.5496243769733,191.31904673270006,347.70470481190955,1.9695514103049012
12.5,13.0,198,13.951300368252985,0.07873547333679033,248.560057598978,302.59485272919073,640.7210897235176,244.10647603515093,221.5000447598677,211.98309087246673,373.40144731325285,1.828828809065626
13.0,13.5,217,21.659895743530786,0.07115780715201289,250.1854902760058,304.57364033600686,760.8078225528967,261.16694566183764,214.01321572184676,226.3654231862786,373.34055521516,1.5145787088594507
13.5,14.0,238,27.726953948469315,0.09594505376402704,263.771423437088,321.1130372277589,839.093428934817,283.71853031980754,240.66374542834058,242.94121170486488,392.50458300381354,1.435042844538524
14.0,14.5,249,26.35034875217549,0.0868005947097743,261.25287042714467,318.046972693915,825.8478356533112,277.88733601551263,231.12508633007724,241.5574355569004,390.7981397292679,1.444651137579046
14.5,15.0,251,23.728049871661156,0.08502893061409335,262.9396644150399,320.1004610270049,796.205893757924,272.0183657599894,228.13091329607113,239.82091767792082,392.8639995277317,1.5152039794477
15.0,15.5,254,24.39053937379621,0.08962999984337973,266.0083822069464,323.8362913823702,807.2577465346973,275.5074894988463,233.3637688495995,244.08177487426252,398.9977545328261,1.5096112303102955
15.5,16.0,240,26.47759395486449,0.10308650504488871,275.65741872642803,335.5829445365214,835.6557456317043,285.80255393191806,248.5566659827684,252.12079605515214,409.89986130893186,1.508258802564207
16.0,16.5,240,22.329244511396404,0.052053610302399536,252.27421007383583,307.11642965510435,785.476003927095,256.703239980778,195.2312419588597,234.47493343591793,377.56157319632194,1.4670182579605622
16.5,17.0,237,25.22739259080336,0.10388483771480743,279.52279982369885,340.28862587232857,825.400694987002,283.37837308223845,247.6064750271884,254.85717329235158,416.6047864494236,1.5507891231909443
17.0,17.5,242,22.68304588192483,0.12262559214425581,289.72923239022026,352.71384812722425,794.9318332674927,283.882816812595,264.5825531442653,256.5542390768095,428.5282257617622,1.6820862118622082
17.5,18.0,256,25.3020706998918,0.14965784149744707,301.1468162563707,366.6135154425381,831.1692891291855,298.90710540343184,291.0126169065401,267.0820428319864,443.3213404068406,1.667283468625019
18.0,18.5,268,23.527805953319643,0.10554371599899852,285.95259197653434,348.1161989279546,810.641282639748,280.19273711345227,247.2414189155542,258.7406441019315,426.40435231246715,1.6195092780203613
18.5,19.0,258,28.38426290349501,0.09499608413566371,282.1250276540162,343.4565554048898,873.1396972090726,287.5979854485417,239.84032953996783,265.5028268591079,424.0831651266971,1.4659422489288623
