Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,1.0,77.0,3.479155054320957,0.05577508136355151,112.32801124393453,136.74714412305087,269.26416807318884,113.65141084674461,135.78029720502883,65.61628905352737,149.66130938864873,2.217143430542915
1.0,1.5,77.0,3.060618365961565,0.11079067217711337,135.93403139994243,165.4849077912342,284.52006544218426,166.9957063470395,258.35896989708493,91.54035748079117,213.70931746609958,2.50368831711479
1.5,2.0,77.0,2.4536395441948344,0.06912990778646319,129.71719809458511,157.9165889847125,270.6964044912572,162.48419832896622,223.957763746136,93.77740854747017,218.81652025872617,2.4962500267821564
2.0,2.5,110.0,3.1156028023951916,0.0760455441531219,140.85818821811353,171.47953348292074,304.1122741684691,180.81177457338825,244.6587637300692,104.98681792826315,236.6659132577498,2.380093004735787
2.5,3.0,136.0,2.076759468600551,0.09773696499432495,138.68253520369248,168.83091242188644,265.8677222575078,190.50407780617118,306.451236318983,106.96047198744152,256.5750179522191,2.7119217945692893
3.0,3.5,156.0,1.8656523985086448,0.08637241395294408,137.56607890704123,167.47174823465878,259.9586999235205,189.06717952004334,297.5502270976402,109.23159268158807,263.2397675821133,2.7464062231083903
3.5,4.0,154.0,3.250487323007306,0.07909711210537357,154.0727768722585,187.5668588010104,324.821848587542,194.31746180046537,260.569759452843,122.2514878781236,270.99655300557936,2.4074753755500597
4.0,4.5,135.0,6.627035765177391,0.037413388732701065,161.5337202610319,196.64974640473457,431.5248059083779,181.8550473974117,165.50601325933448,131.82167942718732,255.14729394218685,1.83197543602285
4.5,5.0,157.0,7.507087203484025,0.031327656279299794,163.8532903150229,199.47357081828866,457.64576412794025,180.3127643604514,152.41820336696807,136.4137587288623,256.7023765511777,1.7362838747452496
5.0,5.5,132.5,5.38546927739791,0.028176894017270995,158.9915507173161,193.55493130803703,406.9197726445672,172.3402044301693,150.99663409428285,132.55114396554063,259.0634142591691,1.9146574203200961
5.5,6.0,126.0,6.928047194353112,0.02610523644009478,163.2411562252202,198.72836410026798,452.26344465261934,176.67095664045422,145.20850964527062,140.08561834739083,262.98130364614354,1.7445786203642535
6.0,6.5,124.5,43.23698794485428,0.09873857370798958,206.57129081939533,251.47809317143808,919.4336750030443,266.3472867560472,219.03511204685424,208.42627498320516,323.6687091540214,1.0082698626497877
6.5,7.0,254.0,47.101927339246835,0.11387463371570201,213.22105204565017,259.57345466426983,957.3753321351921,278.9113184318822,235.91636385871934,218.1517155601196,336.43528627897115,0.9953104423859523
7.0,7.5,261.0,46.316502276242026,0.13530572195236265,225.82573325454274,274.9182839620523,958.0839484722165,289.31386405132815,257.9356741679563,225.1989554123759,350.30743132495775,1.0573212329719117
7.5,8.0,256.0,29.191500204173764,0.0517915545017903,198.37164242381127,241.49591251594427,808.6393887977463,237.98462836445765,176.8204492856167,198.21990348166506,313.3925718014733,1.1099321958275896
8.0,8.5,208.0,30.586641957982575,0.07145811898359626,211.45370051454236,257.4218962785734,828.3377918214525,251.91939962341482,200.66584769311396,208.55948703289727,332.1177951292454,1.1566772111331693
8.5,9.0,214.0,45.29399137741035,0.14748497855500942,238.57278848129744,290.4364381511448,967.9348650976848,298.7514137269236,271.97587475114244,238.2415311291464,371.48313141573135,1.1050409017358571
9.0,9.5,215.0,37.22754741310134,0.10387160741231932,229.20413894169204,279.0311256681472,903.0893294728842,278.8507112128026,239.23845197792446,228.47234381544882,359.4432765758446,1.142544103093236
9.5,10.0,189.0,27.110826245269877,0.07729515299640964,223.52355820040532,272.1156360700585,804.3489840564727,255.48132155977956,210.85197991593873,216.12906217400112,349.7181514206507,1.265884238140483
10.0,10.5,200.0,27.836286470707797,0.08511369805884951,229.27959703035708,279.1229876891307,816.5806497080855,261.54152412187426,220.39459193569647,221.76000166792076,358.7110854727856,1.2780686864548427
10.5,11.0,213.0,16.651394637454754,0.10219148927296239,237.0681718901768,288.60473099673703,674.552048542321,251.98249743297626,245.97143613175678,211.88315771831338,370.3877200377998,1.644591764079694
11.0,11.5,207.0,11.94204069031618,0.10527302067365332,236.39006955032704,287.7792151047461,596.8325303593504,243.1666746305566,255.64473015518072,205.05603054858213,375.2029014480902,1.8814894088219045
11.5,12.0,168.0,3.882155354359585,0.0853752474986432,202.45081639847365,246.46186344161995,394.43649345083884,202.41051631582474,249.50229896534796,173.50160461785993,366.10847993187764,2.536254168129679
12.0,12.5,178.0,5.37078855226957,0.060121688429218,206.89266533659438,251.869331714115,444.15718247368284,199.980311051569,207.94744296030305,178.64782860639986,354.3538529712888,2.2679816744467844
12.5,13.0,175.0,18.567318379619866,0.08329423088886653,237.60426059151013,289.2573607200993,714.9929758318777,251.09010010982038,225.01487120721777,221.90041175278887,376.90271278699163,1.537108897984699
13.0,13.5,178.0,28.02495679222613,0.07938084063181494,240.5701568055986,292.8680169807291,839.903429427125,266.8061387315911,219.9152718649179,237.0382296310509,379.37243234486954,1.2969734831341477
13.5,14.0,201.0,34.38373942379712,0.09247617176232502,245.89839683152744,299.3545700557725,911.4119844604992,281.6647580790305,232.23003052646482,249.7967636426772,391.2165670944966,1.209894854382284
14.0,14.5,223.0,38.470151048320986,0.1167411507216617,255.8196910172677,311.43266732536955,954.7262372014743,297.1725738105648,255.36180611817647,261.41158911634733,407.25008136243133,1.1977137162136038
14.5,15.0,246.0,45.8381692266504,0.1362403031770181,261.0488858436684,317.79864363577013,1024.3207371111384,312.45965337000575,269.90093114513303,274.1690546713842,419.6982600328511,1.1297633891316106
15.0,15.5,232.0,29.058717142576228,0.14208470671303655,273.14370653876574,332.52277317762827,863.7875807844647,295.5924853174792,283.15669243919507,260.04917062801377,424.14019414525825,1.4392813144874248
15.5,16.0,227.0,14.56624131387382,0.11107100166859248,258.20128934352476,314.33200441820424,665.8777847607479,255.60230047751972,257.33521300533,232.74854034717256,412.03508673684723,1.8161721329276608
16.0,16.5,227.0,18.026290747445792,0.111810228241676,266.1114513105347,323.96176681282464,724.3575983754462,265.0941852173856,256.1168769044989,242.2314124251113,416.32260582120324,1.7051174347529487
16.5,17.0,225.0,17.091294098940743,0.12672602987839204,271.1316336431851,330.0732931308338,711.406218775253,267.9455040031613,271.06080967436554,244.94851693767563,426.2465722293523,1.7751109892240593
17.0,17.5,261.0,22.31798509156168,0.12707304425209925,276.75427320201084,336.9182456372297,790.385695735637,280.1775213049119,268.90531460561135,256.6928130969814,430.4342596678963,1.6101167970716952
17.5,18.0,279.0,7.037371465678251,0.08572799061020435,243.22113246465895,296.09529169610585,511.1517499293845,219.09002035411632,233.6926941348781,212.07976135558658,408.43050386973067,2.289152250980802
18.0,18.5,264.0,1.6955045171569685,0.04234982860556665,188.703395097264,229.7258722923215,309.77863593592315,159.8225755766074,185.409567847737,164.22024248019972,371.34974597743354,3.055852617190695
18.5,19.0,261.0,0.8326031995956589,0.02898275466089133,169.64836093539137,206.52843939960675,253.99362578073493,138.67111964428275,164.37014256609413,144.72543619710123,354.0434828476058,3.403529918373024
19.0,19.5,190.0,2.439892077998431,0.06055578588712691,208.76084624047266,254.14363890144486,356.1897121452575,177.0810772336096,208.45485055334402,180.93547589776338,395.373290210413,2.910330731559928
19.5,20.0,163.0,2.1001917218413544,0.052438698729109466,201.74903272906653,245.6075181049502,335.05236262084213,169.10093864904275,198.78069472034778,176.22093600092234,390.1387743097674,3.0028422932369367
