Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,2.5,126,1.9050218630621,0.024563670745343377,102.50486483159821,124.78853109933678,232.36403264491918,112.991257988784,123.49800015024417,70.43728087924318,164.46670433254548,2.3250231646834947
2.5,3.0,126,0.8481219567313665,0.011763944126654973,97.5032891157176,118.69965631478667,189.28750636711206,112.11837425444719,115.74247149760603,78.90767208391095,193.6427447901988,2.7088090316961986
3.0,3.5,60,0.2752162898980482,0.00855380513079547,79.75603624183827,97.0943049900641,127.84595084397172,93.7075431154832,113.35673851646771,68.46966647790629,192.23060605538944,3.377659124107274
3.5,4.0,84,0.9484597540835297,0.003949853219422883,96.82278968878617,117.87122222982669,203.6188292455649,103.32100559401975,82.77697785226792,79.68979527146155,181.58524014210857,2.4568628629814095
4.0,4.5,78,1.0713439098767077,0.0009028024274951428,97.58073792478297,118.79394182147497,215.58594631075036,101.22229299175807,72.76653486714514,74.24527189485214,154.7595058034533,2.315826769453931
4.5,5.0,97,0.7968696961324649,0.0011726722349180237,92.02894232188356,112.0352341309886,195.67515264039596,93.13918636107967,63.96286881549602,75.33327288427415,165.00140870454715,2.41664994038705
5.0,5.5,81,0.7396716129768175,0.0012758910130745249,93.60102852631401,113.94907820594753,191.50139577793684,95.45981955504108,70.32172925977989,77.0146147153388,170.68964151936075,2.5173323262933684
5.5,6.0,92,1.079108169980868,0.009862049216735105,112.34204714570089,136.7642313078097,222.94990165707048,123.61603964858452,120.85206417529805,98.88330490774838,228.60507232665987,2.5823930751461073
6.0,6.5,90,2.970641496767919,0.0025842279274307066,129.14265228657158,157.21714191408722,330.77728527429315,129.65130414819117,92.41944780393044,104.85720208330416,197.79365057198257,1.9197632651436067
6.5,7.0,117,1.8707776898152368,0.0021074272423879056,120.46195127827106,146.64933199093846,279.5356604848712,120.72672434809166,89.58637739614639,98.42082740343696,195.51643111841116,2.149037771417895
7.0,7.5,117,2.9523831045609006,0.009132819873673342,136.5936948226224,166.2879763058011,335.15424150162625,138.0989785829021,108.05008496604998,121.14893849426113,241.816303439608,2.0044014515718285
7.5,8.0,145,4.302280317923211,0.00807947957767334,146.7473324179908,178.64892642190188,388.756698731242,145.70111004872712,107.71013508691264,128.9763994091574,242.7237689558947,1.8297280864808065
8.0,8.5,161,6.590242961302958,0.013629983972915616,162.6868426201777,198.05354753760776,460.52526501818323,163.00454278189358,123.54655137690061,145.74217536399865,264.77893035381146,1.688203481095381
8.5,9.0,184,13.13430924100895,0.09547972473175459,213.5989120639535,260.0334581648133,602.9547127030188,228.5999859059158,237.17817934122706,192.3064615711961,347.91622982280734,1.6741091613494974
9.0,9.5,164,17.309716373948213,0.14912990363679973,236.1208607832747,287.4514826926826,673.7741146536819,258.0213323326914,293.23370656018034,210.88459696807755,374.66884172833693,1.6453713872965625
9.5,10.0,196,14.88844272718088,0.1579368034365077,238.7395588779218,290.63946298181776,639.4331622153447,258.61199481791056,307.7315871927814,210.40223462164812,382.1126639484195,1.7649508932267592
10.0,10.5,186,12.568964756431388,0.11407057568661658,227.1811226468497,276.5683232222515,602.4131520038247,240.29598117412763,264.645379233652,202.66217999823297,370.4893842322508,1.786289208335609
10.5,11.0,174,10.681571517139355,0.07512294517221096,213.72587331830346,260.188019691848,568.8756140421976,219.96316004546318,218.17067507350367,193.77373288020956,354.7377503593467,1.7807094978516955
11.0,11.5,155,11.36869346794876,0.08840109686020824,221.84356107777046,270.0704221816335,585.1364121859203,228.6918260180488,234.67715564579737,200.70256136562162,366.6867377161314,1.794728721850335
11.5,12.0,176,13.930511893323349,0.11281218824933774,235.5291821574562,286.73117827864195,635.2228447184181,245.18487953454374,259.7503069493751,213.45417667188212,383.26213471195626,1.7442766496135362
12.0,12.5,183,7.669606539854969,0.06553929173794748,210.61156445495496,256.39668716255323,507.89432673545446,210.45153819350432,215.05671143216478,189.42572148510877,359.3339449994706,1.9865061230563321
12.5,13.0,195,7.3614765808244185,0.04941461060740691,204.3752193759583,248.80461489247105,501.9119565167827,200.0834432483457,188.23234107358022,186.006236281459,349.8005035183678,1.9462489855284952
13.0,13.5,170,14.050500179994321,0.1064465646365758,240.61804957544416,292.9263212222803,645.0678884193319,245.61456577043907,252.96986027127483,219.9179334189759,392.1501751641005,1.7497795826061544
13.5,14.0,186,11.334798910006558,0.1221555883488112,242.6647462199939,295.417951919992,596.6621066853295,245.74442919469777,275.9691887615134,217.90380018511894,402.35158429528843,1.927724460692723
