Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,1.5,379,1.4430938756137641,0.014685720140696173,88.93310982586915,108.26639457062338,198.6345372781056,88.45154145248206,86.54498643980672,56.60285299532096,135.64363618840778,2.4047019151807896
1.5,2.0,379,2.7768386540035737,0.03075282269066729,121.65200443604242,148.09809235692114,283.81204630740547,139.922873687776,146.6707746396452,89.32793281104584,197.2710081316794,2.2049169027200453
2.0,2.5,217,2.9824473333203145,0.030001373054680404,126.11691587224041,153.53363671403187,299.1616643762571,150.3536544966951,154.6525728408318,96.6377472741352,209.7634547131143,2.147887310333522
2.5,3.5,146,6.1594844577552434,0.037633675919501695,149.46329995993682,181.95532169035792,405.98185095100246,176.2953547405974,165.65069276276262,118.34716932560272,233.47537640984086,1.8180439619929973
3.5,4.0,512,4.343343231077667,0.006968351721380072,130.43833549030037,158.79449537949603,363.3119226927155,140.72586820703427,98.65239171111747,104.22553831934138,198.10169400626972,1.7664733830601396
4.0,4.5,228,8.023426350728235,0.016374163654715695,150.7265718839522,183.4932179456807,464.88398705166423,165.23976201501713,120.85640822214744,126.56132553653231,229.5525944796,1.5605092500506297
4.5,5.0,177,6.232055999259263,0.009864240460527888,146.7870894685898,178.69732630958762,426.60558815854876,156.36160183388876,112.464449721288,120.69514645852178,220.65064839252406,1.666547990457876
5.0,5.5,249,7.382868860892857,0.01735809433255424,157.37652610182028,191.5888143848246,459.7644654312525,168.2350834276828,127.47090821559037,133.27983091447197,243.87870513184654,1.6485320822569764
5.5,6.0,218,7.641765683824185,0.020959219457220363,162.35286440776014,197.64696536596875,470.13985986750316,172.4876793236007,132.99751859311112,139.545671583385,255.82315292214182,1.6595674813513162
6.0,6.5,224,8.8446151214373,0.034884339450253314,176.0511178458272,214.3230999862247,501.31690278277824,188.76738133517128,159.223761562949,152.16111824115927,279.4779206327833,1.6830289812548804
6.5,7.0,221,7.747443556192436,0.01644664516109979,164.24210954703815,199.94691597030737,480.21625527393974,170.48519259610055,125.02376983264459,143.29148803816628,258.18847722257766,1.6345881224810122
7.0,7.5,254,7.910474659321664,0.031934756098912866,177.29914613737995,215.8424387759407,487.5047536292548,185.60810198033118,155.324639959354,154.9100457153311,286.6346117471899,1.7445436482374395
7.5,8.0,262,5.229748270625617,0.02614873357808303,170.43921007482564,207.49121226500517,418.87893559097347,176.21692648436488,157.32416268994103,146.23605144249166,283.1707818758212,1.9811179298518324
8.0,8.5,264,13.28785556025776,0.13267019223935456,228.22836595778966,277.8432281225267,602.1357793778436,250.25522662702687,284.56006229717025,194.74576526419284,357.777694202778,1.8055367545246275
8.5,9.0,253,9.27848149655338,0.0897862479029772,211.87871751334575,257.9393082771169,527.972143705824,224.6996356554986,241.04769967207778,181.9883964890701,344.26005234384115,1.9289635228818824
9.0,9.5,281,12.36419320592983,0.12272112485347614,229.90270728988958,279.88155670073553,592.4895912359889,246.24181334298737,274.3726219880856,197.68668127714622,364.38656458991295,1.8486717168079418
9.5,10.0,251,13.407170753112966,0.13023943990796572,236.16367763971363,287.50360756139014,614.3295428002054,252.0939359047264,280.72957011984886,203.96052084165007,372.36455512062463,1.8251051697695042
10.0,10.5,302,11.433754247510455,0.13994792839837433,237.0084320464199,288.53200423042404,580.9478225873333,251.7441196536166,296.9044025461584,203.33988866177833,380.20219423635604,1.94977141998024
10.5,11.0,250,2.359089566046643,0.029040293444703193,164.67136684004896,200.46949006614662,319.43403978624764,160.4846289263667,165.396915915765,144.074326575472,310.0227094479053,2.5739513160400285
11.0,11.5,269,3.0966639409704833,0.02667620546996156,172.84115533621272,210.41531953973694,356.5476622854161,165.7807200921516,160.2262747471591,150.67168776986858,310.7936900039067,2.3936800516590315
11.5,12.0,289,8.611305083937426,0.11075187740103323,229.0899646584286,278.89213088852154,528.6264680454086,234.60493910359963,270.68464190747363,198.86525977038573,380.986360356339,2.0838525501959313
12.0,12.5,234,3.288767872122772,0.04519327056778877,186.61126305605754,227.17892893780888,369.4509228245266,180.84926797294162,198.73876475438348,162.58702634041526,340.2446726755837,2.4956653266697812
12.5,13.0,286,1.2161475224370586,0.00978009093442614,144.64170631820116,176.08555551781018,260.650769013026,126.88412187743235,112.04280610940849,125.46744081533484,279.6257520213856,2.8004165290615837
13.0,13.5,263,1.5416148019508147,0.02020340908250781,159.25097713519446,193.8707547732801,286.7330023010524,143.75379581983387,142.11605450785737,139.36697507427388,310.8340639483666,2.7905271341799507
13.5,14.0,308,1.3835448202405514,0.009582057389074652,151.15798134356118,184.01841207042204,280.0092243592207,130.14462332498672,110.775736108881,130.31052973791319,284.5360570641501,2.7049057253708413
14.0,14.5,350,1.660111124311324,0.004773987434022557,150.3395594003548,183.0220723134755,297.8280773052334,126.0394495051369,93.26265947645061,127.51952484621255,262.6118370944334,2.5050725718015556
14.5,15.0,349,5.20643745251841,0.03143924649777407,197.48325549155064,240.4143979897135,450.6890879599108,183.39800628773355,162.97783328738834,177.487319009166,341.3464565332108,2.11041222107841
15.0,15.5,201,11.797865348398952,0.07056720660932272,235.2927384068937,286.44333371274,611.3867081844195,229.91066122625526,214.45363914421867,215.52396895368707,384.7120571290697,1.8083511428835546
15.5,16.0,397,13.343203020992247,0.10146706945208589,251.27808110821567,305.9037509143493,642.8867461600981,247.3827039413422,249.51286409785766,228.1291859227412,406.9878312581738,1.834479739206583
16.0,16.5,296,4.9654063283485605,0.054962460176059956,213.72525352210974,260.187265157351,441.84403727832324,194.84306887821776,200.09426611522585,189.68636834137826,376.0331862570095,2.3483715154477354
16.5,17.0,293,10.526825798925975,0.05363456658298688,231.85937153558643,282.2635827389741,590.8230516277328,218.957751880836,193.3990056265925,212.71991884582675,379.83190365352607,1.8457074499769675
17.0,17.5,308,6.466446093270198,0.055109174750633975,222.6087996241641,271.0020169337651,491.7682197467289,203.20196355412506,197.7293237938219,200.38416735861145,382.63943907965864,2.171861824911292
17.5,18.0,260,3.6949169225748073,0.05502906904785371,209.83146332428188,255.4469988295606,398.06221486111986,185.03905418974918,199.7619868471963,186.32073245533496,383.7510766402926,2.5851345422173653
18.0,18.5,261,2.0855451150115694,0.036621710381216144,186.92444208184097,227.56019036050228,320.578540750481,159.28258595545725,174.06850285777682,167.1744750187656,364.98411461041246,2.9090059494656053
18.5,19.0,276,2.8510260310979265,0.04457012453545876,200.78527860961594,244.43425222040236,362.4294176056275,171.7804152932819,184.40671495435174,179.08829769273606,377.86722624477693,2.7359619522423584
19.0,19.5,285,6.094752940720063,0.0700660007808618,233.9023731201356,284.7507151027739,486.0710614552844,207.53505050479805,216.0316684261443,208.96117256493986,405.70814514026455,2.31742563847336
19.5,20.0,354,8.845240131343049,0.12127126514777423,261.92987949165024,318.87115764200996,561.9357335848567,238.98297007183982,270.49930872536686,232.3966029389716,439.7457551789474,2.2244346953738203
20.0,20.5,373,13.704298909534419,0.09899089326461073,268.06735084467886,326.3428618978702,665.9784793164217,249.62682451765542,244.64819673389354,245.08282993046018,432.4097566743913,1.8808172962632201
20.5,21.0,334,10.020350606693063,0.12273044567670324,268.8362266397994,327.2788846049731,592.3006018515026,244.32679716750138,269.9940964648967,240.11927298342718,446.38185330843703,2.153725534992858
21.0,21.5,536,8.08674582782693,0.13512845041847485,268.2358741422614,326.5480206949271,547.125564011924,238.78733020832956,282.22883653216644,236.24564989175224,454.01247285098486,2.34934010792325
21.5,22.0,285,3.5133663139987457,0.04979467351824793,219.17392411910956,266.820429362394,399.1928770648366,180.27946074327173,191.32724892301422,194.11157566941014,398.64047896734826,2.689900344940068
22.0,22.5,404,3.2807,0.0245,205.05014418114177,249.62626248139006,389.2911344000416,162.32459980922087,145.1169331991077,181.80728943328248,364.42019557511526,2.571956142749202
