Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0.0,0.5,65.0,1.117309199129197,0.06249457357615118,86.10341648318277,104.82155050126602,163.71809719416703,87.44362150673842,136.9850899148592,47.57134117556635,129.32741522234406,2.953824610865359
0.5,1.0,65.0,1.917403893969001,0.11354603757384608,116.93340422583326,142.35370949231896,225.29933364339098,138.21709019288528,238.38111677580463,74.02502361638669,186.88641911208606,2.800562798145892
1.0,1.5,65.0,2.614655390901907,0.12581338681843576,133.94900873025782,163.06835845422682,267.48972653489074,159.9591776550877,268.0222515493811,90.43724574513185,217.01832723528773,2.642212216286327
1.5,2.0,65.0,3.3948063196404195,0.05074955642835621,131.72384803324485,160.3594671709068,305.4830463692103,148.0068701560006,175.43321551469492,95.77704604663508,210.70418141129372,2.2134419971548547
2.0,2.5,82.0,5.372747632306274,0.029997735797782175,135.19172392274334,164.58122912333968,373.6621034978269,148.19540283878345,135.7267774533091,105.11924195813681,210.55660293468844,1.8014734857547015
2.5,3.0,96.0,2.529789564404445,0.0410665201844553,130.32570491370984,158.65737989495116,285.6702975666602,146.9460743013354,170.53181602010048,102.40200561902654,229.55899343580637,2.3351073451844253
3.0,3.5,97.0,2.9707214520252254,0.03282278432431736,133.59428337307008,162.63651888895498,308.84802631905484,148.90747542823738,157.03420715133805,107.78645511880293,232.92739870055013,2.1875549924786153
3.5,4.0,82.0,3.0665398512346234,0.023916332043751404,132.40783641178953,161.19214867522194,317.17425869532866,145.96594550042371,139.816499844725,109.77293868988545,231.87074688093574,2.0947450154501386
4.0,4.5,111.5,9.43368460614574,0.0504132708379616,166.97678103496182,203.27608125995357,494.22148184288807,186.8665078797597,175.5901805697996,142.17425251717873,265.9274465710609,1.628928993952059
4.5,5.0,187.0,12.183827404807559,0.08028813201600266,185.40673639601343,225.7125486560164,551.2828361911387,209.63972554766718,213.18236770052357,158.1492693357328,291.1523156388679,1.6099307212656808
5.0,5.5,208.5,13.99786971520761,0.09984760111472936,197.53424867067272,240.47647664255817,587.239181683504,223.89475059278902,236.55911042959826,168.93673790040347,307.54146313184305,1.602629334132282
5.5,6.0,157.0,12.071684561342938,0.1358281686031362,207.26699256963988,252.32503443260492,560.0905655407878,238.7451373414752,289.57479302198385,174.0082859841885,327.2077065626558,1.77870644886259
6.0,6.5,160.0,12.595573354909122,0.1088599941043579,205.17866906628203,249.7827275589521,573.9134978769887,231.15356143567985,256.1730547642823,175.92936258030016,324.8228613836487,1.7077182208032378
