Start Depth,End Depth,Measured Vs,Qc (Geometric Mean),Fs (Geometric Mean),andrus_2007_holocene Vs (Geometric Mean),andrus_2007_pleistocene Vs (Geometric Mean),andrus_2007_tertiary_age_cooper_marl Vs (Geometric Mean),robertson_2009 Vs (Geometric Mean),hegazy_2006 Vs (Geometric Mean),mcgann_2015 Vs (Geometric Mean),mcgann_2018 Vs (Geometric Mean),Ic (Geometric Mean)
0,2,274,5.187778056060976,0.07634616523761185,129.36802904020803,157.4915136141662,332.6828297532197,148.45428325515604,183.4112678707355,84.22031280273677,181.86025177643137,2.0079714765569765
2,3,274,3.865050494267645,0.021703945219786573,128.87038561796615,156.88568683926306,333.58344086104904,152.80073455098974,136.2382519161319,100.4311711093775,206.71365939227417,1.9392321733993647
3,4,78,1.932738157885426,0.02578602888647147,123.72233209198156,150.61849124241226,265.32945636802424,149.7337607892558,160.1898271115175,101.35276890171774,229.23053466073102,2.3846909531472007
4,5,205,9.857407990922445,0.05231936447106086,175.17334618072863,213.2545083939306,505.9427329133467,198.10784970523454,182.49507584504886,145.8067450763757,271.17704429193634,1.6695298133156575
5,6,207,7.3018310226150795,0.03836901701524672,170.39498766833663,207.43737629188794,460.11329161261745,186.24415926563626,167.47854767564695,143.93500033143982,273.48057348845316,1.7951556221621958
6,7,189,4.22820247069548,0.038106803029535063,162.56714857004755,197.90783304179706,380.17312959587946,176.61754291559586,176.49367550107127,139.31087427132266,283.920958498568,2.1084085027010975
7,8,169,3.5484014104515085,0.02056399922475882,155.50601123381168,189.31166584985795,360.9010815120233,160.53484823588977,142.29277789136944,134.30968159542977,271.37485704032434,2.1229852951366346
8,9,168,6.786011708548494,0.036196611322646705,180.65522940226353,219.92810535927705,467.5625670587294,187.72937182056853,166.5479135854493,160.02115788704438,302.9391259882336,1.8601252787305274
9,10,150,6.678624228367128,0.0476807292385062,191.09954816064476,232.6429281955678,470.10099047664573,196.35273638072857,187.48765189671525,168.4856715855348,322.9255615947548,1.9610695388347097
10,11,181,5.045393959476331,0.035813748365160346,183.4080742617432,223.27939475342697,426.74878567834713,182.5057233203185,170.1606368406005,162.48312635216524,318.45980067765424,2.0870806178195505
11,12,170,3.521218135540521,0.02520723775609243,174.42503172289634,212.34351688004782,376.91736951974184,165.84241444952943,151.45338018921754,153.69212212684016,310.5114887128335,2.2689702782401233
12,13,168,1.2211833123014928,0.012402651346726546,147.21563231215464,179.2190306408838,259.3345926203955,132.02397897779963,127.79241576621355,127.3316656179915,286.948370105468,2.87290374868616
13,14,321,4.941573915931785,0.22562416091486873,237.17188741230385,288.73099337150063,434.68433951395383,246.17115536232208,397.2184026089905,202.4071557598439,431.06531675150796,2.6933513785276433
14,15,365,5.8270566288713335,0.36451021905181585,261.05906542764137,317.8110361727803,464.4618804629199,273.5897485911775,501.042983424698,220.01846728642542,467.7488795245905,2.770937669225774
15,16,366,6.368577413930432,0.4059551806546523,272.78348159061,332.0842384581335,484.0581737216021,281.20313564960355,519.7079790960629,229.06351307679006,482.7377017256681,2.770196733080241
16,17,511,7.335707898402848,0.4698363514567601,289.00217015246636,351.82872888126377,516.131352166786,294.0788139027021,550.3215369576263,240.77893936880673,500.3689984181783,2.7401771667428583
17,18,885,5.08957778592491,0.21627697252587894,255.68771442197107,311.2720001658774,459.47725604280487,243.1815766094476,368.7874247144001,217.72058288567354,457.9128233721067,2.7296150395684684
18,19,541,6.809461110230106,0.2692968333954194,274.9372659360861,334.7062367917571,509.2714447279357,261.90046040851473,402.41972038586,234.81273587514139,478.85741100215347,2.626816400606872
