Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.012208793395410353,89522,0.01625345721910574
1.0,0.03385658297762416,88861,0.027821107885637356
1.5,0.04147636451231922,86361,0.03605385124227022
2.0,0.03583073270206012,83861,0.041913127696069356
2.5,0.03803007551234944,81343,0.04608319823936954
3.0,0.04463430736910969,78849,0.049051054163768634
3.5,0.05197833824684028,76349,0.051163289123952314
4.0,0.055269299315514935,73849,0.052666575213530756
4.5,0.06054976632272881,71277,0.05373646995048917
5.0,0.06359527972267437,68831,0.05449791832422639
5.5,0.06435979053506269,66331,0.05503984418462961
6.0,0.060595492967957354,63831,0.05542553499217885
6.5,0.05746212973423524,61335,0.05570003268623115
7.0,0.054948686785501064,58825,0.05589539379560995
7.5,0.05089098829566314,56325,0.05603443308040062
8.0,0.04354788312512729,53825,0.05613338789682528
8.5,0.040065081058804394,51189,0.056203814436406395
9.0,0.046112446767007195,48819,0.0562539372869818
