Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.008478835371042107,89534,0.008324497069787532
1.0,0.01569246462451121,88873,0.013103972178555376
1.5,0.015939830730853234,86355,0.01584808778383775
2.0,0.015099370521049925,83861,0.017423610259379118
2.5,0.01510510183347613,81325,0.01832818988647561
3.0,0.01743694869576369,78855,0.018847550488727167
3.5,0.018583118092282035,76347,0.019145739202126446
4.0,0.017243599401152346,73837,0.0193169430023632
4.5,0.016494105676890306,71261,0.019415238946838668
5.0,0.016566682671711436,68831,0.019471675151449562
5.5,0.021122847213631283,66331,0.019504077761830683
6.0,0.020432015853622153,63831,0.01952268158479769
6.5,0.021148071659059447,61335,0.019533362891794772
7.0,0.024086563885076878,58835,0.01953949551944707
7.5,0.026059179189141995,56335,0.01954301654191483
8.0,0.02801357370488002,53825,0.019545038122209826
8.5,0.02627145708446198,51169,0.019546198804064756
9.0,0.02592088585457168,48819,0.01954686520468792
