Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.017955294096129695,74684,0.018870320583947997
1.0,0.038748340030648844,72456,0.034320032366466684
1.5,0.042873565440095664,69256,0.04696918652900597
2.0,0.04356533820119062,66754,0.05732543804230125
2.5,0.054000858348315646,64065,0.06580441964284649
3.0,0.06249388021508342,61332,0.07274642263399525
3.5,0.0726585311717864,58750,0.07843005397080807
4.0,0.08434068728434971,57088,0.08308341773541444
4.5,0.08942027558508943,56440,0.08689326975475642
5.0,0.08435868716035293,55264,0.09001251276766793
5.5,0.09316209790604939,52981,0.0925663329486622
6.0,0.10382487735378608,50841,0.09465722406867341
6.5,0.11301954274676974,48631,0.09636910092996426
7.0,0.11985487339091526,46285,0.09777066716178566
7.5,0.12218080161951206,43785,0.09891817253825348
8.0,0.130843625268627,41275,0.09985767047929
