Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.007559562190807921,136701,0.00681887448825433
1.0,0.01590953226083486,137011,0.011984989370013563
1.5,0.01843566345397147,134513,0.01589894071455088
2.0,0.019654737019878743,132011,0.01886422806839866
2.5,0.020067906761531407,129497,0.021110788722036262
3.0,0.020462702145466128,126999,0.022812827738229274
3.5,0.021101714402207976,124498,0.02410232633598695
4.0,0.020845106060760534,121999,0.02507927611081541
4.5,0.02000273855929373,119443,0.025819432683453065
5.0,0.022434765704162325,116992,0.02638019001830675
5.5,0.024261419318225744,114493,0.026805030923889233
6.0,0.025795574722711007,111993,0.027126898840433275
6.5,0.027767074194874272,109490,0.027370752373224238
7.0,0.02772818768000991,106987,0.027555500657840855
7.5,0.02783333512763707,104487,0.027695469631339547
8.0,0.029888334220201564,101987,0.027801512908455398
8.5,0.031785194543108804,99359,0.02788185340349785
9.0,0.03319590084655114,96981,0.02794272095983162
9.5,0.03451345891744166,94481,0.027988835430648448
10.0,0.034224339380838555,91981,0.02802377267056416
10.5,0.034446817762888465,89481,0.02805024181812906
11.0,0.03638554076008074,86981,0.028070295370570604
11.5,0.03531293791985014,84549,0.028085488340595034
12.0,0.03324570495115671,82081,0.028096998836744585
12.5,0.030435323699760916,79618,0.028105719417473425
13.0,0.03030816489297633,77135,0.028112326302811824
13.5,0.033096473306099106,74635,0.02811733181049899
14.0,0.03465339808868805,72135,0.02812112408263979
