Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.03792767227022232,101772,0.042772331344773325
1.0,0.08576013185190778,101373,0.06692282924937644
1.5,0.08263724762789353,98861,0.08055890029584072
2.0,0.06917644903610241,96361,0.0882582212091698
2.5,0.07606731814079078,93831,0.09260548093848879
3.0,0.09008630345942216,91355,0.09506006977390688
3.5,0.09302697043896138,88849,0.09644600176925673
4.0,0.09548690456064135,86349,0.09722853914090059
4.5,0.09752216591613372,83783,0.09767038242042217
5.0,0.1065818443788124,81343,0.09791985994153823
5.5,0.10592746547615342,78843,0.09806072218031577
6.0,0.10269392859830055,76343,0.09814025708279776
6.5,0.10488269249201329,73835,0.09818516479381897
7.0,0.11628659731682608,71335,0.09821052098897645
7.5,0.11772781798550275,68825,0.0982248378316354
8.0,0.09918498438605586,66325,0.09823292153593124
8.5,0.10601335345072277,63679,0.09823748582965854
9.0,0.12099180834416418,61319,0.09824006296217928
9.5,0.09840362450220703,58819,0.09824151808589092
10.0,0.07251236023395867,56319,0.09824233969091091
