Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.00396922610152757,89534,0.003644371769730439
1.0,0.007329179695138129,88873,0.006576345847134238
1.5,0.009926821515411525,86355,0.008935180931405485
2.0,0.01078908761910093,83861,0.010832913587935597
2.5,0.01141154162316146,81325,0.012359679600394444
3.0,0.012958912893996628,78855,0.013587995110895068
3.5,0.014026200767462997,76347,0.014576200887696818
4.0,0.016405950226857077,73837,0.015371233311333917
4.5,0.01709306248028532,71261,0.016010853691493954
5.0,0.01597284579121921,68831,0.01652544179954175
5.5,0.014449334410530153,66331,0.016939438803323832
6.0,0.01352956809236315,63831,0.017272508138701133
6.5,0.014569397240949366,61335,0.017540469455220874
7.0,0.01603142915409528,58835,0.01775604999513955
7.5,0.019053291323705666,56335,0.017929489093720056
8.0,0.0214097369042222,53825,0.018069024512490994
8.5,0.023764990860700302,51169,0.018181283704627783
9.0,0.025654681164916454,48819,0.018271598596217374
