Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.016638598740816985,79722,0.02675093113379355
1.0,0.03851717901325155,78861,0.048307322891593445
1.5,0.060813762196205025,76361,0.06567785938961952
2.0,0.08579020227403959,73861,0.0796753568195907
2.5,0.10584373158179308,71331,0.0909547974013088
3.0,0.1189605110196381,68837,0.1000439778403846
3.5,0.11596865343624982,66337,0.10736820641852701
4.0,0.10567412721708314,63837,0.11327020436261584
4.5,0.10258837040220369,61277,0.11802614273351568
5.0,0.10106050162852716,58831,0.12185856524570103
5.5,0.1146377160573476,56331,0.12494680171271941
6.0,0.12417811998764404,53831,0.1274353593928547
6.5,0.13429976449710215,51335,0.1294406848896226
7.0,0.13882913816499864,48825,0.131056613015415
7.5,0.1420065768357878,46325,0.13235875758592772
8.0,0.13767795857418869,43825,0.13340804960297473
