Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.009601716616836313,106660,0.010620287691685916
1.0,0.021394745141394552,106361,0.01977096042376588
1.5,0.02901057899794458,103861,0.027655380684356697
2.0,0.03427487558950588,101361,0.03444877005207864
2.5,0.03950041701763064,98849,0.040302103280921396
3.0,0.042487595191666935,96349,0.04534546352914519
3.5,0.04717341188455885,93849,0.04969093329806737
4.0,0.05338779126108121,91349,0.05343508532830692
4.5,0.05931669313552479,88795,0.056661128810603215
5.0,0.06042551103312667,86343,0.05944075860811454
5.5,0.06032618827163283,83843,0.06183574858689601
6.0,0.06424624491235176,81343,0.06389932446437407
6.5,0.06866371812448602,78837,0.06567734668569292
7.0,0.07236513932892742,76337,0.06720932961590974
7.5,0.07368201191637044,73837,0.06852931969833674
8.0,0.07102677586716363,71337,0.0696666520950228
8.5,0.07015424849758121,68699,0.07064660262478235
9.0,0.06774879229615091,66319,0.07149094948729513
9.5,0.06432190417012146,63819,0.07221845725690682
10.0,0.0667860001426126,61319,0.07284529390229953
10.5,0.07162693151691951,58819,0.07338539009978334
11.0,0.07548149507677955,56319,0.0738507488255064
