Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.025102526609388276,96872,0.04308157136107277
1.0,0.07611865694423911,96373,0.07461755101115014
1.5,0.10513785174388567,93861,0.09770208532757274
2.0,0.10927802229686621,91361,0.11460010880802567
2.5,0.11802475304037152,88831,0.1269695676687487
3.0,0.13576201120866,86355,0.13602408890811782
3.5,0.14797692605931367,83849,0.1426520550784499
4.0,0.16836191232494505,81349,0.1475037677636065
4.5,0.17665994505387483,78783,0.15105525178968285
5.0,0.1659600699237173,76343,0.15365496030623707
5.5,0.16065237249850067,73831,0.155557963197823
6.0,0.16394612313903287,71331,0.15695097321503232
6.5,0.1666150070278987,68835,0.15797066525892003
7.0,0.1655995428349263,66335,0.15871708621176495
7.5,0.1599037247681189,63825,0.15926347101704572
8.0,0.1537620274179229,61325,0.15966342811136877
8.5,0.13825790773328728,58679,0.1599561992055743
9.0,0.10260095807559123,56319,0.16017050947739833
9.5,0.08452767209349957,53819,0.16032738593657853
10.0,0.09962765544544369,51319,0.16044222048573692
