Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.01531860826734771,89534,0.033860494416030014
1.0,0.04961628152760347,88873,0.05887321890728549
1.5,0.08756186313718972,86355,0.07735010169548441
2.0,0.11670637257889771,83861,0.09099896260578608
2.5,0.12693994549666696,81325,0.10108136699640892
3.0,0.11580214774110417,78855,0.10852923235045658
3.5,0.08965100437611213,76347,0.11403096548701017
4.0,0.07275379420670038,73837,0.11809509206113007
4.5,0.08077428300451452,71261,0.12109725963278627
5.0,0.10114273469165652,68831,0.12331495880231959
5.5,0.12788527929457957,66331,0.12495317168989524
6.0,0.14790886578663381,63831,0.1261633184500546
6.5,0.15528322959805543,61335,0.12705725304929433
7.0,0.15281703429894658,58835,0.12771760193756684
7.5,0.15022306327585855,56335,0.12820540121797688
8.0,0.14517537841165962,53825,0.12856573821890835
8.5,0.1389481840246762,51169,0.1288319189195669
9.0,0.12997752226489875,48819,0.1290285464244302
