Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.030377933953403585,138473,0.04956731076564439
1.0,0.08132340153337818,138811,0.06980198937967708
1.5,0.10549192538868567,136311,0.07806231684729067
2.0,0.0934514998351917,133811,0.08143439955607619
2.5,0.0653888639860591,131293,0.08281097231780657
3.0,0.05569639081401356,128799,0.08337292548799453
3.5,0.07448069328169689,126299,0.08360232953713999
4.0,0.08744942038510285,123799,0.08369597829749262
4.5,0.084085916939133,121239,0.08373420818204895
5.0,0.07591844530349638,118793,0.0837498146253984
5.5,0.06514602023232678,116293,0.08375618558562614
6.0,0.07305091282494668,113793,0.08375878637898532
6.5,0.09502250322132458,111297,0.08375984809116925
7.0,0.09454462663448353,108787,0.08376028150997875
7.5,0.07876634654472948,106287,0.08376045844292468
8.0,0.06761983368644969,103787,0.08376053067160205
8.5,0.06945891370324929,101151,0.08376056015724592
9.0,0.08575758256763602,98781,0.08376057219406047
9.5,0.09862284531475297,96281,0.08376057710780443
10.0,0.10726880684416808,93781,0.08376057911372382
10.5,0.1100191360698718,91281,0.08376057993259282
11.0,0.09491664658450158,88781,0.08376058026687667
11.5,0.08871341603020054,86281,0.08376058040334011
12.0,0.10957335770829138,83781,0.08376058045904809
12.5,0.1356541486800728,81285,0.08376058048178954
13.0,0.12078420942259874,78785,0.0837605804910732
13.5,0.09590361506301796,76285,0.08376058049486304
14.0,0.10011176557921815,73785,0.08376058049641014
