Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.025420699016556032,91749,0.038506099674033935
1.0,0.07541986959188944,91121,0.07078281471202481
1.5,0.10278862228834207,88597,0.09783791357850859
2.0,0.10313690666609478,86120,0.12051613141491621
2.5,0.12155945246825199,83566,0.13952554501098632
3.0,0.1728266789478224,81105,0.15545968092383264
3.5,0.19897775249189628,78597,0.1688160470213933
4.0,0.1995718096789551,76097,0.18001166605638877
4.5,0.19305727160913555,73501,0.1893960962720029
5.0,0.18645700447253502,71081,0.19726234557866915
5.5,0.17772852691001942,68581,0.20385602007279796
6.0,0.17669563603760413,66081,0.20938299253954656
6.5,0.1860801802066966,63585,0.21401583037153202
7.0,0.1889961552369835,61085,0.217899183600918
7.5,0.20131498149873828,58585,0.22115430127416486
8.0,0.22319472069858548,56085,0.2238828171831746
8.5,0.27825993575764174,53409,0.2261699231538455
9.0,0.3473669199741075,51069,0.2280870289708964
