Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.0039338541870844075,89534,0.0034276363931072637
1.0,0.008669949966494625,88873,0.006135921080913852
1.5,0.010617092743023356,86355,0.00827582307429839
2.0,0.01065072623678767,83861,0.009966627797268545
2.5,0.010780180491495655,81325,0.011302586462691614
3.0,0.009355560029409422,78855,0.012358169955848496
3.5,0.007846290075776727,76347,0.013192220095171053
4.0,0.011206420644147364,73837,0.013851229675572464
4.5,0.013426102620072027,71261,0.014371934135155187
5.0,0.015037526444015773,68831,0.01478335931362404
5.5,0.01594953053847797,66331,0.015108439451431532
6.0,0.0169346517682494,63831,0.015365295622437455
6.5,0.015486555292453704,61335,0.015568245864272575
7.0,0.01635903383167031,58835,0.01572860331451263
7.5,0.017749650952994134,56335,0.015855306843490843
8.0,0.018857137135761218,53825,0.015955419337369367
8.5,0.02043482317396565,51169,0.01603452140746483
9.0,0.022126630319684454,48819,0.0160970224725265
