Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.02044202466124334,77272,0.030755003810113004
1.0,0.0612741030138004,76373,0.05144456047116093
1.5,0.07785372457962636,73849,0.06536287299921716
2.0,0.079279613024463,71349,0.0747260230561423
2.5,0.0764122249784698,68819,0.08102481673617908
3.0,0.065766250501947,66343,0.08526215156286245
3.5,0.06147008981360367,63837,0.08811269840492363
4.0,0.07925892117373083,61337,0.09003032295694541
4.5,0.09058987669453508,58771,0.09132035049420831
5.0,0.10242126260010867,56331,0.09218817993722521
5.5,0.1075917265401822,53831,0.09277198758505648
6.0,0.11039744189674501,51331,0.09316472762448337
6.5,0.11023761392949619,48835,0.0934289323486627
7.0,0.09049011492679802,46335,0.09360666858452124
7.5,0.0924924587532686,43825,0.09372623559694046
8.0,0.12323844697892944,41325,0.09380667091385711
