Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.013254816692413702,91972,0.019379661664421788
1.0,0.02472440758818529,91373,0.035624148183969855
1.5,0.03540394810385137,88861,0.04924065743233458
2.0,0.04692314770027029,86361,0.06065433455211837
2.5,0.05449495152042473,83831,0.07022154616403141
3.0,0.06756063402834164,81355,0.07824100712008634
3.5,0.08084503912678703,78849,0.08496310720885293
4.0,0.09872948998136005,76349,0.09059772901834982
4.5,0.105988243727622,73771,0.09532080105191179
5.0,0.10864120470526151,71331,0.0992797907034652
5.5,0.10249037473010016,68831,0.10259830859811742
6.0,0.10967770569526404,66331,0.10537996805832994
6.5,0.11711843639465633,63835,0.10771162019890121
7.0,0.13018057258996169,61335,0.10966606565938729
7.5,0.13047066807360758,58825,0.11130432764175947
8.0,0.13298402938809012,56325,0.1126775572238316
8.5,0.1365461690680895,53679,0.11382863043762091
9.0,0.13447484233881463,51319,0.11479348697785355
