Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.020655412043764816,133622,0.016967165705330238
1.0,0.045721888155244715,133861,0.030427513300614103
1.5,0.05525812877113495,131361,0.04110584110930322
2.0,0.048382507616423015,128861,0.04957714424487567
2.5,0.04614374792653886,126343,0.05629757632941656
3.0,0.05320444426376448,123849,0.06162901196335988
3.5,0.05861083806018526,121349,0.06585853255985026
4.0,0.058264743128867286,118849,0.06921388479598055
4.5,0.06190264066006983,116289,0.07187574407096473
5.0,0.06383910372319396,113843,0.07398744332075524
5.5,0.071280436049057,111343,0.07566269105585287
6.0,0.07787093737159871,108843,0.07699169421490978
6.5,0.07792099095234771,106347,0.07804601553096298
7.0,0.0762186074071573,103837,0.07888242696453168
7.5,0.0732272346465988,101337,0.07954596669910077
8.0,0.07818552614232864,98837,0.08007236430879562
8.5,0.08082812401351934,96201,0.0804899646860698
9.0,0.08943394385287924,93831,0.08082125432699469
9.5,0.09531546634260998,91331,0.08108407215992036
10.0,0.09952895963671587,88831,0.08129257011690723
10.5,0.09688784343534558,86331,0.08145797517174606
11.0,0.09899753498923336,83831,0.08158919387797041
11.5,0.10209198822877416,81331,0.08169329195937411
12.0,0.11446401473214171,78831,0.08177587477750828
12.5,0.11659453509778844,76335,0.08184138916316286
13.0,0.10827029161360957,73835,0.0818933628645292
