Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.014361544618259692,91948,0.019752832826662802
1.0,0.029047687273429556,91349,0.030669388719171436
1.5,0.04239671707094244,88849,0.03670250779631995
2.0,0.04851844684556207,86349,0.04003675773352144
2.5,0.04562762646483145,83837,0.04187945675894537
3.0,0.03598182748461316,81337,0.04289783863260547
3.5,0.03233487214574105,78837,0.04346065525446852
4.0,0.03928057452875202,76337,0.04377170021514412
4.5,0.04770841093079182,73837,0.04394360161926652
5.0,0.052923982458810324,71337,0.04403860426028365
5.5,0.04887417750515332,68837,0.044091108204892523
6.0,0.04149056584101849,66337,0.044120124916112106
6.5,0.03617271437807653,63837,0.04413616122607458
7.0,0.03815725574736627,61337,0.04414502381685086
7.5,0.04542048350864505,58837,0.044149921796214665
8.0,0.05106099235543053,56337,0.04415262870240653
8.5,0.046590225605029095,53783,0.04415412469505723
9.0,0.03669054090721055,51331,0.04415495146697038
