Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.02957609560182844,113411,0.052452244632390045
1.0,0.07616814404960938,113111,0.08111746563386368
1.5,0.104249612453672,110397,0.09678304678910592
2.0,0.12764344624583268,107920,0.10534430759078836
2.5,0.14347055624195984,105366,0.11002304793167239
3.0,0.13796674775218193,102905,0.11257998571040628
3.5,0.12493881048547323,100409,0.11397735558519642
4.0,0.09964438335264852,97904,0.11474102006823983
4.5,0.0835393681819619,95320,0.11515836371732167
5.0,0.09447884458979884,92893,0.11538644257301864
5.5,0.09679990942254979,90393,0.11551108796903815
6.0,0.09581165974931649,87893,0.115579206842668
6.5,0.0948646892170716,85396,0.11561643389711831
7.0,0.08849077052737087,82897,0.11563677853156687
7.5,0.10389773721570948,80397,0.11564789690117619
8.0,0.11535376886423376,78578,0.11565397310485939
8.5,0.11592662318773515,76568,0.1156572937582013
9.0,0.12026075357600449,74469,0.11565910849964052
9.5,0.11957785798847005,71969,0.11566010025823505
10.0,0.11942305119042143,69469,0.11566064225561745
10.5,0.12543102671854847,66969,0.11566093845790312
11.0,0.13669170642821674,64469,0.11566110033284364
