Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.05994753185985198,89534,0.08596988948601585
1.0,0.15263637266764538,88873,0.13849859523860125
1.5,0.19151526959292384,86355,0.17059430856961033
2.0,0.17782353395744185,83861,0.19020520130849364
2.5,0.16353655377564932,81325,0.20218770844424935
3.0,0.1999659644755569,78855,0.20950917407919994
3.5,0.26841963630150206,76347,0.21398268354065555
4.0,0.2956684973836375,73837,0.21671605523145476
4.5,0.2528534150046511,71261,0.218386180412688
5.0,0.20916051140524444,68831,0.2194066483316244
5.5,0.20867253744767578,66331,0.22003016732605654
6.0,0.2504292025855759,63831,0.2204111454334554
6.5,0.23244068488718064,61335,0.22064392794627916
7.0,0.16576346002585432,58835,0.22078616104898022
7.5,0.12257689844088349,56335,0.2208730673000494
8.0,0.12503358051072513,53825,0.22092616813474591
8.5,0.16185223862378856,51169,0.220958613426204
9.0,0.1818949777861578,48819,0.2209784379156647
