Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.003768987364220351,142557,0.003022427270187074
1.0,0.00763886493861126,142973,0.005670561579409675
1.5,0.010185229214194519,140452,0.007990754819079527
2.0,0.013254909040911079,137961,0.010023618730347697
2.5,0.014709666608309026,135428,0.011804735755895341
3.0,0.012806707447661079,132955,0.013365281860881114
3.5,0.012510889639550741,130457,0.014732572224655767
4.0,0.013218791013608861,128066,0.01593053935481503
4.5,0.01470685565748594,125575,0.01698015199230931
5.0,0.015166356852366069,123143,0.017899782139958877
5.5,0.015850216538414664,120643,0.01870552663869599
6.0,0.016428447467141057,118143,0.01941148892027673
6.5,0.017110913060963077,115647,0.020030025868150187
7.0,0.01796060267613792,113147,0.020571964107439618
7.5,0.019839299192558134,110645,0.02104678950988948
8.0,0.021250072874604273,108137,0.021462813230797774
8.5,0.02219866935318873,105485,0.021827317184178095
9.0,0.02328737324797534,103131,0.022146681502491033
9.5,0.023473180184228077,100631,0.02242649621194924
10.0,0.023786386878834814,98131,0.022671659078116593
10.5,0.024624393249966955,95631,0.02288646133445176
11.0,0.025684742319823404,93131,0.02307466279435467
11.5,0.02708934166093871,90631,0.023239557661447318
12.0,0.02809658037403621,88131,0.023384032190005854
12.5,0.030031649482943717,85635,0.02351061520480936
13.0,0.03156157353059401,83135,0.023621522364684625
13.5,0.032233102256408706,80635,0.02371869494451843
14.0,0.03256623088982919,78135,0.023803833814562324
