Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.04170971670705591,114034,0.0492441650613265
1.0,0.07750223996902098,113873,0.07243830241143619
1.5,0.08645781265228804,111355,0.08336280497424323
2.0,0.08799058248400374,108861,0.08850827576469764
2.5,0.09797411813755687,106325,0.09093180667635288
3.0,0.10189032618201184,103855,0.09207329640954592
3.5,0.0936290158888326,101359,0.09261094121725966
4.0,0.08957975007659388,98849,0.09286417340223335
4.5,0.08908026517881427,96273,0.09298344645869464
5.0,0.08211662664180817,93843,0.09303962439673634
5.5,0.087909095291956,91343,0.0930660843602541
6.0,0.09191143744340917,88843,0.09307854707593514
6.5,0.08801831864318328,86347,0.09308441704934015
7.0,0.09568847815972378,83847,0.09308718182297834
7.5,0.07835160559322056,81347,0.09308848403897545
8.0,0.07641506941627792,78837,0.09308909738629606
8.5,0.08793631815259995,76169,0.09308938627457308
9.0,0.09408147331969696,73819,0.09308952234174708
9.5,0.08268424365313719,71319,0.09308958642976073
10.0,0.10146556195540038,68819,0.09308961661539164
10.5,0.12107946105875109,66319,0.09308963083290693
11.0,0.11143165432168754,63819,0.09308963752939578
