Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.00998069138953363,121372,0.012287543290052714
1.0,0.025048551153902077,121373,0.02016505378256974
1.5,0.029233601526990508,118861,0.025215304275681097
2.0,0.030762885130653908,116361,0.028453006093710934
2.5,0.026225810388801504,113831,0.030528687899350544
3.0,0.022188007651342472,111355,0.031859401844121726
3.5,0.02529836354470932,108849,0.03271251892497547
4.0,0.027474186509294975,106349,0.03325944995887964
4.5,0.029613937774838846,103783,0.03361008595311872
5.0,0.031222521967251716,101343,0.03383487773276669
5.5,0.03359000640931644,98843,0.033978991129644164
6.0,0.030618338173593163,96343,0.03407138183535452
6.5,0.030438542362854964,93847,0.03413061326481639
7.0,0.037005850043102,91347,0.03416858637270773
7.5,0.03855267902801888,88837,0.034192930828616144
8.0,0.037428770336483036,86337,0.03420853799290654
8.5,0.03788060692080888,83691,0.03421854370336907
9.0,0.04197290655736057,81331,0.034224958337058894
9.5,0.046351419260603835,78831,0.03422907074122338
10.0,0.04901163166958245,76331,0.034231707192317835
10.5,0.052039312717696254,73819,0.034233397413924324
11.0,0.055062021270638695,71319,0.034234481010386654
11.5,0.059211584690559614,68819,0.03423517570112346
12.0,0.06246490034570543,66319,0.034235621065460256
