Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.008779286896556378,143434,0.006063935635106727
1.0,0.016692045935094126,143873,0.01148769989199825
1.5,0.022204080392428854,141355,0.016338875841826143
2.0,0.023849911894660257,138861,0.02067791179204946
2.5,0.023071158214123894,136325,0.024558874505429974
3.0,0.02289725935630425,133855,0.02803012290148778
3.5,0.02613292726075033,131359,0.031134910635106094
4.0,0.03293846750643383,128849,0.033911925060744516
4.5,0.03659343017826794,126273,0.036395769298049774
5.0,0.03697478330118838,123843,0.038617393405665355
5.5,0.03880963265303472,121343,0.04060448003590163
6.0,0.04355896324871297,118843,0.04238178937573483
6.5,0.04352720326549961,116347,0.043971467672288364
7.0,0.04332367528657859,113847,0.04539332318719301
7.5,0.04211106577253553,111347,0.046665073018368156
8.0,0.0442962208231159,108837,0.047802563864758736
8.5,0.04741629640948365,106181,0.048819969484877254
9.0,0.05175334637297533,103831,0.04972996730959234
9.5,0.05098049698208271,101331,0.05054389640985592
10.0,0.05050408859744885,98831,0.05127189878773337
10.5,0.04930632231078892,96331,0.051923045751300086
11.0,0.05197068545606996,93831,0.052505450948104986
11.5,0.05787108165928868,91331,0.05302637146565971
12.0,0.060152328124180476,88831,0.0534922982587209
12.5,0.06151585374093243,86335,0.053909037030139086
13.0,0.06340755862686095,83835,0.05428178057309378
13.5,0.0655396339116962,81335,0.054615173476138534
14.0,0.06802864637586357,78835,0.054913369997316414
