Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.023425429127458385,84622,0.031951864399157044
1.0,0.05063952553322784,83861,0.049609434134623785
1.5,0.06353724738504467,81361,0.05936754292814685
2.0,0.07168685086157461,78861,0.06476016992341073
2.5,0.07753383604245793,76343,0.06774029922155411
3.0,0.07175299819033584,73849,0.06938720909339441
3.5,0.06456304775074685,71337,0.07029734145834073
4.0,0.0536970737991077,68837,0.07080030821801965
4.5,0.052964672283614796,66277,0.07107826291019989
5.0,0.07083491080780524,63831,0.07123186910666968
5.5,0.07272148095853115,61331,0.0713167565514861
6.0,0.06821457778924894,58831,0.0713636679291067
6.5,0.07675373764084037,56335,0.07138959257974288
7.0,0.07701607429737038,53825,0.07140391932827804
7.5,0.07886121912371773,51325,0.07141183672421406
8.0,0.09000102559024516,48825,0.07141621211743421
