Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.09777142748687123,68446,0.10284495716386075
1.0,0.13975562260782337,67361,0.1245782364496209
1.5,0.12349345546938814,64844,0.1291709305547902
2.0,0.13038652207802748,62349,0.1301414623768092
2.5,0.12466256251840586,59818,0.13034655594411024
3.0,0.11429791349066994,57343,0.13038989648214716
3.5,0.12424421896552693,54841,0.1303990552395965
4.0,0.1387218618797669,52337,0.13040099067560665
4.5,0.13840475349578435,49767,0.13040139967350511
5.0,0.12559233991649188,47331,0.13040148610327085
5.5,0.11992987666824251,44831,0.13040150436767864
6.0,0.1309474397716631,42331,0.13040150822732802
6.5,0.15139524646638894,39835,0.13040150904295225
7.0,0.15600610392172337,37335,0.1304015092153106
