Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.060048505159707055,124535,0.0751232300419798
1.0,0.12377126137293164,124057,0.11103580612591524
1.5,0.11897293933848893,121612,0.12820377294874413
2.0,0.1458312322743331,119785,0.13641090028321562
2.5,0.16141197855230055,117664,0.14033430832444402
3.0,0.16300974825511128,114891,0.14220988914957897
3.5,0.17131714558359878,112451,0.14310650846489048
4.0,0.1470337761468004,110647,0.14353513632555964
4.5,0.13844080561228495,108743,0.1437400413948621
5.0,0.12445460690735125,106291,0.14383799603402225
5.5,0.11864039795980538,103916,0.14388482313969445
6.0,0.11599854920065981,101443,0.1439072087851773
6.5,0.10617722827892438,98947,0.14391791021795833
7.0,0.12030319232853894,96437,0.14392302602592802
7.5,0.11274761485433059,93937,0.14392547163220504
8.0,0.11245382930879519,91437,0.14392664075154998
8.5,0.1457072309312438,88811,0.14392719964774495
9.0,0.14271997166911923,86431,0.14392746682744575
9.5,0.1454320118919825,83930,0.14392759455240284
10.0,0.17233844589949085,81431,0.14392765561117568
10.5,0.15510280012523525,78931,0.14392768480025375
11.0,0.16686034516261686,76428,0.14392769875405986
11.5,0.1570399963659662,73931,0.14392770542466127
12.0,0.14830484589699716,71431,0.1439277086135348
12.5,0.1615671050800154,68923,0.14392771013797223
13.0,0.15809610516476255,66420,0.14392771086672784
