Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.00923330378354668,69910,0.016915378487798928
1.0,0.020293302985717236,68849,0.03034488073482884
1.5,0.029758434711243974,66349,0.04100686685196298
2.0,0.03831369660738238,63849,0.04947165920769622
2.5,0.04250767376415074,61331,0.056192049652637036
3.0,0.043735380201414556,58837,0.061527519896258806
3.5,0.05088485807799403,56337,0.06576347061278358
4.0,0.059325655937230964,53837,0.0691264878640328
4.5,0.06745678887046382,51277,0.07179646345843219
5.0,0.08099037979719953,48831,0.07391621757864683
5.5,0.09951709282695033,46331,0.07559913840368818
6.0,0.1186932089720921,43831,0.0769352473780022
6.5,0.1364973678266348,41335,0.077996014566024
7.0,0.1514780791541144,38825,0.07883818167126434
