Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.06078819742824057,109134,0.07728171233442513
1.0,0.13877687066258368,108873,0.12540676609270462
1.5,0.15459695378016752,106355,0.15537531530412813
2.0,0.16722981799627942,103861,0.17403740233988543
2.5,0.1786338405296764,101325,0.18565870205890636
3.0,0.18280129310948032,98855,0.1928955457677877
3.5,0.21696717879824037,96359,0.19740209048593627
4.0,0.2502525820760029,93849,0.20020841685052929
4.5,0.24495558017345265,91273,0.20195597915317196
5.0,0.21841564135162544,88843,0.2030442253529544
5.5,0.20206153389277418,86343,0.20372190064358647
6.0,0.18885390898515686,83843,0.2041439042302979
6.5,0.1800294295901469,81347,0.20440669531868355
7.0,0.18987585318240807,78847,0.20457034121722462
7.5,0.19973280789549436,76335,0.20467224718471316
8.0,0.1743166939491857,73825,0.2047357063138594
8.5,0.1226807719687442,71169,0.2047752237353731
9.0,0.1357765016687955,68819,0.20479983211913283
9.5,0.16336628455900695,66319,0.2048151563110479
10.0,0.19211466848496883,63819,0.20482469902869016
10.5,0.2430962525637912,61319,0.20483064149276947
11.0,0.21783967721901312,58819,0.20483434199829184
