Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.010118869945674869,79734,0.01250120580026204
1.0,0.02186428950386417,78873,0.01993921983498906
1.5,0.022828109828681394,76343,0.02436471715618638
2.0,0.026584985144836964,73849,0.02699781605173632
2.5,0.03040240877878121,71313,0.028564467049475607
3.0,0.03041056195724606,68843,0.029496598900985452
3.5,0.034761974654525976,66347,0.030051202185222323
4.0,0.03207749326933883,63837,0.030381182114980223
4.5,0.033837997802296585,61261,0.03057751480383701
5.0,0.032766077444817576,58831,0.03069432955903141
5.5,0.03212760288010455,56331,0.030763832437592214
6.0,0.02789091822134661,53831,0.030805185519402794
6.5,0.02307981763192841,51335,0.0308297899301933
7.0,0.02141709684545319,48835,0.030844429154256964
7.5,0.024615444342300983,46335,0.030853139254369125
8.0,0.02555146232455298,43825,0.03085832162220734
