Lag (m),Semivariance,Count,Fitted_Semivariance
0.5,0.005933436687398115,88303,0.007245195180630471
1.0,0.01140794178338942,87623,0.013318287553513124
1.5,0.01509563157238494,85108,0.01840889588773276
2.0,0.019897759140175407,82611,0.02267596307876347
2.5,0.020676281545462777,80078,0.026252718786008804
3.0,0.024594995907536044,77605,0.02925083923187454
3.5,0.029177450374611266,75092,0.031763934042825695
4.0,0.033891746651935735,72587,0.033870469001265606
4.5,0.03904701255396527,70016,0.035636215964648145
5.0,0.039952034461935605,67581,0.037116306445085144
5.5,0.039631457273443284,65081,0.038356952967893654
6.0,0.03915765968224848,62581,0.03939689195466586
6.5,0.04098570645602594,60085,0.04026859318166856
7.0,0.04846659623590465,57585,0.0409992735762141
7.5,0.05018543951974301,55080,0.04161174700453426
8.0,0.050498681637903255,52575,0.04212513658388866
8.5,0.0498183126521628,49924,0.042555471759265315
9.0,0.052231311600105856,47569,0.04291618878706188
